image_path,015,017,002,014,008,011,016,005,000,003,007,001,013,006,004,009,012,010
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/D0006.jpg,∅,␣,301-90-12347,✘,✘,2,9879476744,✔,✘,X3 코란도,✔,␣,길부건,✔,␣,(법인명),30,2020
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/D0007.jpg,∅,AEWZHJ6,808-86-81194,✔,✘,␣,1318531842,✘,✘,GV80 QM5,✔,달콤나라앨리스,오성혁,✘,DMBOZO,␣,15,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/D0008.jpg,∅,A4KQ0OT,␣,✘,✘,␣,␣,✘,✘,QM3 그랜저,✔,드림캐쳐컴퍼니,␣,✘,UWCEEZ,␣,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/D0009.jpg,∅,AO4DVAP,998-16-82021,✘,✘,2,9176205913,✘,✘,포르쉐 아이오닉5,✘,␣,␣,✘,HXJ791,다이그렌 효린마루,29,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/D0010.jpg,∅,AKQZ6ZR,␣,✘,✘,␣,␣,✘,✔,␣,✔,SK이터닉스,␣,✔,QXO6L0,␣,20,2027
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/D0011.jpg,∅,AQYEEC5,464-12-77018,✔,✘,3,␣,✔,✘,어코드 말리부,✘,미래산업,빈운해,✘,CXRH9Y,␣,16,2009
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/D0012.jpg,∅,AMQ6W2C,␣,✔,✘,␣,1895686767,✘,✘,7 시리즈 A3,✘,올리브나인,사율교,✘,␣,␣,␣,2007
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/D0013.jpg,∅,␣,945-15-75956,✔,✘,4,9454521678,✘,✔,A6 시빅,✘,IBK기업은행,기신화,✘,PIAK6T,␣,10,2002
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/D0014.jpg,∅,A4X3YSA,720-16-16603,✘,✘,4,␣,✘,✔,BMW 타이칸,✘,␣,␣,✔,␣,내가 하늘에 서겠다,31,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/D0015.jpg,∅,␣,188-61-97502,✔,✘,4,␣,✔,✔,X5 Q7,✔,␣,선우양,✘,7LWQEM,␣,6,2014
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/D0016.jpg,∅,A1BXYOA,827-22-94501,✔,✘,11,1018128164,✘,✘,팰리세이드 벨로스터,✔,"좋은사람들(예스, 제임스딘, 섹시쿠키)",백록희,✘,␣,␣,11,2001
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/D0017.jpg,∅,A1UZAA6,␣,✘,✘,␣,␣,✘,✔,␣,✘,SK하이닉스,옥도선,✘,␣,␣,␣,2035
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/E0000.jpg,∅,␣,366-38-87269,✔,✘,3,9215317880,✘,✔,트랙스 코란도,✘,아이덴티티 게임즈,경재황,✔,VDCKZA,␣,11,2009
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/E0001.jpg,∅,␣,941-51-44464,✘,✘,9,9558872545,✘,✘,␣,✘,사조해표 (해표식용유),␣,✘,␣,␣,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/E0002.jpg,∅,␣,869-02-38148,✔,✘,7,1484418617,✘,✘,iX 투싼,✘,YG케이플러스,방남휘,✘,J17SQ6,에이치와우엔터테인먼트,18,2020
/mnt/AI_NAS/Data/현대캐피탈/data/images/470/E0003.jpg,∅,HH9VS9Q,098-92-54603,✘,✘,8,9314393649,✘,✘,파일럿 도요타,✘,삼성 갤럭시 S III,용세익,✘,AQ5VE3,␣,␣,␣
