image_path,015,017,002,014,008,011,016,005,000,003,007,001,013,006,004,009,012,010
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0010.jpg,ANCA01,U7W6BYT,✔,✘,2017,명호겸,1633110113,✘,사백사십오만,✔,"1,630,000","4,330,000",␣,48.9,✘,8,✔,4
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0011.jpg,ANCA01,U13I1OY,✘,✘,2022,온이제,9285241810,✘,천이백사십칠만,✘,"83,750,000",3270000,23,64.8,✘,1,✘,21
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0012.jpg,ANCA01,U9TCVAJ,✘,✘,␣,홍정요,1888334063,✘,␣,✘,"86,550,000","33,610,000",1,41.9,✘,7,✘,18
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0013.jpg,ANCA01,USAE0YS,✔,✘,␣,남선아,1369786301,✘,␣,✘,"81,220,000",5260000,␣,22.7,✘,2,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0014.jpg,ANCA01,U8ABTL9,✘,✔,2016,␣,1916387764,✔,␣,✔,"13,450,000",␣,2,80.0,✘,7,✔,30
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0015.jpg,ANCA01,U3UUNNX,✘,✔,2022,␣,9732223978,✔,␣,✘,"1,190,000","5,410,000",34,14.9,✘,␣,✔,5
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0016.jpg,ANCA01,UIRVIFF,✔,✘,2027,␣,1689173137,✘,칠천사백칠십칠만,✘,␣,"7,450,000",31,42.7,✘,12,✘,10
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0017.jpg,ANCA01,ULE7D5B,✘,✔,2027,␣,9016683538,✔,␣,✘,"2,890,000","8,810,000",36,54.8,✘,4,✘,12
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0018.jpg,ANCA01,UT9BU82,✘,✘,␣,␣,9962681818,✔,이천이백사십이만,✔,␣,␣,30,8.4,✔,4,✔,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0019.jpg,ANCA01,UQ2UVE5,✘,✔,2029,천행지,1610964808,✘,구천백이십팔만,✘,"55,950,000","53,480,000",␣,95.2,✔,6,✘,1
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0020.jpg,ANCA01,UI9OH49,✔,✔,␣,표일우,9616620871,✘,이천이백육십오만,✘,"1,480,000","71,850,000",15,␣,✔,␣,✘,18
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0021.jpg,ANCA01,UZXVRSK,✘,✔,2023,감호창,9608903612,✔,오백사십구만,✘,"67,170,000",␣,␣,76.5,✘,11,✔,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0022.jpg,ANCA01,UK1ZOFM,✔,✘,2013,␣,9580348479,✘,구백이십삼만,✔,"7,810,000","5,850,000",␣,85.4,✔,7,✔,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0023.jpg,ANCA01,U1P5MUH,✘,✔,2030,방태운,9981997611,✔,␣,✘,"7,220,000","1,710,000",␣,␣,✘,7,✔,22
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0024.jpg,ANCA01,UFQFPXJ,✘,✘,2019,당서미,1285021637,✘,육백삼십구만,✘,"8,110,000","3,320,000",␣,8.0,✘,4,✔,13
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0025.jpg,ANCA01,UVTYC7M,✘,✘,2018,␣,1653255144,✘,백오십일만,✔,"55,520,000","6,620,000",9,13.7,✔,␣,✘,14
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0026.jpg,ANCA01,UWS8KI5,✘,✘,␣,␣,9089282813,✔,이백이십이만,✘,"84,330,000",␣,14,3.6,✔,␣,✘,9
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0027.jpg,ANCA01,URRELF1,✔,✔,2011,␣,1794182112,✔,오백팔십구만,✘,␣,␣,17,0.7,✘,11,✔,13
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0028.jpg,ANCA01,UEORH18,✘,✘,2025,반단솔,9878551275,✔,구천오백이십이만,✔,"19,250,000",␣,7,75.5,✘,␣,✘,2
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/C0029.jpg,ANCA01,U0LXDS7,✘,✘,␣,반예경,9780444528,✘,사백삼십팔만,✘,68340000,␣,␣,␣,✘,11,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0000.jpg,ANCA01,SBOAC3M,✘,✘,2030,설가야,␣,✘,천육백육십오만,✘,␣,"2,420,000",␣,18.0,✘,7,✘,2
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0001.jpg,ANCA01,SZXMQUE,✘,✘,2029,금휘동,9055747712,✘,␣,✘,"61,810,000",␣,␣,␣,✘,5,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0002.jpg,ANCA01,␣,✘,✔,2029,신세경,1768121955,✘,삼천육백이십칠만,✘,"32,950,000","93,570,000",6,11.1,✘,7,✔,2
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0003.jpg,ANCA01,SVZ9LL1,✘,✘,2000,민다샘,1549402755,✘,구천사백칠십이만,✘,5660000,"2,710,000",␣,73.4,✘,␣,✘,26
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0004.jpg,ANCA01,␣,✘,✔,2038,␣,␣,✘,오백이십오만,✘,"29,310,000",␣,34,␣,✘,11,✔,27
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0005.jpg,ANCA01,SHZPJ9H,✘,✔,2022,경빈아,␣,✘,칠천삼백십팔만,✔,"2,820,000",␣,36,37.4,✘,5,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0006.jpg,ANCA01,␣,✘,✔,2033,시귀나,9710910567,✘,사천이백육십팔만,✘,␣,"6,140,000",␣,80.8,✘,12,✘,12
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0007.jpg,ANCA01,␣,✘,✘,2040,손영호,1742192551,✘,오백육십오만,✔,"99,840,000","46,750,000",␣,31.0,✘,9,✔,19
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0008.jpg,ANCA01,␣,✔,✘,2027,표행자,9255505062,✔,␣,✔,"79,130,000",4760000,16,61.7,✘,3,✔,28
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0009.jpg,ANCA01,STJ44RB,✘,✘,2007,␣,1748218866,✘,␣,✘,"84,860,000",␣,1,66.0,✘,1,✘,3
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0010.jpg,ANCA01,␣,✘,✔,2040,␣,␣,✘,육천이백육십삼만,✘,"13,550,000","23,680,000",␣,41.6,✘,9,✔,23
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0011.jpg,ANCA01,SV1G4NT,✘,✔,2020,␣,9677242942,✔,␣,✔,"42,970,000","66,610,000",33,␣,✘,12,✔,28
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0012.jpg,ANCA01,SF5HWRR,✘,✘,␣,␣,9426151919,✘,␣,✔,␣,"1,370,000",12,␣,✘,9,✔,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0013.jpg,ANCA01,S8E1D3I,✔,✘,␣,하진후,9655936269,✘,이천육백팔십이만,✘,1790000,␣,5,51.4,✘,8,✘,3
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0014.jpg,ANCA01,SERRT6I,✘,✘,␣,␣,9767791761,✔,이천사백육십구만,✘,"32,940,000","83,240,000",␣,3.6,✘,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0015.jpg,ANCA01,SRV8ZIW,✘,✘,2018,변하랑,1230991837,✘,␣,✘,␣,"76,110,000",30,␣,✘,8,✘,1
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0016.jpg,ANCA01,␣,✘,✘,2029,장정택,␣,✔,사천사백팔십사만,✔,"51,140,000",48180000,5,␣,✘,12,✔,3
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/D0017.jpg,ANCA01,S8IWOSK,✘,✘,2010,␣,␣,✘,이백칠십구만,✘,"14,450,000","4,340,000",␣,22.7,✔,8,✔,20
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/E0000.jpg,ANCA01,␣,✘,✘,2029,신루체,␣,✘,␣,✘,"3,650,000","7,340,000",9,␣,✘,3,✔,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/E0001.jpg,ANCA01,PTBLCDQ,✘,✔,2002,반병기,␣,✔,오백일십팔만,✔,"62,330,000","16,320,000",7,30.1,✔,␣,✔,22
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/E0002.jpg,ANCA01,␣,✘,✔,2008,␣,1196545932,✘,팔천일백일십오만,✔,"3,750,000","68,560,000",23,59.0,✘,12,✔,10
/mnt/AI_NAS/Data/현대캐피탈/data/images/101/E0003.jpg,ANCA01,PMAHKDX,✘,✔,␣,민우식,9332519230,✘,칠백오십육만,✘,1440000,"51,630,000",15,0.6,✔,6,✘,28
