image_path,015,017,022,033,002,041,032,040,036,043,019,008,016,026,027,006,023,038,039,018,042,009,021,024,044,037,035,034,030,020,029,028,005,000,003,007,001,025,031,004,014,010
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/A0015.jpg,✘,✘,✘,✘,✘,✔,✔,미래기획,␣,␣,✘,✘,✘,✘,✔,✘,✘,1,2,✘,∅,✘,✔,✔,␣,2025,✘,✘,✔,✘,✘,✔,␣,✔,✘,✘,✘,✘,✘,✘,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/A0016.jpg,✘,✘,✔,✔,✔,✔,✘,한빛개발건설,␣,␣,✘,✘,✘,✘,✔,✘,✘,1,16,✘,∅,✘,✘,✘,␣,2025,✘,✘,✘,✘,✔,✘,␣,✘,✘,✔,✔,✔,✔,✘,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/A0017.jpg,✘,✘,✘,✘,✘,✔,✔,새롬정보통신,␣,␣,✘,✘,✘,✔,✘,✘,✔,2,2,✘,∅,✔,✘,✘,␣,2025,✘,✘,✔,✘,✘,✔,␣,✘,✔,✘,✔,✘,✘,✘,✘,1
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/A0018.jpg,✘,✘,✘,✘,✘,✔,✘,영진무역상사,␣,␣,✘,✘,✘,✘,✔,✘,✘,2,16,✘,∅,✘,✔,✔,␣,2025,✘,✘,✔,✘,✘,✔,␣,✔,✘,✘,✘,✘,✘,✘,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/A0019.jpg,✘,✘,✔,✔,✔,✔,✘,금강철물,␣,␣,✘,✘,✘,✘,✔,✔,✘,3,10,✘,∅,✘,✘,✘,␣,2025,✘,✘,✘,✘,✔,✘,␣,✘,✘,✘,✔,✔,✔,✘,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/A0020.jpg,✘,✘,✘,✘,✘,✔,✔,신한에너지솔루션,␣,␣,✘,✔,✘,✔,✘,✘,✔,3,24,✘,∅,✘,✘,✘,␣,2025,✘,✘,✔,✘,✘,✔,␣,✘,✔,✘,✔,✘,✘,✘,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/A0021.jpg,✘,✘,✘,✘,✘,✔,✔,한화물류,␣,␣,✘,✘,✘,✘,✔,✘,✘,4,3,✘,∅,✘,✔,✔,␣,2025,✘,✘,✔,✘,✘,✔,␣,✔,✘,✘,✘,✘,✘,✘,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/A0022.jpg,✘,✘,✔,✔,✔,✔,✘,아성전자,␣,␣,✘,✘,✘,✘,✘,✘,✘,4,17,✘,∅,✘,✘,✘,␣,2025,✘,✘,✘,✘,✔,✘,␣,✘,✘,✔,✔,✔,✔,✘,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/A0023.jpg,✘,✘,✘,✘,✘,✔,✔,동양정밀,␣,␣,✘,✘,✘,✔,✘,✘,✔,5,10,✘,∅,✔,✘,✘,␣,2025,✘,✘,✔,✘,✘,✔,␣,✘,✔,✘,✔,✘,✘,✘,✘,1
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/A0024.jpg,✘,✘,✘,✘,✘,✔,✔,우진산업,␣,␣,✘,✘,✘,✘,✔,✘,✘,05,24,✘,∅,✘,✔,✔,␣,2025,✘,✘,✔,✘,✘,✔,␣,✔,✘,✘,✘,✘,✘,✘,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/A0025.jpg,✘,✘,✔,✔,✔,✔,✘,성광기계,␣,␣,✘,✘,✘,✘,✔,✘,✘,06,07,✘,∅,✘,✘,✘,␣,2025,✘,✘,✘,✘,✔,✘,␣,✘,✘,✔,✔,✔,✔,✘,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/A0026.jpg,✘,✘,✘,✘,✘,✔,✔,진성테크,␣,␣,✘,✔,✘,✔,✘,✘,✔,06,21,✘,∅,✘,✘,✘,␣,2025,✘,✘,✔,✘,✘,✔,␣,✘,✔,✘,✔,✘,✘,✘,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/A0027.jpg,✘,✘,✘,✘,✘,✔,✔,대성무역,␣,␣,✘,✘,✘,✘,✔,✘,✘,7,10,✘,∅,✘,✔,✔,␣,2025,✘,✘,✔,✘,✘,✔,␣,✔,✘,✘,✘,✘,✘,✘,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/A0028.jpg,✘,✘,✔,✔,✔,✔,✘,보람산업,␣,␣,✘,✘,✘,✘,✔,✘,✘,7,24,✘,∅,✘,✘,✘,␣,2025,✘,✘,✘,✘,✔,✘,␣,✘,✘,✔,✔,✔,✔,✘,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/A0029.jpg,✘,✘,✘,✘,✘,✔,✔,해성물산,␣,␣,✘,✘,✘,✔,✘,✘,✔,8,7,✘,∅,✔,✘,✘,␣,2025,✘,✘,✔,✘,✘,✔,␣,✘,✔,✘,✔,✘,✘,✘,✘,1
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/D0000.jpg,✔,✘,✘,✔,✘,✘,✘,시자우,유치한,1736586217,✘,✘,✘,✘,✔,✘,✔,7,25,✘,∅,✘,✘,✔,AAD0N1S,2008,✔,✘,✘,✔,✘,✔,수고의,✘,✔,✘,✘,✘,✘,✔,✘,10
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/D0001.jpg,✘,✘,✘,✘,✘,✔,✔,␣,양념한,␣,✘,✘,✔,✘,✘,✘,✘,10,6,✘,∅,✘,✘,✔,␣,␣,✔,✘,✘,✘,✘,✘,␣,✘,✔,✔,✘,✔,✘,✔,✔,27
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/D0002.jpg,✘,✘,✘,✘,✘,✘,✘,천경자,"전화,",9551976229,✔,✔,✘,✘,✔,✔,✘,12,26,✘,∅,✘,✘,✘,AVE478Z,2035,✔,✘,✔,✘,✔,✘,일.,✔,✘,✘,✔,✘,✘,✘,✘,32
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/D0003.jpg,✘,✘,✔,✔,✘,✘,✘,부승유,숨음.,␣,✔,✔,✔,✔,✔,✔,✘,␣,13,✘,∅,✘,✔,✘,AICORMA,␣,✘,✔,✘,✘,✘,✘,애벌레.,✘,✔,✘,✔,✔,✘,✘,✔,30
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/D0004.jpg,✘,✔,✘,✘,✔,✔,✘,온관용,경연감,␣,✘,✘,✔,✔,✘,✔,✘,10,28,✘,∅,✘,✘,✘,AZDIJ3W,␣,✘,✘,✔,✘,✔,✘,봄.,✘,✘,✘,✘,✘,✘,✘,✔,1
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/D0005.jpg,✔,✘,✘,✘,✔,✔,✔,␣,있던,9243851279,✘,✘,✘,✘,✘,✘,✘,4,␣,✘,∅,✔,✔,✔,␣,␣,✔,✘,✘,✘,✘,✔,보인다.,✘,✘,✘,✘,✘,✔,✘,✘,2
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/D0006.jpg,✘,✘,✘,✔,✘,✔,✘,손조단,꼬깃꼬깃.,1469821829,✘,✘,✘,✔,✘,✘,✔,␣,␣,✔,∅,✔,✘,✘,␣,2023,✔,✘,✘,✘,✔,✘,␣,✔,✔,✔,✘,✘,✘,✘,✔,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/D0007.jpg,✔,✔,✔,✔,✘,✔,✘,␣,거리를,␣,✔,✘,✘,✘,✘,✘,✔,␣,8,✘,∅,✘,✘,✘,AZBVU7W,2014,✘,✘,✘,✘,✘,✘,것이다.,✘,✘,✘,✔,✔,✘,✘,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/E0000.jpg,✔,✘,✘,✘,✘,✔,✘,한준모,␣,9397610467,✘,✘,✘,✔,✘,✘,✘,␣,␣,✔,∅,✘,✔,✘,HFSZMW0,2017,✘,✘,✘,✘,✘,✘,␣,✘,✔,✘,✘,✘,✘,✘,✘,18
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/E0001.jpg,✔,✘,✘,✘,✔,✘,✘,하리나리,␣,␣,✘,✘,✘,✘,✔,✔,✘,2,17,✔,∅,✘,✘,✘,␣,␣,✘,✘,✘,✘,✘,✘,␣,✘,✘,✔,✘,✔,✘,✔,✘,10
/mnt/AI_NAS/Data/현대캐피탈/data/images/635/E0002.jpg,✔,✘,✘,✘,✘,✘,✘,은의채,␣,9547693584,✘,✘,✘,✘,✔,✔,✔,10,11,✘,∅,✘,✔,✔,HNGVQG5,2017,✘,✘,✘,✔,✘,✘,상혈이,✘,✘,✔,✘,✘,✘,✘,✔,␣
