image_path,005,000,003,007,001,006,002,004,009,008
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/A0029.jpg,별똥별 택배,✔,11,SP00NAC020,✘,✔,2025,18,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0000.jpg,␣,✘,␣,SP00NAC020,✘,✔,2017,17,E8WK0J0,9446226668
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0001.jpg,당의산,✘,␣,SP00NAC020,✘,✘,2015,11,ETBMS8F,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0002.jpg,␣,✘,4,SP00NAC020,✔,✔,2034,20,␣,1285032121
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0003.jpg,편건찬,✘,2,SP00NAC020,✘,✘,2040,9,ENZW8TJ,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0004.jpg,␣,✘,5,SP00NAC020,✘,✔,2017,24,ENJW2C3,1804118024
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0005.jpg,현승렬,✔,7,SP00NAC020,✔,✔,2037,14,E8WQUBV,9955534919
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0006.jpg,␣,✔,8,SP00NAC020,✔,✔,␣,6,␣,1266295163
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0007.jpg,여재연,✔,11,SP00NAC020,✘,✔,␣,8,EX9FTXH,9781604380
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0008.jpg,고원원,✘,␣,SP00NAC020,✔,✔,2018,14,EAGJE42,1397798705
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0009.jpg,␣,✘,␣,SP00NAC020,✘,✘,␣,16,EP0PSLE,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0010.jpg,경성운,✔,12,SP00NAC020,✘,✘,2006,30,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0011.jpg,라영현,✘,2,SP00NAC020,✔,✔,␣,16,␣,1565997256
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0012.jpg,문차령,✘,␣,SP00NAC020,✘,✘,␣,9,E58P4Q7,1068603082
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0013.jpg,␣,✘,4,SP00NAC020,✘,✘,2035,12,EMGS33B,1626781233
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0014.jpg,명근화,✘,␣,SP00NAC020,✘,✔,2022,9,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/D0015.jpg,표소헌,✘,5,SP00NAC020,✘,✘,2024,2,␣,9077400189
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/E0000.jpg,␣,✘,2,SP00NAC020,✘,✔,2026,11,␣,1106847713
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/E0001.jpg,남장환,✔,␣,SP00NAC020,✘,✔,2022,18,A76N4U7,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/F0000.jpg,␣,✘,3,SP00NAC020,✘,✘,2032,30,AVKNLMS,1727302281
/mnt/AI_NAS/Data/현대캐피탈/data/images/279/F0001.jpg,선효원,✔,␣,SP00NAC020,✘,✔,2022,␣,AE3GDRW,␣
