image_path,015,017,002,014,008,011,016,005,000,013,003,007,001,006,018,004,009,012,010
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/A0027.jpg,✔,␣,␣,(주)덕신모터스 문서아,대표,2025,∅,␣,문서아,29,␣,␣,1999-12-30,␣,␣,␣,문서아,4,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/A0028.jpg,✔,␣,␣,(주)덕신모터스 김예진,사장,2025,∅,␣,김예진,05,␣,␣,1980-4-03,␣,␣,␣,김예진,5,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/A0029.jpg,✔,␣,␣,조은자동차 주식회사 이현우,최대주주,2025,∅,␣,이현우,11,␣,␣,1995-11-15,␣,␣,␣,이현우,6,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/C0000.jpg,✘,1666179345,SEONG JANGHEON,석성율,␣,␣,∅,␣,형한제,21,부탄,␣,␣,␣,ZY56LJA,왕미,사공병록,3,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/C0001.jpg,✔,1102233861,JE GANGHUI,경장태,␣,␣,∅,1982.9.2,염율혜,␣,러시아,카자흐스탄,1960년 5월 28일,␣,ZWB1ACB,␣,복은겸,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/C0002.jpg,✔,9010822902,HA LINA,라금결,센터장,2014,∅,1944-10-04,서문바론,␣,요르단,␣,␣,IM LO-WA,ZB4FSBM,␣,도철훈,12,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0000.jpg,✔,␣,TAG MINLYEOL,␣,␣,2020,∅,1975년 11월 28일,사원희,27,프랑스,캐나다,1998-08-31,␣,␣,␣,␣,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0001.jpg,✔,9205128002,␣,␣,연구원,2008,∅,1990/2/20,␣,17,␣,␣,2011.09.30,MOG LO-UM,␣,␣,방세람,6,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0002.jpg,✘,1452088107,␣,인비단,상무,2002,∅,1955/8/6,조아희,6,␣,스웨덴,␣,WI LYUNHWA,TVKQ015,범하비,오대중,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0003.jpg,✘,1339966053,PI SEONGLA,이화령,연구원,␣,∅,2020-06-05,위앨리스,22,알바니아,우루과이,2037/1/29,GAN HAECHANSOL,TWO4LMT,␣,두승도,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0004.jpg,✔,9048216134,HAN GWONHWI,변봄해,상무,␣,∅,1982-07-03,여정목,30,파나마,␣,1928.11.7,HYEONG SEUNGJU,TU4I9XN,채대홍,␣,10,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0005.jpg,✔,9133711156,GUG EUNSALANG,한효겸,실장,2035,∅,1949-01-05,선지주,25,헝가리,␣,1990-03-29,␣,TAUMPON,도대휘,당다건,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0006.jpg,✘,9291024041,YEO MIHU,방혜연,␣,2037,∅,␣,추미희,␣,카자흐스탄,아랍에미리트,1919년 1월 9일,␣,TJLHHE5,설수우,용여일,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0007.jpg,✘,␣,␣,␣,␣,2025,∅,␣,␣,28,인도네시아,이스라엘,1909-09-07,␣,TEWHMBB,한예조,왕란,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0008.jpg,✘,1318971323,␣,␣,␣,2036,∅,2020-09-05,␣,6,그리스,스페인,1928.12.09,OG CHANDEUL,T5CEJBQ,문현우,어재구,12,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0009.jpg,✔,1484834922,␣,채여리,부장,2018,∅,1912년 8월 31일,박범진,28,쿠바,인도,2013-04-28,EUM HONGGEUN,␣,심다승,편자령,7,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0010.jpg,✔,1426994112,HWANG LAMIN,연인진,파트장,2007,∅,1957-01-13,위하디,␣,시리아,␣,1988.09.01,U BOMINA,TDZTJB4,구결의,구규창,5,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0011.jpg,✔,9534211035,CHEON HYEGEON,␣,프로젝트 매니저,2037,∅,␣,갈언비,␣,스위스,시리아,2033/7/25,␣,T899DEF,추목하,황장미,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0012.jpg,✔,1881609092,␣,안슬찬,주임,2002,∅,1983년 2월 17일,␣,18,␣,헝가리,␣,␣,TS9WQQM,제갈루가,현관후,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0013.jpg,✘,␣,O SU-YEOL,서문정란,CEO,2022,∅,2042년 6월 4일,채휘주,5,␣,오만,␣,␣,TWBMO0G,␣,␣,7,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0014.jpg,✘,9832904527,␣,신충훈,프로젝트 매니저,2027,∅,1973.7.20,␣,␣,페루,마카오,␣,␣,␣,사공세별,탁병오,2,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0015.jpg,✔,9401749785,BEOM HAESEO,␣,인턴,2018,∅,2039/7/28,봉에릭,␣,우루과이,오만,1947/6/4,GU HWA-YEON,TE6H8J8,갈예능,␣,3,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0016.jpg,✘,1267785275,HYEONG JEHYEOG,호새은,␣,2005,∅,1962.6.8,김재림,26,대만,그리스,2000.3.2,␣,T453B9K,␣,곽충우,1,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/D0017.jpg,✘,1317653145,␣,경선겸,COO,2006,∅,1973.06.03,변화유,11,␣,파라과이,␣,GA LI-YUL,TUNJCDC,차새찬,은혜훈,7,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/E0000.jpg,✘,␣,HYEON KEULLO-ISALANG,심현율,전무,2019,∅,1934.09.18,송려민,␣,칠레,␣,1919년 12월 23일,NA LAEHWAN,␣,석아즈사,성다솜,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/E0001.jpg,✘,1252156611,BAE JUNMO,␣,␣,␣,∅,␣,␣,␣,예멘,슬로베니아,1927년 7월 24일,GI LAGHYEON,␣,은인영,␣,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/E0002.jpg,✘,1994067805,SA GONGLI-I,황말리,␣,2008,∅,␣,함아실,24,팔레스타인,독일,1975년 3월 5일,␣,ESSTFKH,신원민,␣,4,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/728/E0003.jpg,✔,9045942982,␣,송찬들,선임,2024,∅,2011년 7월 31일,장고든,23,슬로바키아,부탄,2030/3/21,EUM GEUMJU,EMD1QJ3,금우강,송에벨린,11,✔
