image_path,000,001,002,003,004,005,006,200,201,202
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/A0027.jpg,대면상담,20250518,회사,발산대리점,HD031893,김도현,✔,∅,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/A0028.jpg,대면상담,2026 0308,회사,토리대리점,KD022809,신세아,✔,∅,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/A0029.jpg,대면상담,2026 08 21,회사,연신내대리점,KD023918,권민준,✔,∅,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/D0000.jpg,어룽거리다의,␣,적다.,정치,ZW8EBB6G,제루희,✘,∅,1965149159,EH3NTC8
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/D0001.jpg,하늘 위를,1948년 5월 24일,␣,␣,␣,␣,✘,∅,1202707461,EIIO077
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/D0002.jpg,이탈리아의 테너,␣,하다,공간.,RCNHK8SC,예선인,✔,∅,␣,E0NCCZH
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/D0003.jpg,470005이슬을,1942.3.24,섬.,␣,␣,지금희,✘,∅,1498215516,EKFBKJ4
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/D0004.jpg,하다. 말을,1982/8/28,속하는,처음,2O2SJY8X,견해동,✔,∅,1411712695,EYWBRQ7
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/D0005.jpg,자주색으로,1961년 4월 12일,␣,"의논,",J84CZ3EV,성규훈,✔,∅,1447999938,E2HO2XD
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/D0006.jpg,열이 잘,1999.04.22,있다.,요충지로,U27WLJBP,윤경립,✘,∅,9511161463,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/D0007.jpg,만지는,␣,전의,연주하던,T6X2YQVB,장상언,✔,∅,9070894589,EALLQ1K
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/D0008.jpg,개념을 논리적으로,1907.11.6,냉천01,␣,2YRCMUEH,␣,✘,∅,␣,EV3W0M1
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/D0009.jpg,등지에 분포한다.,␣,베풀던,맞이할,J8IS5ZTU,␣,✔,∅,1937592836,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/D0010.jpg,일으킨,1980년 6월 5일,분야이다.,없을,␣,문경래,✘,∅,1287413214,E5Q9N7W
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/D0011.jpg,애상되다 풍경이나,␣,␣,힘들이지,KKMDVRVO,도고은,✘,∅,9987165930,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/D0012.jpg,봉물을 찾아,1988/3/8,␣,쉬움을,␣,선나주,✘,∅,9236151075,EWQ7Y84
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/E0000.jpg,죄를,1982-11-15,␣,며느리,8VKKWPGJ,피기태,✔,∅,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/E0001.jpg,꼴을,1927.3.8,␣,가장자리.,NO47ZJDQ,피태서,✔,∅,␣,ERJ4WIC
/mnt/AI_NAS/Data/현대캐피탈/data/images/406/F0000.jpg,화물.,␣,␣,␣,ETKRD9UJ,␣,✘,∅,9152211500,␣
