image_path,015,017,022,033,002,032,019,008,016,013,026,027,006,023,018,009,021,024,035,034,030,020,029,028,011,005,000,003,007,001,025,031,004,012,014,010
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/A0024.jpg,␣,✘,␣,∅,EV6,✘,␣,✔,␣,정우진,✘,␣,✔,✘,␣,1301111180718,␣,␣,␣,␣,␣,✘,✘,␣,✔,✔,빵빵인테리어,␣,✔,1301111180718,␣,␣,✔,1999-05-22,✔,빵빵인테리어
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/A0025.jpg,␣,✘,␣,∅,EV9,✘,␣,✔,␣,강수아,✘,␣,✔,✘,␣,1301110122932,␣,␣,␣,␣,␣,✘,✘,␣,✔,✔,무지개멘션,362가 2345,✔,1301110122932,␣,␣,✘,1985-11-03,✔,무지개멘션
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/A0026.jpg,␣,✘,␣,∅,봉고3,✘,␣,✔,␣,윤지훈,✘,␣,✔,✘,␣,1243110005515,␣,␣,␣,␣,␣,✘,✘,␣,✔,✔,거북이 익스프레스,463바 6789,✔,1243110005515,␣,␣,✔,2000.01.18,✔,거북이 익스프레스
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/A0027.jpg,␣,✘,␣,∅,카니발,✘,␣,✘,␣,장하윤,✘,␣,✘,✘,␣,1211710006746,␣,␣,␣,␣,␣,✘,✘,␣,✔,✘,코끼리디자인,564하 0123,✘,1211710006746,␣,␣,✘,1993.06.29,✔,코끼리디자인
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/A0028.jpg,␣,✘,␣,∅,쏘울부스터,✘,␣,✔,␣,임시우,✘,␣,✔,✘,␣,111511-0036462,␣,␣,␣,␣,␣,✘,✘,␣,✔,✔,씽씽모터스,665사 4567,✔,111511-0036462,␣,␣,✔,19900412,✔,씽씽모터스
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/A0029.jpg,␣,✘,␣,∅,포터2,✘,␣,✔,␣,한아린,✘,␣,✔,✘,␣,110111.8922901,␣,␣,␣,␣,␣,✘,✘,␣,✔,✔,별똥별택배,766가 8901,✔,110111 8922901,␣,␣,✔,1989.08.05,✔,별똥별택배
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/C0000.jpg,1998.6.8,✘,용설헌,∅,어코드 코란도,✔,␣,✔,간효언,김일,✔,1937.5.21,✔,✔,2019.12.07,1934/1/30,2020-12-26,␣,IIAYDFH,9918351639,1974/11/21,✘,✔,온헌민,✔,✘,범익준,␣,✔,1926년 7월 14일,여경,송명애,✘,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/C0001.jpg,2009-02-14,✔,허라주,∅,랜드크루저 코란도,✔,␣,✘,␣,␣,✘,␣,✘,✔,1949.04.28,1983.07.27,␣,2035/3/1,ITPEZUV,1676671923,2031.2.10,✘,✔,␣,✔,✘,마브린,␣,✘,1926년 7월 14일,피서은,설재언,✘,1951-10-28,✘,석솔희
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/C0002.jpg,1993-01-02,✘,␣,∅,임팔라 RAV4,✘,␣,✘,소운경,␣,✔,␣,✘,✘,1921-05-11,1942.12.23,␣,2033.01.08,IXKYCH1,1577820757,␣,✘,✘,␣,✘,✘,하보을,11무 5409,✘,2050.6.30,조내경,␣,✘,1992/9/25,✘,국준유
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/C0003.jpg,1911년 4월 4일,✘,␣,∅,RAV4 QM5,✔,선정승,✘,부새연,␣,✘,␣,✘,✘,1961/5/6,␣,1954-01-01,␣,ITB2ANH,1317502927,1919-01-21,✘,✘,육치욱,✔,✔,천은하수,809더 9709,✘,1905년 12월 20일,엄익수,김보현,✘,1908년 4월 13일,✔,부단음
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/C0004.jpg,␣,✔,목상화,∅,토레스 G80,✔,용지주,✘,갈조수아,박샤일로,✘,␣,✘,✘,1979-07-01,␣,1931.11.30,␣,IIHR2UF,9740594381,2049/2/12,✘,✘,␣,✘,✔,문금향,␣,✘,2046년 4월 14일,␣,어완희,✔,2034/2/25,✘,표아린
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/C0005.jpg,␣,✔,이성화,∅,크루즈 A4,✘,␣,✘,태대후,동의중,✔,1989년 11월 3일,✘,✘,2047-07-31,1945.04.12,1901.5.31,␣,I4JMPSS,9383451492,2003.04.03,✘,✔,하형동,✘,✘,␣,39저 8846,✘,␣,경옥련,␣,✘,1917.10.1,✔,복을지
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0000.jpg,1954년 4월 15일,✘,␣,∅,투싼 캠리,✔,␣,✘,도도찬,␣,✔,1914-02-09,✘,✔,1982/10/6,1965년 2월 13일,␣,␣,H13H4KE,9673036273,2003-09-16,✔,✘,남궁수예,✘,✘,석동섭,␣,✔,1951.05.24,호연원,변화경,✔,␣,✔,양유단
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0001.jpg,1956년 4월 14일,✘,형창희,∅,SM3 i4,✔,␣,✘,감성경,␣,✘,␣,✘,✘,1905/8/5,1947.12.30,2019-10-12,1983-12-16,HK0KMFF,1256099783,1938/3/21,✘,✔,␣,✔,✔,␣,␣,✘,␣,␣,장로의,✘,2037.9.27,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0002.jpg,␣,✘,빈교림,∅,GV90 어코드,✘,␣,✘,옥다송,기송채,✘,1926.03.24,✘,✘,2034.11.30,␣,2012.05.03,1960/12/29,␣,␣,1917-09-23,✘,✘,방조향,✔,✔,도채훈,409도 4177,✘,2027년 6월 8일,제갈하주,범사은,✔,1942.02.14,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0003.jpg,␣,✔,백초인,∅,포르쉐 GLA,✔,연려울,✘,좌아이라,봉선비,✘,2035.8.7,✔,✘,2015-02-27,␣,2038년 10월 17일,1902.03.18,HR6VOOP,9333107400,␣,✘,✔,정다설,✔,✘,목담온,56러 3897,✘,1919-08-17,송한검,␣,✔,1982.06.26,✔,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0004.jpg,␣,✔,목수천,∅,␣,✔,염유승,✘,␣,곽강찬,✔,2001.12.01,✘,✘,1901.02.07,2033.11.01,2046-03-28,␣,HGYIWAE,1800324673,␣,✘,✔,은시우,✔,✔,단양채,␣,✔,1947.1.8,육준현,문예찬,✔,1900년 9월 15일,✔,반차민
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0005.jpg,1912/4/22,✔,␣,∅,GV70 콜로라도,✔,석늘별,✔,호요성,두은아,✔,␣,✘,✘,2041-12-06,␣,1912/6/5,1915.02.01,␣,␣,1928.2.28,✘,✔,␣,✘,✘,송문현,40무 5819,✘,1922-02-13,␣,현제한,✘,␣,✔,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0006.jpg,1961/11/7,✘,유신실,∅,␣,✔,형량우,✘,예윤성,␣,✘,1976년 9월 1일,✘,✔,1936년 12월 29일,1934/6/27,1903-01-28,2016-06-06,␣,␣,1997년 12월 13일,✘,✔,차다윗,✔,✘,␣,75도 8831,✘,2005-11-21,␣,표초미,✔,␣,✘,구자라
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0007.jpg,2021.07.18,✔,␣,∅,X7 G80,✔,방예운,✔,제갈추자,␣,✔,2043/11/17,✘,✘,␣,1922.11.22,2041년 11월 25일,1943/8/13,HT6WOVC,1930010639,1980-06-10,✘,✔,홍노희,✔,✘,␣,␣,✘,␣,␣,표회영,✘,␣,✔,탁래준
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0008.jpg,2005-04-03,✘,동온휘,∅,현대 GV70,✔,도말자,✘,복기슬,목타이가,✘,1996년 5월 2일,✔,✔,␣,1966/7/8,2032년 10월 3일,1920.05.02,H7HKNCT,␣,1920.1.17,✘,✔,길재마,✘,✘,육승오,763다 8507,✔,1977년 11월 12일,␣,구강일,✘,2043.2.14,✔,위현오
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0009.jpg,␣,✘,␣,∅,SM5 SM5,✔,␣,✔,부은협,␣,✘,1968년 4월 13일,✘,✔,1988.4.21,1943-03-20,1954.06.30,1922.04.20,HAPP6GB,1109658210,2011년 8월 18일,✔,✔,조리에나,✔,✔,␣,43버 6047,✘,2023.05.16,윤말리,라관석,✔,1996.11.04,✘,피봉선
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0010.jpg,1975/5/26,✔,␣,∅,␣,✔,허도운,✘,허로겸,␣,✔,1924.9.2,✘,✔,␣,1970-07-20,␣,2023년 5월 10일,HZ4CQNT,1136797614,␣,✘,✔,␣,✔,✘,␣,␣,✘,1979.04.03,양의민,공내인,✘,2015년 2월 8일,✘,백찬이
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0011.jpg,1966년 2월 10일,✘,␣,∅,Q8 타호,✘,간애다,✔,방태황,온유솔,✔,␣,✔,✘,1916-12-11,␣,2006-04-30,1965년 3월 28일,HP72O06,9997303340,2011.9.17,✘,✘,␣,✘,✘,␣,89조 2330,✔,␣,␣,␣,✘,1953.11.17,✘,손서유
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0012.jpg,2022년 2월 24일,✔,상인송,∅,QM3 쌍용,✔,␣,✘,␣,방선숙,✔,2000-04-12,✔,✔,1959.04.12,1981.4.15,2029.05.04,2044-01-08,H8R1QMR,9176617728,1960/11/15,✔,✔,성기화,✔,✘,␣,26도 5702,✘,1940년 10월 27일,빈문아,␣,✘,1971.1.11,✘,호월아
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0013.jpg,1926년 10월 10일,✘,홍율현,∅,␣,✘,우종순,✔,␣,␣,✘,1924.06.13,✔,✘,␣,2047/10/12,␣,␣,HV2TI73,␣,␣,✔,✔,방라은,✘,✘,원성실,722부 6116,✔,2008.7.19,␣,신의열,✔,␣,✘,석호빈
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0014.jpg,␣,✘,␣,∅,GV70 Q7,✘,선래오,✔,선귀호,한경오,✔,␣,✘,✔,1974/4/12,␣,1905.3.17,1997/11/7,HM5BUF5,1538811245,1947.10.09,✘,✔,␣,✔,✘,여이혁,78조 8608,✘,␣,␣,␣,✔,␣,✔,권나기사
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0015.jpg,␣,✔,윤무근,∅,아우디 e-트론,✔,소건오,✘,복찬들,␣,✘,1933-09-26,✘,✘,2026/9/24,2019.08.06,1996-01-23,␣,H2VYF5W,␣,2045년 10월 31일,✘,✘,시석후,✔,✘,구인해,␣,✘,␣,␣,␣,✘,␣,✘,조서희
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0016.jpg,1916.1.7,✘,␣,∅,␣,✔,금원일,✔,␣,엄하운,✔,2020-05-12,✔,✘,1946-04-24,1915.02.10,␣,1976.07.22,HZVQ2HH,9431920797,1902.07.06,✔,✔,␣,✘,✘,심수흔,␣,✘,1907년 4월 27일,인리엄,␣,✘,␣,✔,성관희
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0017.jpg,1990.04.14,✔,배광은,∅,GLE 아이오닉6,✘,진중선,✔,방주한,␣,✘,1983/11/2,✔,✘,␣,1959.06.04,1962/12/23,1936/5/16,HDA4MD8,9363542767,␣,✔,✘,천미유키,✘,✘,하상길,12라 1979,✘,1976년 11월 1일,남궁기슬,위영순,✘,1995년 7월 4일,✘,정천서
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0018.jpg,1990/9/13,✔,설세계,∅,SM6 QM5,✘,설용경,✘,␣,이빈하,✘,␣,✘,✘,␣,2050년 10월 17일,1997-12-07,1962.11.23,␣,9683551755,1962년 9월 5일,✔,✘,방은식,✘,✘,␣,279누 0600,✘,1945/7/12,황유휘,지현화,✔,1966-09-16,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0019.jpg,2033.10.17,✔,␣,∅,무쏘 스파크,✔,범언약,✘,갈원웅,성윤범,✘,␣,✘,✔,1901년 2월 16일,1906/4/19,␣,1916.9.17,HKJXLSM,1768169229,1953.12.07,✔,✘,␣,✔,✘,형성언,84누 4348,✔,2002-03-30,␣,상혜율,✔,␣,✘,남궁진샘
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0020.jpg,␣,✔,육애우,∅,A3 QM3,✔,임영심,✘,␣,␣,✘,1918.03.09,✘,✔,␣,␣,2007.8.21,1925.2.11,H5CILEZ,9330806030,␣,✔,✔,정아야노,✘,✘,단주령,␣,✘,2032년 8월 20일,조재의,␣,✘,␣,✔,맹주엽
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/D0021.jpg,␣,✘,유다모,∅,마칸 파나메라,✔,␣,✔,윤문혁,␣,✘,1999-02-15,✔,✘,␣,2009-11-04,1984/1/16,1902/4/28,H7B4OZ7,1128690040,2049.08.01,✔,✘,␣,✘,✘,팽천혜,244보 5284,✘,␣,승류겸,선강호,✘,1982.08.27,✘,양시혁
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/E0000.jpg,␣,✘,목글하,∅,X1 GV90,✔,␣,✘,선자성,목연도,✘,␣,✘,✘,1924.01.16,␣,1930년 7월 14일,2047.6.25,TRB29NF,9105645859,1907.3.20,✘,✘,주소교,✔,✘,우라함,41다 4117,✘,1960/4/14,이심온,심미레,✘,␣,✘,제애나벨
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/E0001.jpg,2017년 10월 28일,✘,탁련희,∅,␣,✔,호은자,✘,␣,예석민,✘,␣,✘,✘,2001년 7월 17일,1976.8.24,1932/3/19,1928.05.06,␣,␣,2037.11.30,✔,✘,천태걸,✔,✔,목라이,862오 9720,✘,2040.9.3,구인선,당캐서린,✔,1960년 10월 9일,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/E0002.jpg,1965.6.25,✘,␣,∅,␣,✘,형서흔,✘,온참,␣,✘,1903-08-19,✘,✘,␣,2025.06.04,1959.02.17,␣,␣,9374612245,␣,✔,✔,␣,✔,✘,오루치아,30너 7444,✔,␣,봉한영,유나현,✔,␣,✔,소준섭
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/E0003.jpg,1976-02-17,✔,견설헌,∅,무쏘 트랙스,✔,어명미,✔,육해근,정미샤,✘,␣,✘,✔,1990.9.27,1985-11-24,␣,␣,␣,␣,1914.6.24,✘,✘,신브,✔,✘,이소영,667가 5776,✔,2010.10.2,변신의,␣,✘,1941-10-07,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/E0004.jpg,2022/6/30,✘,승승희,∅,쌍용 랜드크루저,✘,엄애다,✘,␣,␣,✘,1947/8/28,✘,✘,1959.2.8,2050-07-15,␣,␣,TCNU0ER,␣,1980/8/3,✔,✘,반금빛,✘,✘,␣,516도 9457,✘,1983년 4월 17일,인양순,␣,✘,2043년 3월 21일,✔,백미람
/mnt/AI_NAS/Data/현대캐피탈/data/images/437/F0000.jpg,␣,✔,용민섭,∅,␣,✘,왕주아,✔,␣,␣,✔,␣,✔,✘,2005/1/7,2027/3/6,␣,1997.07.15,TSDAT9G,1169028286,␣,✘,✔,␣,✘,✘,␣,␣,✔,1990년 5월 25일,배본윤,노미회,✔,␣,✘,권윤영
