image_path,015,017,022,033,051,002,041,032,040,050,036,043,019,052,016,013,027,023,038,018,100,042,009,021,024,045,102,044,037,101,035,049,034,053,054,030,020,029,028,046,011,000,003,025,001,031,047,048,004,012,014,010
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/C0010.jpg,✘,␣,peoplepc.com,5,✘,␣,일반 기계류 수리업,✔,238-08-60750,✘,✘,✘,✘,AKLA54,✘,␣,✔,✘,춘천집닭갈비막국수,␣,2023,␣,경상북도 청송군 부남면 중기리 868,tdx6zth46,␣,인천광역시 강화군 선원면 시리미로 188-16 (선행리),15,✘,✔,5,✘,✘,✘,1956292366,SM2D4L3,✘,✔,✘,✘,✘,␣,1576440322,년 8월 21일,␣,류보연,✘,✘,✔,여자,062-4299-5863,fmail.com,충청남도 당진시 합덕읍 신석리 196-5
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/C0011.jpg,✘,␣,lsu.edu,19,✘,AN JUNMIN,인쇄업,✘,␣,✔,✘,✘,✘,AKLA54,✘,c4zijzqtl,✘,✘,케이타운포유 코엑스,␣,␣,032-4934-0125,경기도 용인시 기흥구 신갈동 57-20 (에이플넷),yoxvulcwap7.d,␣,충청남도 서천군 마서면 죽산리 322-6,␣,✔,✘,␣,✘,✘,✔,1821783363,SW56GZD,✔,✘,✘,✘,✘,␣,1313978830,2024년 월 일,␣,갈재국,✔,✘,✘,여자,063-3016-2951,earthlink.net,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/C0012.jpg,✔,␣,apple.com,26,✘,␣,␣,✔,402-94-05476,✘,✘,✔,✔,AKLA54,✔,n07ro9d4jbz3a,✘,✘,마이초이스 서촌,luther.edu,2030,062-4894-9497,강원특별자치도 철원군 서면 무금로 28 (와수리),wlppmsh,717-880-321175,제주특별자치도 서귀포시 강정동 120-7,4,✘,✘,7,✘,✘,✘,1000743511,SG0ZCUZ,✘,✘,✔,✘,✘,␣,1957666996,년 5월 31일,한국산업은행,허로움,✘,✘,✘,여자,␣,inbox.ru,제주특별자치도 서귀포시 신서로122번길 63 (강정동)
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/C0013.jpg,✘,l5qbdp.3zzglh,␣,␣,✔,SA GONGMALIN,␣,✘,␣,✔,✔,✘,✔,AKLA54,✘,ldk28gbj,✘,✘,␣,husky.neu.edu,2021,␣,␣,␣,␣,강원특별자치도 춘천시 옥산포2길 12 (사농동),28,✘,✘,12,✔,✘,✘,9338245333,SD6VHFB,✘,✘,✔,✘,✔,␣,9733450604,2022년 월 28일,␣,감다헌,✔,✘,✘,남자,␣,␣,경상남도 함안군 칠서면 유성로 37-10 (무릉리)
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/C0014.jpg,✘,xy6g.3c2nb,dreamwiz.com,␣,✔,␣,도시 정기 육상 여객 운송업,✘,909-45-04008,✔,✘,✔,✘,AKLA54,✔,␣,✘,✘,수빈떡갈비,site.co,␣,041-8204-8451,광주광역시 광산구 송정동 322-9,wp3o9f0_x4,006-237-184206,␣,24,✔,✘,␣,✘,✘,✘,9894077663,SE585XK,✘,✔,✘,✘,✔,010-4711-7000,1849830250,2023년 6월 30일,한국은행,모사연,✔,✘,✔,남자,031-7377-0836,gsu.edu,충청북도 괴산군 문광면 흑석3길 68-1 (흑석리)
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/D0000.jpg,✘,␣,␣,8,✘,BEOM DOGYUN,"가방, 시계, 안경 및 기타 생활용품 도매업",✔,534-74-58301,✔,✘,✘,✘,AKLA54,✘,en6zcsod5gvt,✘,✔,커먼그라운드,buffalo.edu,2017,␣,␣,tch0gyr,␣,␣,6,✔,✘,6,✘,✔,✘,1348958370,␣,✘,✘,✘,✘,✘,010-1393-8079,9882188628,1981-06-10,하나은행,␣,✘,✘,✔,여자,␣,mailinator.com,전라남도 담양군 봉산면 제월길 270-29 (제월리)
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/D0001.jpg,✘,␣,␣,23,✘,JO LYU,기타 스포츠 서비스업,✔,␣,✘,✘,✘,✘,AKLA54,✘,␣,✘,✘,오리마당,inbox.ru,1909,033-1228-3468,강원특별자치도 인제군 북면 원통로 85-1 (원통리),q1kulek9236x2,874-083890-090,전라남도 강진군 마량면 마량공단길 20 (마량리),04,✘,✘,03,✘,✔,✘,␣,UOYNTHH,✘,✘,✘,✘,✘,␣,9174474628,1917-08-28,소시에테제네랄,가엘렌,✔,✔,✔,␣,␣,␣,충청북도 청주시 청원구 주중로2번길 33 (주중동)
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/D0002.jpg,✘,ydrz-ew,␣,2,✔,HONG SOLHAE,내화 요업제품 제조업,✔,␣,✘,✔,✘,✘,AKLA54,✘,tk3u0ydqsx,✘,✘,␣,istanbul.edu,1908,043-5848-1755,"충청북도 제천시 탑안로4길 11 (신백동, 신백덕일한마음아파트)",k5xzj.tp.gta,600-138616-614,␣,06,✘,✘,09,✘,✘,✔,␣,U39V77Y,✘,✘,✘,✘,✘,010-5704-1863,␣,␣,ANZ은행,함남순,✔,✘,✘,여자,054-5838-4928,devnullmail.com,서울특별시 관악구 신림동 517-31 (윤슬)
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/D0003.jpg,✔,␣,freenetname.co.uk,19,✘,␣,"가방, 시계, 안경 및 기타 생활용품 도매업",✘,338-00-14515,✘,✔,✘,✘,AKLA54,✘,fiamlkd,✘,✘,이코노스시 본점,ethz.ch,1914,061-1382-9465,␣,u-7huov,784-037-106279,강원특별자치도 춘천시 서부대성로239번길 33 (후평동),29,✘,✘,7,✔,✘,✘,␣,␣,✔,✘,✘,✘,✘,010-4754-9695,9285568904,2034-08-16,␣,목슬라,✘,✘,✔,여자,␣,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/D0004.jpg,✘,␣,␣,8,✘,CHEON ELLISEU,␣,✔,249-20-27559,✘,✘,✘,✔,AKLA54,✘,␣,✔,✘,몽중헌,earthlink.net,1973,␣,대전광역시 서구 변동 62-36,ks90e7xyj,086335-85-721750,충청남도 아산시 염치읍 방현동길 133 (방현리),5,✘,✘,7,✘,✘,✘,9520025751,UO4A51K,✘,✔,✔,✘,✔,010-3506-6779,1471390796,␣,미쓰비시UFJ은행,설홍화,✘,✔,✘,여자,062-2339-9813,okc.edu,전라남도 진도군 고군면 고군연동길 65 (벽파리)
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/D0005.jpg,✔,wphtws.nbx,nate.com,14,✘,HAM HUIDAN,"금속 파스너, 스프링 및 금속선 가공제품 제조업",✔,416-09-84211,✔,✘,✘,✔,AKLA54,✘,w8-rdtuen,✘,✘,마복림 할머니 막내 아들네 떡볶이,mail.ru,␣,032-4360-9635,␣,ya4b6yo-2mxl,␣,충청남도 부여군 부여읍 성왕로 429 (석목리),␣,✘,✘,␣,✔,✔,✘,9806646228,URDNHX1,✘,✔,✘,✔,✘,010-3392-4230,␣,1946.08.13,한국은행,␣,✘,✘,✔,여자,␣,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/D0006.jpg,✘,koy4q48zuwah9,myway.com,20,✘,␣,분뇨 처리업,✘,550-27-50800,✘,✘,✘,✘,AKLA54,✘,␣,✘,✘,한국의집 고호재,␣,1969,041-5732-2338,␣,␣,␣,경기도 오산시 외삼미동 302-1,08,✔,✘,10,✔,✘,✘,9176403526,U8KI6UC,✔,✘,✘,✔,✘,010-7165-2742,␣,␣,␣,남궁희나,✘,✘,✔,남자,064-6644-3102,␣,인천광역시 남동구 구월동 1096-6
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/D0007.jpg,✘,j5ccbodm_96,␣,26,✘,HA GYEONGHYEON,발효주 제조업,✔,254-14-86569,✘,✘,✘,✔,AKLA54,✘,␣,✘,✘,아더 스페이스 3.0 플래그십 스토어,disroot.org,1984,061-0644-5675,전북특별자치도 익산시 함열읍 석매리 418,qnk0a47kt6cb_,6733-49-186194,충청남도 부여군 홍산면 상천리 29-2,2,✘,✘,7,✘,✘,✘,9420533338,UT2Q5HY,✘,✘,✘,✘,✘,010-5358-0757,1242396265,␣,수협은행,신성구,✘,✔,✘,여자,␣,liverpool.ac.uk,경상남도 의령군 칠곡면 신포리 56-1
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/D0008.jpg,✘,rmdt5ncriv6tb,amazon.com,2,✘,SIN CHANG-EUN,공중 보건 의료업,✘,␣,✘,✘,✘,✘,AKLA54,✘,axg7a24z,✔,✔,도산공원,europe.com,␣,033-6471-6084,충청북도 단양군 단성면 북하리 84,ou5eituvd9z,636-452540-73884,제주특별자치도 제주시 오라이동 1770,␣,✘,✘,␣,✘,✘,✔,1411691489,␣,✔,✘,✔,✘,✔,010-3252-5648,9358465740,1901.6.1,우리은행,␣,✔,✘,✔,␣,02-180-1387,ameritech.net,경상북도 경산시 중방동 845-18
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/E0000.jpg,✔,gq-qn.qs7ue4,email.cz,30,✔,␣,모터사이클 및 부품 판매업,✘,757-29-24426,✔,✔,✔,✘,AKLA54,✘,eyttcnx3wm,✘,✘,␣,glasgow.ac.uk,1997,062-9253-7259,전북특별자치도 전주시 덕진구 전미동2가 405-1,nhk-0w47lahm,019889-59-380601,전북특별자치도 진안군 백운면 백장로 456-12 (신암리),06,✔,✘,02,✔,✘,✘,9885021868,EYS7JNZ,✔,✔,✔,✘,✘,010-1303-1467,9923701783,␣,␣,임연임,✔,✘,✘,␣,␣,okc.edu,충청북도 옥천군 이원면 수묵리 202-2
/mnt/AI_NAS/Data/현대캐피탈/data/images/254/E0001.jpg,✘,vonlz_inm,␣,␣,✔,SA GONGCHO-A,"영화, 비디오물 및 방송 프로그램 제작 관련 서비스업",✘,␣,✘,✘,✘,✘,AKLA54,✘,eqecg7jg,✘,✘,부르뎅아동복,chungbuk.ac.kr,2048,061-4514-0417,경기도 안산시 단원구 화정로안길 78-2 (와동),r4km7_qrdscnb,␣,␣,18,✘,✘,07,✔,✔,✘,1404602853,␣,✔,✔,✘,✔,✘,010-5917-4038,1854053193,␣,HSBC,␣,✘,✘,✘,여자,02-418-2678,␣,␣
