image_path,005,000,003,007,001,006,002,004,009,008
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0000.jpg,팽루원,395구 3090,7,∅,2024,✔,␣,1994년 2월 12일,␣,1596340702
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0001.jpg,␣,␣,3,∅,2013,✔,␣,1979-08-04,␣,9139648883
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0002.jpg,봉현제,652구 2791,␣,∅,␣,✔,␣,2039년 11월 9일,PUPLRFP,1729239831
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0003.jpg,␣,30두 7924,3,∅,2012,✔,5,1980.04.13,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0004.jpg,변은순,18우 5057,23,∅,2038,✘,11,␣,␣,1109375628
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0005.jpg,구나해,99버 6281,␣,∅,␣,✔,3,␣,PJD61X5,9652461892
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0006.jpg,견란유,34부 0139,␣,∅,2007,✔,␣,␣,PHHD4VZ,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0007.jpg,호선오,14무 5283,8,∅,␣,✘,␣,␣,PBOZGQ1,9856135703
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0008.jpg,␣,817나 7556,5,∅,2028,✔,10,␣,P8G7GMS,9794040115
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0009.jpg,육민표,34너 2055,2,∅,2017,✔,␣,2048/6/28,␣,1130693264
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0010.jpg,석연솔,720어 1947,12,∅,2033,✔,␣,1942/10/23,␣,1832820094
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0011.jpg,어백찬,␣,31,∅,2014,✘,␣,2000-04-24,PG8HWDW,9056020872
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0012.jpg,백규성,␣,23,∅,␣,✘,6,1959.06.13,␣,9468159562
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0013.jpg,주세상,24보 0445,17,∅,2006,✘,3,␣,␣,9715944049
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0014.jpg,어은상,32누 0999,6,∅,2004,✔,7,␣,P6GZMDM,1517708940
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/D0015.jpg,조은광,89서 9330,12,∅,␣,✘,8,2016년 9월 23일,PCC1FC5,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/E0000.jpg,조소율,79고 0790,6,∅,2019,✔,␣,␣,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/E0001.jpg,␣,␣,␣,∅,2009,✘,␣,1901.09.08,UPY06XT,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/657/E0002.jpg,라무석,65두 9645,␣,∅,2004,✘,␣,1988/8/20,U7Z14IF,␣
