image_path,015,017,022,088,082,002,041,040,050,096,098,019,008,052,026,006,042,100,009,024,045,058,083,076,049,081,020,029,064,028,068,011,072,003,007,001,025,077,047,063,014,010,060,087,089,095,061,065,099,051,033,090,097,062,032,085,056,091,074,036,043,059,067,016,079,013,055,023,038,039,018,021,093,044,037,035,057,080,069,084,071,034,053,070,054,030,046,086,092,094,005,000,075,066,048,031,073,004,012,027,078
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0010.jpg,✘,✘,✘,␣,✘,445-56-67788,✔,␣,✘,공장개발종합건설,ANEW63,✘,010-3456-3333,␣,␣,전라남도 나주시 빛가람로 100 103동 033호,✘,␣,␣,✘,✘,소라초,✘,✘,✘,✘,✘,UNASEO,담당자,우나서,2025,부동산 개발,✔,1983.5.14,전라남도 나주시 빛가람로 100 103동 033호,Factory Development General Construction,✘,✘,✘,재무 전략팀,✘,␣,대한민국,␣,␣,07,1981-09-06,010-3456-3333,␣,✘,✔,␣,✔,전라남도 나주시 빛가람로 100 103동 033호,대한민국,✘,✘,␣,✘,✘,신한저축은행,SORACHO,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,666666-66-7777777,✘,daum.net,␣,✔,10,✘,공장개발종합건설,factorydevelopmentgeneralconstruction,✔,07,✘,1981-01-21,✘,␣,␣,10,␣,공장개발 종합건설,✘,✘,✔,여,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0011.jpg,✘,✘,✘,␣,✘,5566778899,✘,␣,✘,(주)한일통운,ANEW63,✘,010-7890-4444,␣,␣,제주특별자치도 제주시 노형동 140 104동 234호,✔,␣,␣,✘,✘,설재수,✘,✘,✔,✘,✘,HWANGHOSEOJAE,책임매니저,황호서재,2025,운송,✔,1986-01-30,제주특별자치도 제주시 노형동 140 104동 234호,Hanil Tongun Co.,✘,✘,✘,투자 전략팀,✘,␣,대한민국,␣,␣,31,1981-09-22,010-7890-4444,␣,✘,✔,␣,✔,제주특별자치도 제주시 노형동 140 104동 234호,대한민국,✘,✘,␣,✘,✘,하나저축은행,SEORJAESU,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,777777-77-8888888,✘,gmail.com,␣,✔,12,✘,(주)한일통운,haniltongun,✔,31,✘,1981-02-09,✘,␣,␣,12,␣,(주)한일통운,✘,✘,✘,남,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0012.jpg,✘,✘,✘,␣,✘,6677889900,✔,␣,✔,주식회사 남경전기,ANEW63,✘,010-1234-5555,␣,␣,경기도 성남시 분당구 대왕판교로 215 104동 341호,✘,␣,␣,✘,✘,반현재,✘,✘,✘,✘,✘,CHABICHYUN,차장,차빛윤,2025,전기 기기 제조,✔,1989-07-06,경기도 성남시 분당구 대왕판교로 215 104동 341호,Namgyeong Electric Co.,✘,✘,✘,포트폴리오 전략팀,✘,␣,대한민국,␣,␣,09,1981-10-15,010-1234-5555,␣,✘,✔,␣,✔,경기도 성남시 분당구 대왕판교로 215 104동 341호,대한민국,✘,✘,␣,✘,✘,우리저축은행,BANHYEONJAE,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,888888-88-9999999,✘,naver.com,␣,✔,01,✘,주식회사 남경전기,namgyeongelectric,✔,09,✘,1981-02-25,✘,␣,␣,01,␣,주식회사 남경전기,✘,✘,✘,여,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0013.jpg,✘,✘,✘,␣,✘,7788990011,✘,␣,✘,석재용달화물,ANEW63,✘,010-5678-6666,말일,␣,서울특별시 마포구 상암산로 100 104동 114호,✔,␣,␣,✘,✘,윤초도,✘,✘,✘,✘,✘,SINHANACHO,과장,신하나초,2025,화물 운송,✔,1980-11-20,서울특별시 마포구 상암산로 100 104동 114호,Seokjae Yongdal Hwamul,✘,✘,✘,자산 배분팀,✘,␣,대한민국,␣,␣,16,1981-10-31,010-5678-6666,␣,✔,✔,␣,✔,서울특별시 마포구 상암산로 100 104동 114호,대한민국,✘,✘,␣,✘,✘,KB저축은행,YUNCHODO,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,999999-99-0000000,✘,daum.net,␣,✔,03,✘,석재용달화물,seokjaeyongdalhwamul,✔,16,✘,1981-03-14,✘,␣,␣,03,␣,석재용달화물,✘,✘,✘,여,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0014.jpg,✘,✘,✘,␣,✘,8899001122,✔,␣,✘,대한예수교장로회예심교회,ANEW63,✘,010-9012-7777,␣,␣,서울특별시 중구 한강대로 87 104동 223호,✘,␣,␣,✘,✔,안초초,✘,✘,✘,✘,✘,BAEGADO,대리,백아도,2025,종교 (기독교),✔,1985-03-05,서울특별시 중구 한강대로 87 104동 223호,Yesim Presbyterian Church,✘,✘,✘,리스크 전략팀,✘,␣,대한민국,␣,␣,23,1981-11-08,010-9012-7777,␣,✘,✔,␣,✔,서울특별시 중구 한강대로 87 104동 223호,대한민국,✘,✘,␣,✘,✘,NH저축은행,ANCHOCHO,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,1000-10-1111111,✘,gmail.com,␣,✔,05,✘,대한예수교장로회예심교회,yesimpresbyterianchurch,✔,23,✘,1981-03-29,✘,␣,␣,05,␣,대한예수교장로회예심교회,✘,✘,✘,남,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0015.jpg,✘,✘,✘,␣,✘,1212121212,✘,␣,✘,어상식품영농조합법인,ANEW63,✘,010-3456-8901,␣,␣,제주특별자치도 제주시 연동 725-1 105동 054호,✔,␣,␣,✘,✘,신서우,✘,✘,✘,✘,✘,GEUMBYEORSEONGHO,팀장,금별성호,2025,농업,✔,1980.10.29,제주특별자치도 제주시 연동 725-1 105동 054호,Eosang Sikpum Yeongnong Johap Law Corporation,✘,✘,✘,품질,✘,␣,대한민국,␣,␣,05,1985-07-17,010-3456-7456,␣,✘,✔,␣,✔,제주특별자치도 제주시 연동 725-1 105동 054호,대한민국,✘,✘,␣,✘,✘,제주은행,SINSEOU,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,1234-78-9012345,✘,naver.com,␣,✔,07,✘,어상식품영농조합법인,eosangsikpumyeongnongjohaplawcorporation,✔,05,✘,1984-11-09,✔,␣,␣,07,␣,어상식품영농조합법인,✘,✘,✘,남,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0016.jpg,✘,✘,✘,␣,✘,232 32 32323,✔,␣,✘,화원산업개발(주),ANEW63,✘,010-7890-9012,␣,␣,서울특별시 강남구 테헤란로 207 105동 151호,✘,␣,␣,✘,✘,강우도,✘,✘,✘,✘,✘,SEORSUMIN,부장,설수민,2025,건설업,✔,1985.1.17,서울특별시 강남구 테헤란로 207 105동 151호,"Hwawon Industrial Development Co., Ltd.",✘,✘,✔,보안,✘,␣,대한민국,␣,␣,19,1985-08-03,010-7890-7567,␣,✘,✔,␣,✔,서울특별시 강남구 테헤란로 207 105동 151호,대한민국,✘,✘,␣,✘,✘,카카오뱅크,GANGUDO,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,5678-90-1234567,✘,daum.net,␣,✔,09,✘,화원산업개발(주),hwawonindustrialdevelopment,✔,19,✘,1984-11-25,✘,␣,␣,09,␣,화원산업개발(주),✘,✘,✘,남,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0017.jpg,✘,✘,✘,␣,✘,343-43-43434,✘,␣,✘,사단법인사회적기업청람,ANEW63,✘,010-1234-9123,␣,␣,제주특별자치도 제주시 연동 286-1 106동 132호,✔,␣,␣,✘,✘,홍수슬,✘,✘,✘,✘,✘,NANARAERA,과장,나나래라,2025,사회적 기업,✔,1988-04-26,제주특별자치도 제주시 연동 286-1 106동 132호,Sahdanbop-in Sahoejeok Gieop Cheongram Corporation,✘,✘,✘,교육,✘,␣,대한민국,␣,␣,14,1985-08-19,010-1234-7678,␣,✘,✔,␣,✔,제주특별자치도 제주시 연동 286-1 106동 132호,대한민국,✘,✘,␣,✘,✘,제주은행,HONGSUSEUR,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,9012-12-3456789,✘,gmail.com,␣,✔,11,✘,사단법인사회적기업청람,sahdanbopsahoejeokgieopcheongramcorporation,✔,14,✘,1984-12-07,✘,␣,␣,11,␣,사단법인 사회적기업청람,✘,✘,✔,여,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0018.jpg,✘,✘,✘,␣,✘,4545454545,✔,␣,✘,대륙엔지니어링,ANEW63,✘,010-5678-9234,␣,␣,경기도 화성시 정조로 200 106동 231호,✘,␣,␣,✘,✘,한영진,✘,✘,✔,✘,✘,IMJUNYE,대리,임준예,2025,엔지니어링,✔,1981-12-05,경기도 화성시 정조로 200 106동 231호,Daeryuk Engineering,✘,✘,✘,채용,✘,␣,대한민국,␣,␣,28,1985-09-05,010-5678-7789,␣,✘,✔,␣,✔,경기도 화성시 정조로 200 106동 231호,대한민국,✘,✘,␣,✘,✘,SC제일은행,HANYEONGJIN,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,3456-34-5678901,✘,naver.com,␣,✔,02,✘,대륙엔지니어링,daeryukengineering,✔,28,✘,1984-12-23,✘,␣,␣,02,␣,대륙엔지니어링,✘,✘,✘,여,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0019.jpg,✘,✘,✘,␣,✘,565-65-65656,✘,␣,✔,부전수산,ANEW63,✘,010-9012-9345,␣,␣,서울특별시 마포구 상암산로 100 106동 282호,✔,␣,␣,✘,✘,성연빛,✘,✘,✘,✘,✘,YUGBYEORHYEON,사원,육별현,2025,수산물 도매/소매,✔,1984.7.4,서울특별시 마포구 상암산로 100 106동 282호,Bujeon Susan,✘,✘,✘,시설,✘,␣,대한민국,␣,␣,01,1985-09-21,010-9012-7890,␣,✘,✔,␣,✔,서울특별시 마포구 상암산로 100 106동 282호,대한민국,✘,✘,␣,✘,✘,씨티은행,SEONGYEONBICH,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,7890-56-9012345,✘,daum.net,␣,✔,04,✘,부전수산,bujeonsusan,✔,01,✘,1985-01-14,✘,␣,␣,04,␣,부전수산,✘,✘,✘,남,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0020.jpg,✘,✘,✘,␣,✘,6767676767,✔,␣,✘,연천상운,ANEW63,✘,010-3456-9456,말일,␣,서울특별시 영등포구 여의도동 64-7 106동 172호,✘,␣,␣,✘,✘,남궁영나래,✘,✘,✘,✘,✘,HWANGJEONGSORHYEON,연구원,황정솔현,2025,화물 운송업,✔,1987 01 01,서울특별시 영등포구 여의도동 64-7 106동 172호,Yeoncheon Sangun,✘,✘,✘,구매,✘,␣,대한민국,␣,␣,17,1985-10-07,010-3456-7901,␣,✔,✔,␣,✔,서울특별시 영등포구 여의도동 64-7 106동 172호,중국,✘,✘,␣,✘,✘,우체국은행,NAMGUNGYEONGNARAE,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,123456-78-2345678,✘,gmail.com,␣,✔,06,✘,연천상운,yeoncheonsangun,✔,17,✘,1985-01-30,✘,␣,␣,06,␣,연천상운,✘,✘,✘,남,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0021.jpg,✘,✘,✘,␣,✘,7878787878,✘,␣,✘,대구컴퓨터학원,ANEW63,✘,010-7890-9567,␣,␣,울산광역시 남구 삼산로 284 106동 072호,✔,␣,␣,✘,✔,박채지,✘,✘,✘,✘,✘,HWANGBOSEOHA,책임,황보서하,2025,컴퓨터 교육,✔,1983-04-13,울산광역시 남구 삼산로 284 106동 072호,Daegu Computer Academy,✘,✘,✘,물류,✘,␣,대한민국,␣,␣,24,1985-10-23,010-7890-8012,␣,✘,✔,␣,✔,울산광역시 남구 삼산로 284 106동 072호,중국,✘,✘,␣,✘,✘,수협은행,BAGCHAEJI,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,567890-90-3456789,✘,naver.com,␣,✔,08,✘,대구컴퓨터학원,daegucomputeracademy,✔,24,✘,1985-02-16,✘,␣,␣,08,␣,대구컴퓨터학원,✘,✘,✘,여,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0022.jpg,✘,✘,✘,␣,✘,8989898989,✔,␣,✘,(주)수호전자,ANEW63,✘,010-1234-9678,␣,␣,경상북도 포항시 남구 포스코대로 300 107동 191호,✘,␣,␣,✘,✘,탁태솔,✘,✘,✘,✘,✘,HANEUNRA,매니저,한은라,2025,전자 제품 판매/수리,✔,1986.10.30,경상북도 포항시 남구 포스코대로 300 107동 191호,"Suho Electronics Co., Ltd.",✘,✘,✘,생산,✘,␣,대한민국,␣,␣,10,1985-11-11,010-1234-8123,␣,✘,✔,␣,✔,경상북도 포항시 남구 포스코대로 300 107동 191호,대한민국,✘,✘,␣,✘,✘,신협,TAGTAESOR,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,901234-12-4567890,✘,daum.net,␣,✔,10,✘,(주)수호전자,suhoelectronics,✔,10,✘,1985-03-04,✔,␣,␣,10,␣,(주)수호전자,✘,✘,✘,여,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0023.jpg,✘,✘,✘,␣,✘,909-09-09090,✘,␣,✘,(주)아주산업,ANEW63,✘,010-5678-9789,␣,␣,대전광역시 유성구 대덕대로 91 107동 281호,✔,␣,␣,✘,✘,신빛지,✘,✘,✘,✘,✘,JUNARAESEONGHAYUN,주임,주나래성하윤,2025,산업 제조,✔,1989-02-08,대전광역시 유성구 대덕대로 91 107동 281호,"Aju Industrial Co., Ltd.",✘,✘,✔,기획,✘,␣,대한민국,␣,␣,08,1985-11-27,010-5678-8234,␣,✘,✔,␣,✔,대전광역시 유성구 대덕대로 91 107동 281호,대한민국,✘,✘,␣,✘,✘,새마을금고,SINBICHJI,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,234567-34-6789012,✘,gmail.com,␣,✔,12,✘,(주)아주산업,ajuindustrial,✔,08,✘,1985-03-22,✘,␣,␣,12,␣,(주)아주산업,✘,✘,✘,여,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0024.jpg,✘,✘,✘,␣,✘,101010101,✔,␣,✘,(주)세미레외장,ANEW63,✘,010-9012-9890,␣,␣,서울특별시 여의도동 20 107동 054호,✘,␣,␣,✘,✘,마성서,✘,✘,✘,✘,✘,MOJUNEUN,기획자,모준은,2025,건설 자재 제조/판매,✔,1980-02-02,서울특별시 여의도동 20 107동 054호,"Semire Exterior Co., Ltd.",✘,✘,✘,전략,✘,␣,대한민국,␣,␣,21,1985-12-09,010-9012-8345,␣,✘,✔,␣,✔,서울특별시 여의도동 20 107동 054호,대한민국,✘,✘,␣,✘,✘,DGB대구은행,MASEONGSEO,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,678901-56-8901234,✘,naver.com,␣,✔,01,✘,(주)세미레외장,semireexterior,✔,21,✘,1985-04-08,✘,␣,␣,01,␣,(주)세미레외장,✘,✘,✔,남,✔,한국,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/070/A0025.jpg,✘,✘,✘,␣,✘,1234500000,✘,␣,✘,태백약초영농조합,ANEW63,✘,010-3456-9901,␣,␣,서울특별시 용산구 용산대로 1 107동 012호,✔,␣,␣,✘,✘,장곡유은,✘,✘,✔,✘,✘,GANGASEUR,담당자,강아슬,2025,약초 생산/가공,✔,1985-06-19,서울특별시 용산구 용산대로 1 107동 012호,Taebaek Yakcho Yeongnong Johap,✘,✘,✘,투자,✘,␣,대한민국,␣,␣,30,1985-12-25,010-3456-8456,␣,✘,✔,␣,✔,서울특별시 용산구 용산대로 1 107동 012호,대한민국,✘,✘,␣,✘,✘,BNK부산은행,JANGGOGYUEUN,✘,✘,␣,✘,✘,✘,✘,␣,✔,✘,2025,012345-78-9012345,✘,daum.net,␣,✔,03,✘,태백약초영농조합,taebaekyakcho,✔,30,✘,1985-04-24,✘,␣,␣,03,␣,태백약초영농조합,✘,✘,✘,여,✔,한국,✘,␣,✘
