image_path,015,017,002,014,019,008,011,016,005,000,013,003,007,001,006,018,004,009,012,010
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/A0017.jpg,현대운수,∅,현대운수,14,␣,임유지,✔,✔,␣,임유지,11,␣,✔,창원지점,임유지,␣,␣,✔,2025,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/A0018.jpg,레드마켓,∅,레드마켓,28,␣,양하나나래,✔,✔,␣,양하나나래,02,␣,✔,청주지점,양하나나래,␣,␣,✔,2025,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/A0019.jpg,도원건축사사무소,∅,도원건축사사무소,01,␣,엄준라재시,✔,✔,␣,엄준라재시,04,␣,✔,춘천지점,엄준라재시,␣,␣,✔,2025,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/A0020.jpg,세림메탈,∅,세림메탈,17,␣,강도도,✔,✔,␣,강도도,06,␣,✔,원주지점,강도도,␣,␣,✔,2025,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/A0021.jpg,지윤사다리,∅,지윤사다리,24,␣,선아호,✔,✔,␣,선아호,08,␣,✔,횡성지점,선아호,␣,␣,✔,2025,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/A0022.jpg,창하금속(주),∅,창하금속(주),10,␣,강예현,✔,✔,␣,강예현,10,␣,✔,속초지점,강예현,␣,␣,✔,2025,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/A0023.jpg,칠성개발(주),∅,칠성개발(주),08,␣,방진채,✔,✔,␣,방진채,12,␣,✔,태백지점,방진채,␣,␣,✔,2025,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/A0024.jpg,굿뜨모르겐,∅,굿뜨모르겐,21,␣,권진진솔서,✔,✔,␣,권진진솔서,01,␣,✔,안동지점,권진진솔서,␣,␣,✔,2025,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/A0025.jpg,삼양건기,∅,삼양건기,30,␣,황정은연,✔,✔,␣,황정은연,03,␣,✔,포항지점,황정은연,␣,␣,✔,2025,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/A0026.jpg,헤어스톡,∅,헤어스톡,10,␣,모연영,✔,✔,␣,모연영,5,␣,✔,김천지점,모연영,␣,␣,✔,2025,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/A0027.jpg,풍창건설기계,∅,풍창건설기계,␣,␣,우예,✔,✔,␣,우예,␣,␣,✔,경산지점,우예,␣,␣,✔,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/A0028.jpg,유정패션,∅,유정패션,06,␣,반호영,✔,✔,␣,반호영,09,␣,✔,구미지점,반호영,␣,␣,✔,2025,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/A0029.jpg,소진음악학원,∅,소진음악학원,20,␣,방나래도,✔,✔,␣,방나래도,11,␣,✔,진주지점,방나래도,␣,␣,✔,2025,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/C0000.jpg,하아나벨,∅,␣,␣,LBG1AFW,변찬하,✘,✘,␣,염륭,␣,2022,✘,며칠,당티나,1649701029,10,✔,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/C0001.jpg,␣,∅,피희지,5,LAZP52D,신련경,✘,✘,28,태호림,3,2024,✘,등,호선학,9571689512,1,✔,2023,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/C0002.jpg,␣,∅,␣,␣,L32O16V,동이훤,✔,✔,␣,민이로아,␣,␣,✔,␣,␣,1765907035,␣,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/C0003.jpg,␣,∅,␣,␣,LK4FJE5,빈세일,✘,✔,28,인화은,␣,2012,✘,␣,최정민,1393263640,␣,✔,2021,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/C0004.jpg,사언서,∅,모은비,31,LCFO60I,민경주,✘,✔,12,␣,5,␣,✔,␣,정클로이지아,1721623094,6,✘,2012,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/C0005.jpg,␣,∅,위천서,29,LED2ZBR,서시황,✘,✘,6,채근태,1,2013,✘,␣,␣,1477601276,12,✘,2026,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0000.jpg,기용환,∅,진룻,4,TYA0GT5,송승담,✘,✔,␣,목천준,2,␣,✔,"반입,",채고언,␣,5,✘,2022,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0001.jpg,남궁원민,∅,␣,␣,␣,이경금,✔,✘,␣,류평주,6,␣,✘,␣,방기량,9033693668,12,✔,2037,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0002.jpg,선우호령,∅,소유청,␣,␣,␣,✘,✔,11,␣,4,2030,✔,␣,육성임,9431932223,3,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0003.jpg,옥반디,∅,␣,␣,T1X8ZMX,현장아,✔,✔,14,소달림,␣,2031,✔,흐리고,␣,␣,4,✔,2038,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0004.jpg,복빛나리,∅,현청준,␣,T4A2447,반권욱,✔,✔,30,␣,5,2039,✔,간서벽,␣,1067239394,␣,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0005.jpg,선우율경,∅,금래아,27,TCBLYD3,␣,✔,✘,21,노효성,4,2027,✔,여러,제갈창경,1760282969,1,✘,2022,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0006.jpg,선우은선,∅,제갈운학,12,TX1ASQX,마은표,✔,✔,5,␣,12,2040,✘,은행이,단정담,9618491513,11,✘,2038,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0007.jpg,변태기,∅,라수화,23,TG405QJ,␣,✘,✘,7,␣,11,2024,✘,사이에,␣,9440471996,6,✔,2026,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0008.jpg,␣,∅,금윤세,16,T8D3GGZ,모아율,✘,✔,␣,␣,5,2026,✘,소리로,시령미,1718809106,9,✘,2035,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0009.jpg,␣,∅,최나로,26,␣,송동비,✘,✔,␣,빈충만,10,2002,✔,␣,김규림,9750233394,␣,✘,2009,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0010.jpg,태차령,∅,복두은,3,T0BF29Q,염한오,✘,✔,␣,␣,␣,2034,✘,가루와,␣,9571682567,10,✘,2003,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0011.jpg,사공민국,∅,␣,10,T6VYGY9,마윤학,✔,✘,␣,␣,8,2033,✘,한다.,태필,9909588706,␣,✔,2038,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0012.jpg,유세이디,∅,␣,7,␣,국이찬,✘,✘,2,␣,9,␣,✘,␣,␣,1982732959,␣,✘,2020,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0013.jpg,␣,∅,␣,␣,TTGNKJ9,두아야나,✘,✘,1,허선미,9,2037,✔,화로.,␣,1471910626,1,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0014.jpg,␣,∅,은지용,␣,TUOK49Z,␣,✔,✔,␣,␣,␣,2036,✔,␣,도승정,9010481234,␣,✘,2016,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0015.jpg,복은섭,∅,모여헌,16,TZNZSOR,선우동훈,✘,✘,30,허라찬,9,2003,✔,당시의,임현운,␣,4,✘,2008,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0016.jpg,고향지,∅,위윤근,21,␣,봉무강,✘,✘,␣,␣,4,2011,✔,그들은,천상근,␣,␣,✔,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0017.jpg,문모세,∅,탁나오미,24,␣,원꽃잎,✔,✔,␣,연홍,␣,2000,✔,허드레,␣,9649328373,9,✘,2003,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0018.jpg,␣,∅,지태륜,28,T8T970C,손다률,✔,✔,␣,방나울,␣,␣,✘,만하게.,␣,9590156159,␣,✘,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/D0019.jpg,현미교,∅,␣,13,T7RT8HG,복찬슬,✘,✘,␣,␣,2,2019,✔,잘못이나,남신,␣,12,✔,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/E0000.jpg,오미빈,∅,경맥스,10,A1VA3WN,우우림,✘,✘,14,라세권,11,2001,✔,␣,간새로,1637792544,8,✔,2034,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/E0001.jpg,형이바,∅,현준언,25,AQ4P8M1,강기예,✘,✔,4,채심이,␣,2030,✔,구조.,␣,1615477368,␣,✘,2012,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/E0002.jpg,라비인,∅,단경자,13,ADNYQHQ,성가나자,✘,✔,14,배선을,12,2012,✔,국가명.,채설기,9024440293,7,✔,2003,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/E0003.jpg,␣,∅,가관홍,4,␣,목교범,✘,✘,␣,␣,12,2016,✘,한,제영건,9797789400,11,✘,2016,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/E0004.jpg,␣,∅,반백두,18,␣,권병재,✘,✔,23,은향직,␣,2040,✘,␣,태민욱,1372608881,1,✔,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/265/F0000.jpg,남고현,∅,방규음,25,AVBEFYH,␣,✘,✘,␣,␣,4,2034,✔,"도가에서,",은향기,9093865127,␣,✘,2001,✔
