image_path,015,017,022,088,082,002,041,040,050,019,008,052,026,006,042,009,024,045,058,083,076,049,081,020,029,064,028,068,011,072,077,003,007,001,025,047,063,014,010,060,087,089,061,065,051,033,090,062,032,085,056,091,074,036,043,059,067,016,079,013,055,023,038,039,018,021,093,044,037,035,057,080,069,084,071,034,053,070,054,030,046,086,092,094,005,000,075,066,048,031,073,004,027,078
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0010.jpg,✔,✘,"1,240,600",✘,✘,123 허 1234,✘,✘,✘,␣,✔,✘,␣,✔,✘,✘,✔,✘,✘,✘,✔,✘,␣,␣,✔,✘,✘,✔,✘,✘,✘,메탈릭 실버,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,✘,✘,✘,✘,✔,✘,✔,✘,␣,✔,␣,✘,✘,␣,✘,✔,✘,✘,"24,812,000",␣,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,✔,∅,␣,"62,030,000",팰리세이드,✘,✘,✘,␣,␣,␣,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0011.jpg,✘,✘,"975,029",✘,✘,456호7890,✘,✘,✘,␣,✘,✘,␣,✘,✘,✔,✔,✘,✘,✘,✔,✘,10,␣,✘,✘,✘,✘,✘,✔,✘,화이트,✔,␣,✘,✘,✔,␣,✘,✘,✔,✘,␣,✘,✘,✘,✘,✘,✘,✔,✘,␣,✘,␣,✘,✘,␣,✔,✘,✘,✘,"19,500,576",␣,✘,✘,␣,␣,✘,␣,␣,✘,✔,✔,✘,✘,✘,✘,5,✘,✘,✘,✘,∅,␣,"48,751,441",쏘렌토,✔,✘,✘,␣,5,␣,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0012.jpg,✘,✔,"1,574,000",✘,✔,789하0123,✘,✘,✘,␣,✘,✘,␣,✔,✘,✘,✔,✘,✘,✔,✘,✘,␣,␣,✔,✔,✘,✔,✔,✘,✘,다크 그레이,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,✘,✘,✘,✘,✘,✘,✔,✘,␣,✔,␣,✘,✘,␣,✘,✘,✘,✘,"31,480,000",␣,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,✔,∅,␣,"78,700,000",GV80,✘,✘,✘,␣,␣,␣,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0013.jpg,✘,✘,"757,755",✘,✔,012허3456,✘,✘,✘,무제한,✘,✘,␣,✘,✘,✘,✔,✘,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✔,✔,✘,블랙,✔,␣,✘,✘,✘,␣,✘,✘,✔,✘,␣,✔,✘,✘,✘,✘,✘,✘,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,✘,"15,155,104",␣,✘,✔,␣,␣,✘,␣,␣,✘,✘,✔,✔,✘,✘,✘,5,✘,✔,✘,✘,∅,␣,"37,887,759",스포티지,✔,✘,✘,1,5,␣,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0014.jpg,✔,✘,"900,296",✘,✔,345호6789,✘,✘,✘,␣,✘,✘,␣,✔,✘,✘,✔,✘,✘,✔,✘,✘,␣,␣,✔,✘,✘,✔,✘,✘,✘,블루,✘,␣,✘,✘,✘,60,✘,✘,✘,✘,␣,✘,✘,✘,✘,✔,✘,✔,✘,␣,✔,␣,✘,✘,␣,✘,✘,✔,✘,"18,005,919",␣,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,✔,∅,␣,"45,014,797",K8,✘,✘,✘,␣,␣,␣,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0015.jpg,✘,✘,"564,600",✘,✔,678하9012,✘,✘,✘,␣,✔,✘,␣,✘,✘,✘,✘,✘,✘,✘,✘,✘,␣,1800만,✘,✘,✘,✘,✘,✔,✘,레드,✔,␣,✘,✘,✔,␣,✘,✘,✔,✘,␣,✘,✘,✘,✘,✘,✔,✘,✘,␣,✘,␣,✘,✘,␣,✔,✘,✘,✘,"15,056,000",␣,✘,✘,␣,␣,✘,␣,␣,✘,✘,✔,✔,✘,✘,✘,5,✘,✘,✘,✘,∅,␣,"37,640,000",K5,✔,✘,✘,␣,5,␣,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0016.jpg,✘,✔,"509,120",✘,✔,901허2345,✘,✘,✘,␣,✘,✘,␣,✔,✘,✔,✘,✘,✘,✔,✘,✘,␣,"19,000,000",✘,✔,✘,✔,✘,✘,✘,블랙잉크,✘,␣,✘,✘,✘,␣,✘,✘,✔,✘,␣,✘,✘,✔,✘,✘,✘,✘,✘,␣,✔,␣,✘,✘,␣,✘,✘,✘,✘,"13,570,534",␣,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,✔,∅,␣,"33,941,336",K5,✘,✘,✘,␣,␣,␣,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0017.jpg,✘,✘,"608,850",✘,✔,234호5678,✘,✘,✘,무제한,✘,✘,␣,✘,✘,✘,✘,✘,✘,✘,✘,✘,␣,2000만,✘,✘,✘,✘,✘,✔,✘,화이트펄,✔,␣,✘,✘,✘,␣,✔,✘,✔,✘,␣,✔,✘,✘,✘,✘,✔,✔,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,✘,"16,236,000",␣,✘,✔,␣,␣,✘,␣,␣,✘,✘,✔,✔,✘,✘,✘,5,✘,✘,✘,✘,∅,␣,"40,590,000",투싼,✔,✘,✘,␣,5,␣,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0018.jpg,✔,✘,"770,566",✘,✔,567하8901,✘,✘,✘,␣,✘,✘,␣,✔,✘,✘,✘,✘,✘,✔,✘,✘,␣,2100만,✘,✘,✘,✔,✔,✘,✘,아틀라스 화이트,✘,␣,✘,✘,✔,␣,✘,✘,✘,✘,␣,✘,✘,✔,✘,✘,✘,✔,✘,␣,✔,␣,✘,✘,␣,✘,✘,✘,✘,"20,548,427",␣,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,✔,∅,␣,"51,371,068",G70,✘,✘,✘,␣,␣,␣,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0019.jpg,✘,✘,"624,452",✘,✔,890허1234,✘,✘,✘,␣,✘,✘,␣,✘,✘,✘,✘,✘,✘,✘,✔,✘,␣,2200만,✘,✔,✘,✘,✘,✔,✘,미스틱 실버,✔,␣,✘,✘,✘,60,✘,✘,✔,✘,␣,✘,✘,✘,✘,✘,✔,✔,✘,␣,✘,␣,✘,✘,␣,✔,✘,✔,✘,"16,652,040",␣,✘,✘,␣,␣,✘,␣,␣,✘,✘,✔,✔,✘,✘,✘,5,✘,✘,✘,✘,∅,␣,"41,630,100",더뉴카니발,✔,✘,✘,␣,5,␣,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0020.jpg,✔,✘,"1,245,750",✘,✘,123호 4567,✘,✘,✘,␣,✔,✘,␣,✔,✘,✘,✘,✘,✘,✔,✘,✘,␣,␣,✘,✘,✘,✔,✘,✘,✘,엠버레드,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,✘,✘,✔,✘,✔,✘,✔,✘,␣,✔,␣,✘,✘,␣,✘,✘,✘,✘,"33,220,000",␣,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,✔,∅,␣,"83,050,000",아이오닉9,✘,✘,✘,␣,␣,␣,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0021.jpg,✘,✘,"446,400",✘,✘,456하7890,✘,✘,✘,␣,✘,✘,␣,✘,✘,✔,✘,✘,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✘,✔,✘,블랙,✔,␣,✘,✘,✔,␣,✘,✘,✔,✘,␣,✘,✘,✘,✘,✘,✔,✘,✘,␣,✘,␣,✘,✘,␣,✔,✘,✘,✘,"11,904,000",␣,✘,✘,␣,␣,✘,␣,␣,✘,✘,✔,✔,✘,✘,✘,5,✘,✘,✘,✘,∅,␣,"29,760,000",쏘나타,✔,✘,✘,␣,5,␣,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0022.jpg,✘,✔,"445,421",✘,✘,789허0123,✘,✘,✘,␣,✘,✘,␣,✔,✘,✘,✘,✘,✘,✔,✘,✘,␣,␣,✘,✔,✘,✔,✘,✘,✘,화이트,✘,␣,✘,✘,✘,␣,✔,✘,✘,✘,␣,✘,✘,✔,✘,✘,✘,✔,✘,␣,✔,␣,✘,✘,␣,✘,✘,✘,✘,"11,877,895",␣,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,✔,∅,␣,"29,694,737",셀토스,✘,✘,✘,␣,␣,␣,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0023.jpg,✘,✘,"1,710,000",✘,✘,012 하 3456,✘,✘,✘,무제한,✘,✘,␣,✘,✘,✘,✘,✘,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✔,✔,✘,옐로우,✔,␣,✘,✘,✘,␣,✘,✘,✔,✘,␣,✔,✘,✔,✘,✘,✘,✔,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,✘,"45,600,000",␣,✘,✔,␣,␣,✘,␣,␣,✘,✘,✔,✘,✘,✘,✘,5,✘,✘,✘,✘,∅,␣,"114,000,000",G90,✔,✘,✘,␣,5,␣,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0024.jpg,✔,✘,"416,850",✘,✘,345허6789,✘,✘,✘,␣,✘,✘,␣,✔,✘,✘,✔,✘,✘,✔,✘,✘,␣,␣,✔,✘,✘,✔,✘,✘,✘,다크 블루,✘,␣,✘,✘,✘,60,✘,✘,✘,✘,␣,✘,✘,✘,✘,✔,✘,✔,✘,␣,✔,␣,✘,✘,␣,✘,✘,✔,✘,"11,116,000",␣,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,✔,∅,␣,"27,790,000",코나,✘,✘,✘,␣,␣,␣,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0025.jpg,✘,✘,"586,350",✘,✘,678 호 9012,✘,✘,✘,␣,✔,✘,␣,✘,✘,✘,✔,✘,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✘,✔,✘,메탈릭 실버,✔,␣,✘,✘,✔,␣,✘,✘,✔,✘,␣,✘,✘,✘,✘,✘,✘,✔,✘,␣,✘,␣,✘,✘,␣,✔,✘,✘,✘,"15,636,000",␣,✘,✘,␣,␣,✘,␣,␣,✘,✘,✔,✘,✘,✘,✘,5,✘,✔,✘,✘,∅,␣,"39,090,000",스타리아,✔,✘,✘,1,5,␣,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0026.jpg,✘,✔,"690,211",✘,✘,901하2345,✘,✘,✘,␣,✘,✘,␣,✘,✘,✔,✔,✘,✘,✔,✘,✘,␣,␣,✔,✔,✘,✔,✘,✘,✘,아틀라스 화이트,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,✘,✘,✘,✘,✘,✘,✘,✘,␣,✔,␣,✘,✘,␣,✘,✘,✘,✘,"18,405,632",␣,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,✘,∅,␣,"46,014,079",쏘렌토,✘,✘,✘,␣,␣,␣,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0027.jpg,✘,✘,"510,300",✘,✘,234허5678,✘,✘,✘,무제한,✘,✘,␣,✘,✘,✘,✔,✘,✘,✘,✘,✘,␣,␣,✘,✘,✘,✘,✘,✔,✘,미스틱 실버,✘,␣,✘,✘,✘,␣,✔,✘,✔,✘,␣,✔,✘,✘,✘,✘,✘,✔,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,✘,"13,608,000",␣,✘,✔,␣,␣,✘,␣,␣,✘,✘,✔,✔,✘,✘,✘,5,✘,✔,✘,✘,∅,␣,"34,020,000",니로,✔,✘,✘,1,5,␣,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0028.jpg,✔,✘,"276,907",✘,✔,567호8901,✘,✘,✘,␣,✘,✘,␣,✘,✘,✘,✔,✘,✘,✔,✔,✘,␣,␣,✔,✘,✘,✔,✔,✘,✘,엠버레드,✘,␣,✘,✘,✔,␣,✘,✘,✘,✘,␣,✘,✘,✘,✘,✘,✘,✔,✘,␣,✔,␣,✘,✘,␣,✘,✘,✘,✘,"7,384,180",␣,✘,✘,␣,␣,✘,␣,␣,✘,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,✔,∅,␣,"18,460,450",레이,✘,✘,✘,␣,␣,␣,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/A0029.jpg,✘,✘,"721,650",✘,✔,890하1234,✘,✘,✘,␣,✘,✘,␣,✘,✘,✘,✔,✘,✘,✘,✘,✘,␣,␣,✔,✔,✘,✘,✘,✔,✘,블랙,✘,␣,✘,✘,✘,60,✘,✘,✔,✘,␣,✘,✘,✘,✘,✘,✘,✔,✘,␣,✘,␣,✘,✘,␣,✔,✘,✔,✘,"19,244,000",␣,✘,✘,␣,␣,✘,␣,␣,✘,✘,✔,✔,✘,✘,✘,5,✘,✘,✘,✘,∅,␣,"48,110,000",디올뉴 그랜저,✔,✘,✘,␣,5,␣,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/D0000.jpg,✘,✘,"8,950,000",✘,✘,␣,✘,✘,✘,6,✘,✘,␣,✘,✔,✘,✘,✘,✘,✘,✘,✘,3297만원,"66,690,000",✔,✘,✔,✘,✘,✘,✘,␣,✘,␣,✘,✔,✘,33,✔,✘,✘,✘,고향은,✘,✘,✔,✘,✘,✘,✘,✘,␣,✔,␣,✔,✔,25세,✘,✘,✔,✘,"56,290,000",063-1188-9726,✘,✔,72130000,␣,✘,호온새,␣,✔,✘,✘,✘,✘,✔,✔,9,✘,✘,✘,✘,∅,Z9RBR0Z,"1,440,000",␣,✘,✘,✘,29,4,␣,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/D0001.jpg,✘,✘,13760000,✔,✘,␣,✔,✘,✘,␣,✔,✘,␣,✔,✔,✘,✘,✔,✔,✘,✘,✘,3994만원,"48,770,000",✔,✔,✘,✘,✘,✘,✘,이르는,✘,법회.,✔,✘,✔,32,✘,✘,✘,✔,␣,✘,✘,✔,✔,✘,✘,✔,✘,␣,✘,␣,✘,✘,29세,✘,✘,✔,✘,"1,650,000",␣,✔,✔,11520000,␣,✔,방홍원,28,✘,✘,✔,✔,✘,✔,✘,␣,✘,✘,✘,✘,∅,Z5LKQA2,"54,880,000",␣,✘,✘,✘,26,8,8,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/D0002.jpg,✘,✔,49150000,✘,✘,␣,✘,✘,✘,␣,✔,✘,뜸직이,✘,✘,✘,✘,✔,✔,✘,✘,✘,␣,"6,370,000",✘,✘,✘,✔,✘,✘,✘,␣,✘,꽃이 피고,✘,✘,✘,26,✘,✘,✘,✔,둘,✔,✔,✘,✘,✘,✘,✘,✔,␣,✘,␣,✘,✔,21세,✘,✘,✔,✘,"64,690,000",␣,✘,✔,"1,290,000",9557069403,✘,송이안,4,✘,✘,✔,✘,✔,✘,✘,7,✔,✔,✔,✘,∅,ZPCKPRX,␣,␣,✘,✘,✘,30,␣,4,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/D0003.jpg,✔,✘,␣,✘,✘,17오 7033,✘,✘,✘,␣,✘,✘,수,✘,✘,✘,✔,✔,✘,✔,✘,✘,2161만원,"7,760,000",✘,✘,✘,✘,✔,✔,✘,선업을,✔,되게,✘,✘,✘,13,✘,✘,✘,✘,뜻을,✘,✔,✔,✘,✔,✘,✘,✘,2764만원,✔,전북특별자치도 임실군 강진면 갈담3길 17 (갈담리),✘,✘,␣,✘,✔,✘,✔,"9,340,000",055-0425-8816,✘,✘,"21,120,000",9222587136,✔,홍영종,25,✘,✔,✔,✘,✘,✘,✘,␣,✘,✘,✘,✔,∅,␣,␣,아반떼 i4,✘,✘,✔,␣,6,15,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/D0004.jpg,✘,✔,"11,220,000",✘,✘,24수 3924,✔,✘,✘,␣,✘,✔,일.,✔,✔,✘,✘,✔,✔,✔,✘,✘,2114만원,␣,✘,✘,✔,✔,✘,✘,✔,잉구관하다,✘,고쳐야지,✔,✘,✔,1,✘,✘,✘,✘,␣,✔,✘,✘,✘,✔,✘,✔,✔,2543만원,✔,서울특별시 관악구 신림동 1423-22,✔,✔,59세,✔,✘,✔,✘,␣,␣,✔,✔,"71,380,000",1763567793,✔,홍신원,␣,✔,✘,✘,✘,✘,✘,✘,8,✔,✔,✘,✘,∅,␣,␣,␣,✘,✘,✔,30,8,␣,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/D0005.jpg,✘,✘,"21,350,000",✔,✘,64노 9194,✘,✔,✘,␣,✘,✘,학문.,✔,✘,✘,✘,✘,✔,✔,✘,✘,4584만원,9830000,✘,✘,✘,✘,✘,✘,✘,나눈다.,✘,느낌을 준다.,✔,✘,✘,25,✘,✔,✘,✘,200042,✘,✘,✔,✔,✔,✘,✔,✘,4154만원,✔,경상북도 영천시 북안면 자포리 215,✔,✘,␣,✘,✘,✔,✘,␣,␣,✘,✔,"96,230,000",␣,✔,␣,32,✔,✔,✘,✔,✘,✘,✘,5,✘,✘,✘,✔,∅,ZI5UUQD,"5,790,000",SM7 SM3,✘,✘,✘,␣,9,␣,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/D0006.jpg,✘,✘,"82,150,000",✔,✘,22부 1961,✔,✘,✘,4,✘,✔,결함,✘,✔,✔,✘,✘,✘,✘,✔,✔,2024만원,"81,180,000",✘,✔,✘,✔,✘,✔,✘,␣,✘,지방 토호들을,✘,✔,✔,25,✘,✘,✘,✘,␣,✘,✘,✔,✘,✘,✔,✘,✘,2795만원,✘,␣,✘,✘,47세,✔,✔,✔,✘,␣,␣,✔,✘,"26,750,000",␣,✘,␣,4,✘,✘,✘,✘,✘,✘,✘,1,✔,✘,✘,✔,∅,ZBLF2FR,"71,940,000",␣,✔,✘,✔,␣,5,11,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/D0007.jpg,✘,✘,␣,✔,✘,␣,✘,✘,✔,␣,✘,✘,␣,✘,✘,✘,✔,✘,✔,✘,✘,✘,1072만원,"18,980,000",✘,✘,✘,✘,✘,✘,✘,힘으로,✘,내리는,✘,✔,✘,14,✘,✘,✘,✘,어근.,✔,✔,✘,✔,✔,✘,✘,✔,1893만원,✘,광주광역시 광산구 쌍암동 657-4 (광주첨단LH1단지),✘,✘,78세,✘,✘,✔,✘,"86,990,000",062-5822-6495,✘,✔,␣,1617683663,✘,단일랑,28,✘,✘,✘,✘,✔,✘,✔,6,✔,✘,✔,✔,∅,ZJ0JH0G,64110000,␣,✘,✘,✘,␣,2,␣,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/454/E0000.jpg,✘,✘,8880000,✔,✘,␣,✔,✔,✘,␣,✘,✘,␣,✘,✘,✘,✘,✔,✘,✔,✘,✔,1737만원,"8,640,000",✔,✘,✔,✔,✘,✘,✘,갈색,✔,한다. 사주의,✘,✔,✘,10,✔,✔,✔,✘,␣,✘,✘,✘,✘,✔,✘,✔,✘,3099만원,✘,경기도 파주시 다율동 986 (청석마을대원효성아파트),✘,✘,␣,✘,✘,✔,✘,"62,530,000",042-6281-8006,✘,✔,"51,380,000",␣,✘,함세륜,␣,✔,✘,✘,✘,✘,✘,✔,4,✘,✘,✘,✔,∅,ZRYXOZK,␣,A4 말리부,✔,✘,✘,␣,2,4,✘,✔
