image_path,011,005,000,003,007,001,006,002,004,009,010,008
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0017.jpg,␣,11,60,1120000,현대운수,1050000,14,70000,2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0018.jpg,␣,02,60,1235000,레드마켓,1140000,28,95000,2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0019.jpg,␣,04,60,1355000,도원 건축사 사무소,1230000,01,125000,2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0020.jpg,␣,06,36,450000,세림 메탈,380000,17,70000,2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0021.jpg,␣,08,60,"545,000",지윤사다리,"450,000",24,"95,000",2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0022.jpg,␣,10,60,650000,창하금속(주),540000,10,110000,2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0023.jpg,␣,12,60,765000,칠성개발(주),630000,08,135000,2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0024.jpg,␣,01,60,775000,굿뜨모르겐,720000,21,55000,2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0025.jpg,␣,03,60,890000,삼양건기,810000,30,80000,2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0026.jpg,␣,5,60,"100,500",헤어스톡,"900,000",10,"105,000",2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0027.jpg,␣,7,60,"1,200,000",풍창건설기계,"1,080,000",26,"120,000",2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0028.jpg,␣,09,60,"1,315,000",유정패션,"1,170,000",06,"145,000",2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/A0029.jpg,␣,11,36,"1,320,000",소진음악학원,"1,260,000",20,"60,000",2025,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/C0000.jpg,ZIZ4AN0,10,7,"22,960,000",염주언,71220000,␣,␣,␣,∅,9608983107,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0000.jpg,USQFQ9F,1,␣,"8,570,000",␣,"7,580,000",1,␣,2014,∅,9070680768,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0001.jpg,UL7TC7Z,4,␣,"1,360,000",구연울,"6,610,000",␣,"64,570,000",2027,∅,9981605140,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0002.jpg,UEIDV6Y,5,␣,␣,우정남,"82,840,000",1,"99,290,000",2026,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0003.jpg,U9J88XQ,1,␣,"99,160,000",␣,"73,590,000",15,"37,380,000",␣,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0004.jpg,UKPV9L9,5,28,"22,510,000",이로민,␣,26,␣,2028,∅,9486040587,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0005.jpg,␣,12,30,␣,은앤,␣,10,"14,510,000",2022,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0006.jpg,U6UVB7Z,12,␣,"19,460,000",강아로하,"48,730,000",3,␣,2032,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0007.jpg,␣,2,␣,"4,730,000",␣,"24,490,000",␣,␣,2017,∅,1612520338,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0008.jpg,␣,␣,28,"52,710,000",김순련,␣,10,"8,970,000",2034,∅,1258510456,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0009.jpg,UA5BNTA,10,␣,"44,520,000",용종협,"64,960,000",␣,"9,480,000",2016,∅,9551241874,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0010.jpg,UD5WLGC,␣,16,␣,␣,"92,980,000",17,"91,390,000",␣,∅,9161423924,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0011.jpg,␣,␣,10,"93,520,000",␣,"4,250,000",27,"32,280,000",␣,∅,1532978716,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0012.jpg,U4G4MTJ,4,␣,␣,서예신,␣,23,"36,570,000",␣,∅,1905002191,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0013.jpg,U8ISWXJ,9,4,"54,140,000",표기향,"31,280,000",3,"78,450,000",2034,∅,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0014.jpg,U6C9DB0,7,8,"58,360,000",형정철,␣,26,␣,2030,∅,1186757352,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/D0015.jpg,␣,7,15,"8,760,000",이이빈,"13,380,000",29,"39,180,000",␣,∅,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/E0000.jpg,␣,␣,16,"36,940,000",홍용국,"57,210,000",6,"78,940,000",␣,∅,9215086235,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/E0001.jpg,␣,5,2,"9,760,000",감재학,"26,380,000",␣,"75,180,000",2033,∅,9178869986,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/E0002.jpg,E90OX4W,12,5,"39,960,000",␣,␣,4,␣,␣,∅,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/264/E0003.jpg,␣,␣,21,␣,주현리,"3,640,000",3,␣,2014,∅,9189636840,✔
