image_path,015,017,022,088,082,002,041,040,050,096,098,019,008,052,026,006,042,100,009,024,045,058,102,101,083,076,049,081,020,029,064,028,068,011,072,003,007,001,025,077,047,063,014,010,060,087,089,095,061,065,099,051,033,090,097,062,032,085,056,091,074,036,043,059,067,016,079,013,055,023,038,039,018,021,093,044,037,035,057,080,069,084,071,034,053,070,054,030,046,086,092,094,005,000,075,066,048,031,073,004,012,027,078
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0010.jpg,␣,✘,␣,✔,✘,HANAMHA,✘,✘,␣,10,하남하,␣,␣,␣,✘,␣,␣,ALRC53,010-3456-7901,✘,10-40-1234-41,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,하남하,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,개인용달,␣,07,␣,✔,✘,✘,␣,✘,07,대구시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,2016.11.22,␣,01,✘,✔,✔,✘,✘,2019,␣,✔,␣,␣,␣,␣,␣,␣,22,191611517309,✘,✘,␣,✘,✘,01,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0011.jpg,␣,✘,␣,✔,✘,HYEONSEURSEO,✘,✘,␣,12,현슬서,␣,␣,␣,✘,␣,␣,ALRC53,010-7890-8012,✘,11-41-5678-42,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,현슬서,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,현대운수,␣,31,␣,✔,✘,✘,␣,✘,25,서울특별시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,1996.10.25,␣,10,✘,✔,✔,✘,✘,2025,␣,✔,␣,␣,␣,␣,␣,␣,7,197153163148,✘,✘,␣,✘,✘,2,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0012.jpg,␣,✘,␣,✔,✘,TAGASEONG,✘,✘,␣,1,탁아성,␣,␣,␣,✘,␣,␣,ALRC53,010-1234-8123,✘,12-42-9012-43,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,탁아성,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,레드마켓,␣,9,␣,✔,✘,✘,␣,✘,26,서울특별시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,2025.03.19,␣,8,✘,✔,✔,✘,✘,2011,␣,✔,␣,␣,␣,␣,␣,␣,29,196653282768,✘,✘,␣,✘,✘,2,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0013.jpg,␣,✘,␣,✔,✘,NAMGUNGJIN,✘,✘,␣,03,남궁진,␣,␣,␣,✘,␣,␣,ALRC53,010-5678-8234,✘,13-43-3456-44,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,남궁진,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,도원건축사사무소,␣,16,␣,✔,✘,✘,␣,✘,10,세종시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,2018.01.25,␣,11,✘,✔,✔,✘,✘,1995,␣,✔,␣,␣,␣,␣,␣,␣,12,195197491581,✘,✘,␣,✘,✘,03,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0014.jpg,␣,✘,␣,✔,✘,JISEURHO,✘,✘,␣,␣,␣,␣,␣,␣,✘,␣,␣,ALRC53,010-9012-8345,✘,14-44-7890-45,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,지슬호,✘,✘,␣,✘,✘,␣,✘,✘,␣,␣,✘,✘,✘,␣,세림메탈,␣,␣,␣,✔,✘,✘,␣,✘,29,경기 도장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,1990.06.04,␣,12,✘,✔,✔,✘,✘,2010,␣,✔,␣,␣,␣,␣,␣,␣,28,198169830203,✘,✘,␣,✘,✘,03,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0015.jpg,␣,✘,␣,✔,✘,MINJINBICH,✘,✘,␣,07,민진빛,␣,␣,␣,✘,␣,␣,ALRC53,010-3456-8456,✘,00-45-1234-46,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,민진빛,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,지윤사다리,␣,05,␣,✔,✘,✘,␣,✘,24,세종시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,1998.03.16,␣,07,✘,✔,✔,✘,✘,1997,␣,✔,␣,␣,␣,␣,␣,␣,14,194657367119,✘,✘,␣,✘,✘,04,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0016.jpg,␣,✘,␣,✔,✘,YEONSORHA,✘,✘,␣,09,연솔하,␣,␣,␣,✘,␣,␣,ALRC53,010-7890-8567,✘,01-46-5678-47,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,연솔하,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,창하 금속,␣,19,␣,✔,✘,✘,␣,✘,15,세종시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,2013.10.11,␣,12,✘,✔,✔,✘,✘,2023,␣,✔,␣,␣,␣,␣,␣,␣,01,194737134229,✘,✘,␣,✘,✘,05,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0017.jpg,␣,✘,␣,✔,✘,ANSORYUN,✘,✘,␣,11,안솔윤,␣,␣,␣,✘,␣,␣,ALRC53,010-1234.8678,✘,02-47-9012-48,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,안솔윤,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,칠성개발(,␣,14,␣,✔,✘,✘,␣,✘,24,대전시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,2001.12.28,␣,05,✘,✔,✔,✘,✘,2011,␣,✔,␣,␣,␣,␣,␣,␣,17,194827586403,✘,✘,␣,✘,✘,05,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0018.jpg,␣,✘,␣,✔,✘,RYUYEONGSOR,✘,✘,␣,12,류영솔,␣,␣,␣,✘,␣,␣,ALRC53,0105678-8789,✘,03-48-3456-49,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,류영솔,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,굿뜨모르겐,␣,28,␣,✔,✘,✘,␣,✘,␣,대전시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,2017.5.17,␣,␣,✘,✔,✔,✘,✘,1900.09 05,␣,✔,␣,␣,␣,␣,␣,␣,07,192256164353,✘,✘,␣,✘,✘,06,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0019.jpg,␣,✘,␣,✔,✘,BAEGSIU,✘,✘,␣,04,백시우,␣,␣,␣,✘,␣,␣,ALRC53,010-9012-8890,✘,04-49-7890-50,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,백시우,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,삼양건기,␣,01,␣,✔,✘,✘,␣,✘,25,울산시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,1990.04.05,␣,08,✘,✔,✔,✘,✘,2010,␣,✔,␣,␣,␣,␣,␣,␣,23,198772657498,✘,✘,␣,✘,✘,06,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0020.jpg,␣,✘,␣,✔,✘,JANG UYE ONG,✘,✘,␣,06,장우영,␣,␣,␣,✘,␣,␣,ALRC53,010-3456-8901,✘,05-50-1234-51,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,장우영,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,헤어스톡,␣,17,␣,✔,✘,✘,␣,✘,29,세종 시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,2019.05.02,␣,07,✘,✔,✔,✘,✘,2011,␣,✔,␣,␣,␣,␣,␣,␣,09,198315480965,✘,✘,␣,✘,✘,07,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0021.jpg,␣,✘,␣,✔,✘,JINSICHAE,✘,✘,␣,08,진시채,␣,␣,␣,✘,␣,␣,ALRC53,010-7890-9012,✘,06-51-5678-52,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,진시채,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,풍창건설기계,␣,24,␣,✔,✘,✘,␣,✘,30,대전시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,2019.04.24,␣,07,✘,✔,✔,✘,✘,2004,␣,✔,␣,␣,␣,␣,␣,␣,25,192335467126,✘,✘,␣,✘,✘,07,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0022.jpg,␣,✘,␣,✔,✘,CHEONNAYEON,✘,✘,␣,10,천나연,␣,␣,␣,✘,␣,␣,ALRC53,010-1234-9123,✘,07-52-9012-53,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,천나연,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,유정패션,␣,10,␣,✔,✘,✘,␣,✘,20,서울특별시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,1993.10.21,␣,10,✘,✔,✔,✘,✘,1993,␣,✔,␣,␣,␣,␣,␣,␣,11,197794485858,✘,✘,␣,✘,✘,08,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0023.jpg,␣,✘,␣,✔,✘,HAEUNRA,✘,✘,␣,12,하은라,␣,␣,␣,✘,␣,␣,ALRC53,01056789234,✘,08-53-3456-54,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,하은라,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,소진음악학원,␣,08,␣,✔,✘,✘,␣,✘,15,경기도장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,2005.09.26,␣,02,✘,✔,✔,✘,✘,2001,␣,✔,␣,␣,␣,␣,␣,␣,27,194125485361,✘,✘,␣,✘,✘,08,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0024.jpg,␣,✘,␣,✔,✘,CHAECHAESEO,✘,✘,␣,01,채채서,␣,␣,␣,✘,␣,␣,ALRC53,010-9012-9345,✘,09-54-7890-55,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,채채서,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,마창건기,␣,21,␣,✔,✘,✘,␣,✘,25,부산시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,2023.01.27,␣,04,✘,✔,✔,✘,✘,1996,␣,✔,␣,␣,␣,␣,␣,␣,03,193808273381,✘,✘,␣,✘,✘,09,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0025.jpg,␣,✘,␣,✔,✘,JIBICHBYEOR,✘,✘,␣,03,지빛별,␣,␣,␣,✘,␣,␣,ALRC53,010-3456-9456,✘,10-55-1234-56,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,지빛별,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,박원태,␣,30,␣,✔,✘,✘,␣,✘,06,울산시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,2023.11.07,␣,08,✘,✔,✔,✘,✘,1996,␣,✔,␣,␣,␣,␣,␣,␣,19,197685900272,✘,✘,␣,✘,✘,09,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0026.jpg,␣,✘,␣,✔,✘,ANCHOYU,✘,✘,␣,5,안초유,␣,␣,␣,✘,␣,␣,ALRC53,010-7890-9567,✘,11.56.5678.57,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,안초유,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,메종웨딩샵,␣,10,␣,✔,✘,✘,␣,✘,8,서울특별시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,2001.02.22,␣,10,✘,✔,✔,✘,✘,2012,␣,✔,␣,␣,␣,␣,␣,␣,5,199464932641,✘,✘,␣,✘,✘,10,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0027.jpg,␣,✘,␣,✔,✘,MUNSEORA,✘,✘,␣,7,문서라,␣,␣,␣,✘,␣,␣,ALRC53,010-1234-9678,✘,12.57.9012.58,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,문서라,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,우당종합건축사사무소,␣,26,␣,✔,✘,✘,␣,✘,22,광주광역시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,2006.08.11,␣,4,✘,✔,✔,✘,✘,2014,␣,✔,␣,␣,␣,␣,␣,␣,21,195692107366,✘,✘,␣,✘,✘,10,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0028.jpg,␣,✘,␣,✔,✘,MYEONGUHA,✘,✘,␣,09,명우하,␣,␣,␣,✘,␣,␣,ALRC53,010-5678-9789,✘,13-58-3456-59,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,명우하,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,주이건상사,␣,06,␣,✔,✘,✘,␣,✘,21,인천광역시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,2024.07.01,␣,02,✘,✔,✔,✘,✘,2005,␣,✔,␣,␣,␣,␣,␣,␣,07,193235814854,✘,✘,␣,✘,✘,11,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/A0029.jpg,␣,✘,␣,✔,✘,CHAYEHYEON,✘,✘,␣,11,차예현,␣,␣,␣,✘,␣,␣,ALRC53,010-9012-9890,✘,14-59-7890-60,✘,␣,␣,✘,✘,␣,✘,␣,✘,✘,✘,✘,␣,✘,1989,␣,차예현,✘,✘,␣,✘,✘,␣,✘,✘,␣,2025,✘,✘,✔,␣,안전개발,␣,20,␣,✔,✘,✘,␣,✘,29,대전시장,✘,✘,␣,✘,✘,␣,␣,␣,␣,✘,✘,␣,1994.07.04,␣,10,✘,✔,✔,✘,✘,2009,␣,✔,␣,␣,␣,␣,␣,␣,23,197744949293,✘,✘,␣,✘,✘,11,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/C0000.jpg,␣,✔,␣,✔,✘,␣,✔,✘,␣,␣,연미홍,sjxqp3f0x46a,경상북도 상주시 화동면 팔음로 1243 (양지리),인천광역시 남동구 인주대로604번길 46 (구월동),✘,남자,"대전광역시 유성구 유성대로 703 (구암동, 구암역)",ALRC53,␣,✘,56-12-625728-13,✘,P840X4E,9649341099,✘,✔,␣,✘,␣,✔,✔,✘,✘,xqub8j9vhwno,✔,2013,충청남도 보령시 오천면 도미항로 385-7 (교성리),남궁가진,✔,✔,319-41-53155,✘,✔,␣,✔,✔,␣,2024,✘,✘,✔,␣,␣,3812-86-868531,10,면화01,✘,✔,✔,␣,✘,1,가슴과,✘,✘,berkeley.edu,✔,✔,4417만원,DBS은행,작물재배 및 축산 복합농업,055-9942-8108,✘,✘,␣,1983-09-19,␣,␣,✘,✔,✔,✔,✔,2024,02-933-7459,✘,22,19,␣,된,배우자,␣,␣,9311645091,✘,✘,여자,✘,✘,6,gmail.com,✘,쌍의
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/C0001.jpg,hg.unvi3d7x01,✔,3932-90-770503,✘,✔,GANG HYEONGEOL,✔,✘,속되게,4,␣,rnpk6tklvb9j,대전광역시 서구 만년동 12,경상북도 영천시 화산면 효자문안길 37-5 (효정리),✘,여자,제주특별자치도 제주시 애월읍 납읍리 58,ALRC53,010-6815-1368,✔,93-35-258651-16,✘,P89MHSP,1680099741,✔,✘,코오롱글로벌,✘,ou.edu,✘,✘,✘,✔,m_293wztimk,✘,2026,전라남도 진도군 의신면 초사리 416,␣,✘,✘,460-96-87169,✘,✔,02-997-5014,✔,✔,중국교통은행,␣,✔,✘,✘,CTO,홍스쭈꾸미 홍대본점,903-033128-57312,17,이르던,✘,✘,✘,시공명,✘,␣,못하여,✘,✘,␣,✘,✘,␣,제주은행,"냉ㆍ난방장치 및 철물, 수공구 도매업",055-6300-5657,✘,✔,2047/10/4,2006-11-17,061-53-86001,5,✘,✘,✘,✔,✔,␣,053-4924-6236,✘,8,28,보스니아헤르체고비나,추위로,모,␣,21,1306919337,✘,✘,␣,✘,✔,2,ameritech.net,✔,재위
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/C0002.jpg,kl7s5vd,✔,␣,✘,✘,NO JUNHYEOG,✘,✘,아울러,␣,고선표,te-lld1beov63,부산광역시 서구 암남로94번길 37-24 (암남동),충청북도 진천군 이월면 근어길 127-5 (내촌리),✘,남자,전북특별자치도 김제시 공덕면 공덕4길 152 (공덕리),ALRC53,010-2177-7999,✘,95-50-900799-90,✘,PGCFLML,1847465452,✘,✔,농부오빠,✔,ktu.edu,✘,✔,✘,✘,␣,✘,2018,␣,␣,✘,✘,␣,✘,✔,055-9393-9698,✘,✘,신한은행,2022,✘,✔,✘,사장,하우스 오브 아로마티카,␣,1,␣,✘,✘,✘,전담빛,✘,␣,셈을,✘,✘,estu.edu,✘,✔,2188만원,␣,"측정, 시험, 항해, 제어 및 기타 정밀 기기 제조업",␣,✘,✘,1959.12.28,1991년 5월 31일,023-30-80390,␣,✔,✘,✘,✔,✘,2022,064-5997-8727,✘,6,18,크로아티아,전쟁의,␣,추아델,11,1787636835,✘,✔,여자,✔,✘,5,gmx.us,✘,로마의
/mnt/AI_NAS/Data/현대캐피탈/data/images/422/C0003.jpg,z2nucxt5,✘,131-60270334-46,✘,✘,SEOG HAN,✘,✘,␣,␣,상자이,dnrgpterfn_,경상남도 함안군 가야읍 말산2길 9 (말산리),대구광역시 달성군 화원읍 천내리 188,✘,여자,충청남도 보령시 대천동 391-18,ALRC53,010-6967-3749,✘,␣,✘,POGPMW7,9852985684,✔,✘,제주 삼다수,✘,gmail.com,✘,✔,✔,✘,gnith9o14z8,✔,␣,강원특별자치도 홍천군 북방면 돌모루길 117 (성동리),명민석,✘,✘,565-17-35138,✘,✘,042-4009-6783,✘,✘,우리은행,2025,✘,✘,✘,COO,␣,␣,4,␣,✘,✘,✘,편이롬,✘,31,␣,✘,✘,love.com,✘,✔,3321만원,신한은행,"생활용 섬유제품, 의복, 의복 액세서리 및 모피제품 도매업",043-3115-1817,✔,✘,1982.09.24,1952.10.17,206-10-81440,␣,✔,✘,✔,✘,✘,2012,062-4575-2546,✘,␣,23,␣,하다.,손자,팽리나김,17,1744082887,✘,✘,여자,✘,✔,␣,␣,✘,고용주의
