image_path,015,017,022,033,002,032,036,019,008,016,013,026,027,006,023,018,009,021,024,037,035,034,030,020,029,028,011,005,000,003,007,001,025,031,004,012,014,010
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0010.jpg,✔,␣,␣,류예현,"7,500,000",✔,␣,␣,07,␣,07,␣,김서,2025,␣,␣,㈜ 뉴컴퍼니,␣,␣,␣,∅,✔,HD000652,✘,류예현,M27101,2025,1,✔,✘,10,✘,✘,김서,✔,10,권시지,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0011.jpg,✔,␣,␣,임나래슬,4950000,✔,␣,␣,31,␣,31,␣,노나래빛,2025,␣,␣,(주)광명도장산업,␣,␣,␣,∅,✔,K2731002,✘,임나래슬,M29801,2025,1,✔,✘,12,✘,✘,노나래빛,✔,12,소우하나,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0012.jpg,✔,␣,␣,민나수,7350000,✔,␣,␣,9,␣,9,␣,방라민,2025,␣,␣,(주)얼음골 샘물,␣,␣,␣,∅,✔,KD014956,✘,민나수,M29404,2025,1,✔,✘,1,✘,✘,방라민,✔,1,허나래서,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0013.jpg,✔,␣,␣,금유현,"7,500,000",✔,␣,␣,16,␣,16,␣,강수솔,2025,␣,␣,삼성주택㈜,␣,␣,␣,∅,✔,HD035276,✘,금유현,M29102,2025,1,✔,✘,03,✘,✘,강수솔,✔,03,임별지,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0014.jpg,✔,␣,␣,허태현,"2,000,000",✔,␣,␣,23,␣,23,␣,주서현,2025,␣,␣,삼성석유화학(주),␣,␣,␣,∅,✔,K2458584,✘,허태현,M29404,2025,1,✔,✘,05,✘,✘,주서현,✔,05,모우하나,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0015.jpg,✔,␣,␣,하남슬,␣,✔,␣,␣,05,␣,05,␣,여빛은,2025,␣,␣,의료법인라파엘의료재단세명재활의학병원,␣,␣,␣,∅,✔,HD032824,✘,하남슬,M27601,2025,␣,✘,✘,07,✔,✘,여빛은,✘,07,장솔현,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0016.jpg,✔,␣,␣,최채라,␣,✔,␣,␣,19,␣,19,␣,탁준유,2025,␣,␣,개인 용달 (부산90자9450),␣,␣,␣,∅,✔,HD034575,✘,최채라,MH1004,2025,␣,✘,✘,09,✔,✘,탁준유,✘,09,문라재,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0017.jpg,✔,␣,␣,임유지,␣,✔,␣,␣,14,␣,14,␣,양시시영나,2025,␣,␣,현대 운수,␣,␣,␣,∅,✔,KD004003,✘,임유지,M29612,2025,␣,✘,✘,11,✔,✘,양시시영나,✘,11,황보빛초,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0018.jpg,✔,␣,␣,양하나나래,␣,✔,␣,␣,28,␣,28,␣,윤준준,2025,␣,␣,레드마켓,␣,␣,␣,∅,✔,KD026567,✘,양하나나래,M29703,2025,␣,✘,✘,02,✔,✘,윤준준,✘,02,전성준,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0019.jpg,✔,␣,␣,엄준라재시,␣,✔,␣,␣,01,␣,01,␣,위예서,2025,␣,␣,도원 건축사 사무소,␣,␣,␣,∅,✔,KD024848,✘,엄준라재시,M27601,2025,␣,✘,✘,04,✔,✘,위예서,✘,04,하남민유,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0020.jpg,✔,␣,␣,강도도,␣,✔,␣,␣,17,␣,17,␣,임별하나,2025,␣,␣,세림메탈,␣,␣,␣,∅,✔,K2730588,✘,강도도,M29807,2025,␣,✘,✘,06,✔,✘,임별하나,✘,06,길하나하,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0021.jpg,✔,␣,␣,선아호,␣,✔,␣,␣,24,␣,24,␣,박하나연,2025,␣,␣,지윤사다리,␣,␣,␣,∅,✔,H1397304,✘,선아호,M29707,2025,␣,✘,✘,08,✔,✘,박하나연,✘,08,성빛예,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0022.jpg,✔,␣,␣,강예현,␣,✔,␣,␣,10,␣,10,␣,선우수,2025,␣,␣,창하금속 (주),␣,␣,␣,∅,✔,H1397304,✘,강예현,M29404,2025,␣,✘,✘,10,✔,✘,선우수,✘,10,인성태,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0023.jpg,✔,␣,␣,방진채,␣,✔,␣,␣,␣,␣,8,␣,지나래하,␣,␣,␣,칠성개발 ㈜,␣,␣,␣,∅,✔,HD021585,✘,방진채,M27001,2025,␣,✘,✘,␣,✔,✘,지나래하,✘,12,하도채,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0024.jpg,✔,␣,␣,권진진솔서,␣,✔,␣,␣,21,␣,21,␣,남궁슬라,2025,␣,␣,굿뜨모르겐,␣,␣,␣,∅,✔,KD023443,✘,권진진솔서,M27301,2025,␣,✘,✘,01,✔,✘,남궁슬라,✘,01,한윤영,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0025.jpg,✔,␣,␣,황정은연,␣,✔,␣,␣,30,␣,30,␣,장곡시시빛민,2025,␣,␣,삼양 건기,␣,␣,␣,∅,✔,KD018807,✘,황정은연,M29404,2025,␣,✘,✘,03,✔,✘,장곡시시빛민,✘,03,추서도,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0026.jpg,✔,␣,␣,모연영,␣,✔,␣,␣,10,␣,10,␣,천우하나,2025,␣,␣,헤어스톡,␣,␣,␣,∅,✔,KD022453,✘,모연영,M27601,2025,␣,✘,✘,5,✔,✘,천우하나,✘,5,정호빛슬나,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0027.jpg,✔,␣,␣,우예,␣,✔,␣,␣,26,␣,26,␣,최태연,2025,␣,␣,풍창건설기계,␣,␣,␣,∅,✔,H7000001,✘,우예,M29707,2025,␣,✘,✘,7,✔,✘,최태연,✘,7,신솔별,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0028.jpg,✔,␣,␣,반호영,␣,✔,␣,␣,06,␣,06,␣,설라도,2025,␣,␣,유정패션,␣,␣,␣,∅,✔,HD021585,✘,반호영,M27601,2025,␣,✘,✘,09,✔,✘,설라도,✘,09,홍현슬우,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/A0029.jpg,✔,␣,␣,방나래도,␣,✔,␣,␣,20,␣,20,␣,황정진채,2025,␣,␣,소진음악학원,␣,␣,␣,∅,✔,␣,✘,방나래도,M29707,2025,␣,✘,✘,11,✔,✘,황정진채,✘,11,홍윤유,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/D0000.jpg,✔,␣,␣,␣,"2,320,000",✘,1823072685,예희인,␣,␣,␣,6UW397,␣,2038,4,␣,안승지,2015,␣,P91G5G9,∅,✘,␣,✔,빈루민,2T06JKFW,2040,␣,✘,✘,␣,✘,✘,␣,✘,␣,권순빈,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/D0001.jpg,✘,␣,4,맹홍민,"77,460,000",✘,1680945595,맹경룡,6,2022,3,TKFFAC,␣,2039,24,30,␣,2019,␣,PWPI4G8,∅,✘,팽녹원,✔,심명철,␣,2003,1,✘,✘,3,✘,✔,우해중,✔,␣,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/D0002.jpg,✘,␣,␣,함다리나,"25,750,000",✘,9514689430,차아야미,␣,␣,10,␣,가새별,␣,␣,␣,␣,2006,현화성,␣,∅,✘,␣,✘,염병서,␣,2032,6,✘,✘,1,✘,✘,인미기,✔,␣,김성곤,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/D0003.jpg,✔,3,␣,␣,"7,720,000",✘,9422436510,␣,28,2033,␣,K3VSYX,박무엘,2015,21,25,␣,2013,나지강,PHKJ7PU,∅,✔,마승인,✔,은라익,97WA4NOQ,␣,5,✘,✘,4,✘,✔,전서윤,✘,12,단수려,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/D0004.jpg,✘,8,␣,하성효,␣,✔,␣,␣,␣,2023,␣,1DNN9I,어스카이하늘,␣,16,15,␣,2012,␣,PI801HG,∅,✔,인제광,✘,최현선,8BCSB9WL,␣,9,✘,✘,4,✔,✔,명은금,✘,1,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/D0005.jpg,✔,4,6,␣,8870000,✘,1823692895,곽초린,␣,2012,␣,␣,용학균,2023,1,␣,사우수,2001,정두리,P82RY3U,∅,✔,육미겸,✔,경채론,D2IIU5K8,2035,7,✘,✘,␣,✘,✔,장인애,✔,5,황성서,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/D0006.jpg,✔,10,10,기준한,␣,✔,␣,␣,17,2036,20,MNWMY5,국이건,2006,15,25,라은향,2000,␣,PX8C9DR,∅,✔,␣,✔,사공성근,CZZPQ715,2004,␣,✘,✘,7,✘,✘,문용건,✘,4,피차빈,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/D0007.jpg,✔,8,4,옥치영,␣,✘,9557351290,␣,␣,␣,16,␣,송영대,2015,13,␣,민울림,2023,␣,PBGJF1R,∅,✘,␣,✔,육성륜,XIBN4FOM,␣,5,✘,✔,10,✘,✔,곽온서,✔,2,가조원,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/D0008.jpg,✔,4,5,오소월,␣,✔,9116953725,견요준,31,␣,␣,R6X312,경향아,2038,8,13,전환성,␣,␣,␣,∅,✘,전찬일,✘,정유엽,U7THTCSI,2018,2,✘,✘,2,✘,✘,노나빈,✘,12,모근비,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/D0009.jpg,✘,11,7,서문모린,"36,890,000",✘,9518152760,배호경,␣,␣,29,␣,가일찬,2038,25,␣,␣,2005,석하란,␣,∅,✘,정효민,✔,␣,GQIBHW5W,␣,2,✘,✘,␣,✘,✔,방성환,✔,6,예사애,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/D0010.jpg,✔,3,␣,차휘성,␣,✘,␣,남제이미,15,2025,23,W2GAZY,␣,2000,31,␣,목남훈,2008,␣,P77V1MW,∅,✘,반선익,✘,제령인,LUQYMV35,␣,1,✘,✘,␣,✘,✘,임비온,✘,4,도제임스,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/D0011.jpg,✘,␣,11,제윰,"21,940,000",✘,␣,온신혜,␣,␣,3,LE5TC7,␣,2018,16,18,승예을,␣,오부연,P8URDNK,∅,✘,␣,✔,길실비,IMTWI8RP,2032,0,✘,✘,8,✔,✔,갈찬서,✔,9,범제야,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/E0000.jpg,✔,12,8,경태서,"15,120,000",✘,␣,경경애,31,2036,19,␣,␣,2005,7,7,구미기,2011,남궁견빈,IM6W96T,∅,✔,석지온,✔,␣,4MW0S9QO,2035,9,✔,✘,␣,✔,✘,방마디나,✘,8,지원구,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/E0001.jpg,✘,6,5,홍애선,"3,220,000",✘,9146444102,윤호산나,21,2017,␣,␣,손교아,2040,6,25,구용안,2015,차유청,IEQCTZ4,∅,✔,지예라,✔,왕제후,␣,2034,0,✘,✔,␣,✘,✔,제현슬,✘,␣,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/E0002.jpg,✔,10,1,부루건,␣,✘,␣,␣,29,2040,3,KV1KBE,제테사,2013,29,3,곽설유,␣,전세롬,I28JOGM,∅,✔,시단테,✔,␣,␣,␣,7,✘,✔,6,✘,✔,␣,✘,␣,가주효,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/261/F0000.jpg,✔,5,␣,심희송,␣,✔,␣,␣,27,2040,24,␣,␣,␣,22,19,␣,2017,두호웅,␣,∅,✘,␣,✘,␣,␣,2005,␣,✘,✔,8,✘,✘,형채혁,✔,3,␣,✔
