image_path,015,017,022,033,051,002,041,032,056,040,050,036,043,019,008,052,016,013,026,027,055,006,023,038,039,018,042,009,021,024,045,044,037,035,049,034,053,054,030,020,029,028,046,011,005,000,003,007,001,025,031,047,048,004,012,014,010
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/A0029.jpg,✘,✘,␣,✘,␣,✔,✘,␣,␣,␣,␣,␣,␣,✘,✘,␣,✔,✘,␣,␣,␣,✘,110111-8922901,␣,␣,✘,␣,✘,␣,별똥별택배,✘,␣,✘,␣,✔,␣,✘,SP10BCP005,␣,␣,✘,␣,19890805,✘,✘,✔,✘,✘,✘,✔,␣,␣,한아린,✔,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/C0000.jpg,✘,✘,6,✘,062-4496-2341,✔,✔,명인한,ZXIWLSK,상성라,1992/5/2,봉폴린,␣,✔,✘,함사키,✘,✘,1972.01.24,044-3318-2268,9232570065,✘,1986.07.29,1979-09-16,032-2555-7761,✘,2025-01-06,✔,9,␣,✘,␣,✘,␣,✔,2013년 1월 18일,✔,SP10BCP005,2032.05.24,2010,✘,␣,2023-04-02,✔,✘,✘,✔,✘,✔,✘,062-9414-7883,062-9673-0375,␣,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/C0001.jpg,✘,✔,␣,✔,063-6968-5158,✘,✔,두장진,ZRUHDGP,오기탁,␣,차쥬니,063-6266-6599,✘,✔,상규언,✘,✘,␣,062-5973-1323,1557533431,✘,␣,␣,031-1684-9674,✘,1984년 1월 17일,✔,␣,␣,✔,서문혜훈,✘,␣,✔,2047/10/31,✔,SP10BCP005,2017-07-05,2014,✘,방소려,2019.06.30,✔,✘,✘,✘,✘,✘,✔,064-7574-6949,␣,오수성,✔,✘,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/C0002.jpg,✘,✘,25,✔,␣,✘,✔,온환휘,Z35ZXCL,␣,1900-11-17,용영완,055-6152-7853,✘,✘,␣,✘,✔,1915.7.5,␣,9800491417,✘,␣,␣,054-8650-9415,✔,␣,✔,2,␣,✘,육비슬,✔,044-8306-0090,✔,1953.1.20,✘,SP10BCP005,2045/9/28,␣,✘,한새늘,1948년 11월 4일,✘,✘,✔,✘,✔,✘,✘,052-7540-6953,041-3409-4484,␣,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/C0003.jpg,✘,✔,1,✘,062-0474-4704,✘,✘,태신현,ZCSJG4P,␣,1963.01.13,␣,02-787-4319,✘,✔,설병연,✘,✔,2011/4/5,061-6448-1046,1200295996,✔,␣,1979-08-15,043-3855-9401,✘,1987-06-11,✘,8,복의천,✘,탁유이토,✘,␣,✔,1939/5/17,✘,SP10BCP005,1943-05-29,␣,✔,선우한주,1947/3/8,✘,✘,✘,✘,✘,✘,✘,␣,031-7124-3409,어솔영,✘,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/C0004.jpg,✘,✘,3,✔,␣,✔,✔,함세벽,ZKGJXD7,양아야나,␣,동다올,053-5216-5161,✘,✘,안명도,✔,✘,␣,044-8688-2243,9658872520,✔,1924/2/9,1967.4.16,␣,✘,1931/8/13,✘,␣,␣,✔,정레베카,✘,055-1449-9305,✘,1945.10.12,✘,SP10BCP005,1934-02-09,␣,✔,안성하,1935년 1월 5일,✘,✘,✘,✘,✘,✘,✘,␣,02-206-0081,목쥬니,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/C0005.jpg,✘,✘,5,✔,054-3060-8333,✔,✘,마재헌,ZG5IOT6,사공리은,2005.04.30,옥천일,␣,✔,✘,지동학,✘,✔,␣,033-1698-1996,9292570426,✔,2020-10-23,1953년 11월 21일,031-5255-8972,✘,2035년 12월 9일,✔,4,␣,✔,복채빈,✔,063-6509-2380,✘,1951.03.21,✔,SP10BCP005,1943/3/17,2011,✔,빈황대,␣,✘,✔,✔,✘,✘,✘,✘,064-3541-2856,044-1893-5741,␣,✔,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/C0006.jpg,✘,✔,10,✔,␣,✔,✘,␣,Z27CNL5,배본겸,␣,␣,062-8709-9220,✔,✔,민리양,✔,✘,1926-12-15,044-4701-0310,9999633472,✔,␣,1945년 3월 8일,␣,✘,␣,✔,␣,␣,✘,두하림,✔,␣,✘,␣,✔,SP10BCP005,1962년 11월 24일,2010,✔,은가을,1978/5/9,✘,✘,✘,✔,✘,✔,✔,043-7678-8338,033-4262-0272,␣,✘,✘,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/C0007.jpg,✘,✘,19,✘,051-4398-0607,✘,✘,␣,ZF566FH,모기령,1955/7/16,김재훤,041-1769-4600,✔,✘,␣,✔,✔,1934/3/27,051-7366-0707,1020236724,✔,␣,2050년 5월 31일,053-8087-1668,✘,2040-02-12,✘,10,한채온,✔,␣,✔,054-3025-9127,✔,2001.01.11,✔,SP10BCP005,2044-08-15,2022,✔,명신원,2015.12.01,✘,✘,✘,✘,✘,✘,✔,044-6248-7165,054-6216-3183,복혜윤,✘,✘,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/C0008.jpg,✘,✘,4,✘,␣,✔,✘,여하울,Z0NN2S3,주다샘,1992년 12월 1일,송양순,02-334-6641,✘,✔,양영생,✔,✘,2044/11/4,␣,9494767771,✘,1941/4/18,␣,033-4140-7016,✘,1954.01.15,✔,␣,차현석,✘,정유제,✘,053-5897-3916,✔,2015년 1월 19일,✘,SP10BCP005,1900/8/22,2013,✘,제홍서,1945.8.15,✘,✘,✘,✘,✘,✘,✔,041-2727-6727,063-0459-5363,차은채,✘,✘,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/C0009.jpg,✘,✘,26,✔,051-4209-6447,✘,✘,서구원,Z0M086E,␣,␣,안관중,033-1103-3586,✘,✘,␣,✘,✘,␣,␣,9414108715,✘,␣,1996.6.11,061-1623-0952,✘,1917.12.23,✘,11,반순옥,✔,오에다,✔,␣,✘,2032년 4월 4일,✔,SP10BCP005,1933년 3월 20일,2026,✘,␣,␣,✘,✘,✘,✔,✘,✘,✘,055-8911-9135,␣,연스즈,✘,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/C0010.jpg,✘,✔,␣,✔,033-1591-2892,✔,✔,우히엘,Z3UUSXB,천준형,1960-06-29,호베일리,064-8844-3646,✘,✘,상승혁,✘,✘,1973.05.17,␣,1839752986,✘,␣,2034-11-22,054-9167-6796,✔,1985.1.25,✘,␣,나하슬,✔,강핀아,✘,␣,✔,1926.4.9,✔,SP10BCP005,2025/10/8,␣,✔,전세비,1927-07-05,✔,✘,✔,✘,✘,✘,✔,061-9248-7247,␣,␣,✘,✘,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/C0011.jpg,✘,✘,25,✔,031-3094-7118,✘,✘,구주열,Z5RTLEQ,␣,1905년 8월 10일,왕려홍,␣,✔,✘,반윤소,✘,✘,1979/6/26,032-3634-2598,1241880336,✘,1965-06-06,␣,␣,✘,1989-05-29,✘,␣,사공빛찬,✘,손에벨린,✔,055-586-0011,✔,1936/11/25,✔,SP10BCP005,1937-04-11,2010,✘,손정온,␣,✘,✘,✘,✔,✔,✔,✘,055-2586-0511,053-853-5376,윤희영,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/C0012.jpg,✘,✘,␣,✘,043-6128-4974,✘,✘,심사토미,Z2RHK6R,상영진,2024-02-11,갈경무,␣,✘,✔,곽의한,✔,✘,1947년 5월 25일,041-3041-3663,9462312263,✘,␣,1983.5.6,␣,✘,1948.04.18,✘,5,빈제환,✘,변가영,✘,␣,✔,2006년 3월 16일,✔,SP10BCP005,␣,2019,✔,예가한,1923년 5월 10일,✘,✘,✘,✔,✘,✘,✔,055-9776-8300,052-347-8260,송기표,✔,✔,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/C0013.jpg,✘,✘,␣,✔,064-8231-9128,✘,✔,␣,ZEKUA6C,␣,1963/12/7,␣,031-7857-0993,✘,✘,천나솔,✔,✘,␣,052-6198-2547,1343879621,✔,2006.12.27,1900-07-23,063-3415-4850,✘,2029년 12월 4일,✔,7,배우기,✔,␣,✔,053-4203-3166,✔,1971년 5월 2일,✔,SP10BCP005,1937-02-22,␣,✔,␣,␣,✔,✘,✘,✘,✘,✔,✘,032-6048-7647,054-3833-8091,␣,✘,✘,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/D0000.jpg,✔,✔,11,✔,031-5164-6562,✔,✘,하사훈,HG68HHE,호운채,␣,손우협,053-6864-6669,✔,✘,서준필,✔,✔,2033.12.31,032-340-4659,1924148094,✘,1968.1.30,␣,␣,✘,2035-07-26,✘,3,설리한,✘,노화율,✔,␣,✘,␣,✘,SP10BCP005,1923.04.02,2003,✘,␣,1906년 11월 14일,✘,✔,✔,✔,✘,✔,✘,044-3343-8658,␣,공준선,✘,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/D0001.jpg,✘,✘,8,✘,␣,✘,✘,승사비,␣,함아야,1973년 9월 16일,김성복,043-5637-4303,✘,✔,명제석,✔,✔,2013/3/9,053-3252-4003,1146254303,✔,␣,1978.5.31,␣,✘,1930/2/10,✔,11,소경헌,✘,허현범,✔,␣,✘,␣,✔,SP10BCP005,1942-06-26,␣,✘,도도전,1975-10-02,✔,✘,✔,✘,✘,✘,✔,02-608-7525,␣,␣,✘,✘,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/D0002.jpg,✘,✔,31,✔,051-881-2706,✔,✘,␣,␣,문해님,␣,형상아,042-9672-2991,✘,✘,간리에,✔,✘,1965.01.11,032-5474-5457,9126923910,✔,1923년 2월 27일,1908.7.23,044-8678-8995,✘,2001.4.19,✘,11,␣,✘,국영현,✔,064-1915-4659,✔,␣,✔,SP10BCP005,␣,2032,✘,␣,1953년 7월 20일,✘,✘,✘,✘,✘,✘,✘,054-7899-4602,043-9652-7418,맹제나,✘,✘,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/D0003.jpg,✘,✘,␣,✘,053-9662-4968,✘,✔,␣,HO4Y56I,␣,1946-03-12,주행실,042-0237-1506,✔,✘,선대인,✘,✘,2014년 5월 1일,␣,9113745524,✔,1944.01.17,2033.07.26,␣,✘,2025.04.07,✘,5,염연비,✔,상학규,✔,053-9062-7766,✘,␣,✘,SP10BCP005,1933.3.6,␣,✘,황보영,1915/4/8,✔,✘,✘,✘,✘,✘,✔,043-8445-9474,031-4708-6212,␣,✔,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/D0004.jpg,✘,✔,8,✘,044-5463-6856,✔,✘,옥강솔,␣,목휘윤,␣,맹율이,053-2851-0298,✘,✘,길무준,✔,✘,␣,053-9287-0251,␣,✘,␣,1922-10-25,␣,✘,1937/12/15,✘,5,천희광,✘,박호담,✔,041-3608-4680,✔,␣,✔,SP10BCP005,2025-07-15,2024,✔,␣,␣,✘,✔,✘,✘,✘,✘,✘,043-3746-6703,␣,유노엘라,✔,✘,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/D0005.jpg,✘,✔,␣,✘,␣,✔,✘,␣,␣,여성환,2017-11-09,␣,063-9331-6278,✘,✘,황보서린,✘,✘,␣,031-8858-4155,1579884249,✔,1902.09.07,␣,031-0980-7955,✘,2024년 9월 17일,✔,10,␣,✘,모연효,✔,041-8804-2689,✔,␣,✘,SP10BCP005,1909/6/16,2015,✘,␣,1953년 5월 27일,✔,✔,✘,✔,✘,✘,✘,␣,032-9327-7190,민학균,✘,✔,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/D0006.jpg,✘,✘,15,✔,051-9210-4513,✔,✔,음세빈,H1MB403,␣,␣,염은연,␣,✘,✔,␣,✘,✘,1996년 2월 9일,␣,1437680563,✘,2007/2/20,␣,043-4997-5459,✔,1945.03.29,✔,␣,사공아리,✘,이나준,✔,053-7117-3828,✘,␣,✔,SP10BCP005,1982.01.30,␣,✔,␣,1931/6/3,✘,✔,✔,✔,✘,✘,✘,042-5000-3473,␣,강보리,✘,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/D0007.jpg,✘,✘,8,✘,␣,✔,✘,유효온,HVNJHAE,사공도임,␣,김민웅,042-6772-6380,✘,✘,추소아,✘,✘,1922.04.29,064-0799-4995,␣,✘,1981년 7월 21일,1944-09-08,055-1694-8521,✘,1976/1/12,✘,12,오로미나,✘,␣,✔,055-1442-3764,✔,␣,✘,SP10BCP005,1999.2.21,2005,✔,어금옥,1962-06-15,✘,✘,✔,✘,✘,✘,✘,032-4331-7954,032-7229-1215,조결월,✘,✔,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/D0008.jpg,✘,✘,30,✔,054-0352-1194,✘,✘,␣,HNP5545,␣,2013/6/17,상규,␣,✘,✔,승언빈,✘,✘,2026년 4월 1일,042-1987-7708,␣,✘,1951.3.31,1987/2/6,044-450-5381,✘,1946.05.02,✘,2,견미규,✔,␣,✔,␣,✘,1984-06-04,✘,SP10BCP005,1991.4.3,2000,✔,김제선,1927/5/12,✘,✘,✘,✔,✔,✘,✘,063-7232-8424,052-4079-7766,␣,✘,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/D0009.jpg,✘,✘,␣,✔,031-4440-1531,✘,✔,␣,HO2KOY0,오릉화,2013.2.12,음양화,␣,✔,✔,␣,✘,✔,1984.09.02,062-4448-4148,9901609412,✘,1990.4.5,1912-10-07,02-335-8979,✘,2023/12/30,✘,8,사윤강,✔,염규음,✘,064-5047-2961,✘,1987.02.15,✔,SP10BCP005,1929/7/3,2024,✔,명장하,2002년 9월 6일,✘,✘,✘,✔,✘,✘,✔,041-4768-5686,055-4645-8789,상새미,✔,✘,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/438/D0010.jpg,✔,✘,␣,✘,031-544-9621,✘,✘,␣,H89URD8,사공유하,2019.5.18,추하희,02-799-4064,✔,✔,성해을,✘,✘,1930.04.21,062-9625-6571,1933696658,✔,2018-07-14,2030.09.18,043-9146-0324,✔,1991-12-04,✔,␣,반훈정,✘,이우빈,✔,063-4586-4907,✘,1984-05-16,✘,SP10BCP005,1921.10.08,2017,✘,남궁준탁,␣,✘,✘,✘,✔,✘,✘,✘,063-7805-7812,054-8879-8063,제닛시,✘,✔,✘,✘
