image_path,015,017,022,088,082,002,041,040,050,019,008,052,026,006,042,009,024,045,058,083,076,049,081,020,029,064,028,068,011,072,003,007,001,025,077,047,063,014,010,060,087,089,061,065,051,033,090,062,032,085,056,091,074,036,043,059,067,016,079,013,055,023,038,039,018,021,044,037,035,057,080,069,084,071,034,053,070,054,030,046,086,092,005,000,075,066,048,031,073,004,012,027,078
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0010.jpg,✘,✘,팀장,␣,␣,05-50-1234-51,✔,✘,✘,✔,✘,✘,␣,✔,✘,✘,032-440-2000,✘,✘,␣,곽현,✘,␣,인천 광역 시청,✘,␣,✘,␣,✘,␣,␣,✘,2010.08.25,␣,✔,✘,✘,✘,✘,✘,␣,✘,✘,✘,✘,✘,AKLA54,✘,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,인천 부평구 부평대로 22,✘,✘,✘,도시계획과,✘,✘,✘,✔,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,인천시장,␣,✔,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0011.jpg,✘,✘,␣,차하나준,대표,06-51-5678-52,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,␣,✘,✘,차하나준,차하나준,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✔,2011.07.29,␣,✔,✘,✘,✘,✘,✘,29,✔,✘,✔,✘,✘,AKLA54,✘,✘,2025,␣,␣,␣,✘,✘,✔,␣,✘,Cha Ha Na Jun,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,19850114,␣,✔,␣,✘,✘,␣,✘,✘,✘,7,␣,␣,대전시장,␣,✘,✔,✘,␣,␣,␣,✘,차하나준
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0012.jpg,✘,✘,␣,␣,␣,07-52-9012-53,✘,✘,✘,✔,✔,✘,␣,✘,✘,✘,␣,✘,✘,␣,최진초,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✘,2004.07.30,␣,✔,✘,✘,✘,✘,✔,␣,✘,✘,✔,✘,✘,AKLA54,✘,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,서울시장,␣,✘,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0013.jpg,✘,✘,␣,␣,␣,08-53-3456-54,✘,✘,✘,✔,✘,✘,␣,✘,✘,✔,␣,✘,✘,␣,차채연빛우,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✘,1993.10.20,␣,✔,✘,✘,✘,✘,✘,␣,✘,✔,✘,✘,✘,AKLA54,✘,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,강원시장,␣,✘,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0014.jpg,✘,✘,␣,␣,␣,09-54-7890-55,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,␣,✘,✘,␣,육수하나,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✘,2001.02.15,␣,✔,✘,✘,✘,✔,✘,␣,✘,✘,✔,✘,✘,AKLA54,✔,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,울산시장,␣,✘,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0015.jpg,✘,✘,사무관,␣,␣,10-55-1234-56,✔,✘,✘,✔,✘,✘,␣,✔,✘,✘,052-229-7000,✘,✘,␣,맹재빛,✘,␣,울산광역시청,✘,␣,✘,␣,✘,␣,␣,✘,1996.04.25,␣,✔,✘,✘,✘,✘,✘,␣,✘,✘,✘,✘,✘,AKLA54,✘,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,울산 남구 삼산로 260,✘,✘,✘,환경정책과,✘,✘,✘,✔,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,울산시장,␣,✔,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0016.jpg,✘,✘,␣,류슬준,사장,11-56-5678-57,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,␣,✘,✘,류슬준,류슬준,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✔,1996.08.06,␣,✔,✘,✘,✘,✘,✘,␣,✔,✘,✔,✘,✘,AKLA54,✘,✘,␣,␣,␣,␣,✘,✘,✔,␣,✘,Ryu Seul Jun,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,1985-02-16,␣,✔,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,부산시장,␣,✘,✔,✘,␣,␣,␣,✘,류슬준
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0017.jpg,✘,✘,␣,␣,␣,12-57-9012-58,✘,✘,✘,✔,✔,✘,␣,✘,✘,✘,␣,✘,✘,␣,하라영라,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✘,2012.10.08,␣,✔,✘,✘,✘,✘,✔,␣,✘,✘,✔,✘,✘,AKLA54,✘,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,서울시장,␣,✘,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0018.jpg,✘,✘,␣,␣,␣,13-58-3456-59,✘,✘,✘,✔,✘,✘,␣,✘,✘,✔,␣,✘,✘,␣,성하나예,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✘,2014.04.22,␣,✔,✘,✘,✘,✘,✘,␣,✘,✔,✔,✘,✘,AKLA54,✘,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,서울시장,␣,✘,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0019.jpg,✘,✘,␣,␣,␣,14-59-7890-60,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,␣,✘,✘,␣,마윤나래,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✘,2005.02.21,␣,✔,✘,✘,✘,✔,✘,␣,✘,✘,✔,✘,✘,AKLA54,✔,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,인천시장,␣,✘,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0020.jpg,✘,✘,과장,␣,␣,00-60-1234-61,✘,✘,✘,✔,✘,✘,␣,✔,✘,✘,032-440-2000,✘,✘,␣,손우,✘,␣,인천광역시청,✘,␣,✘,␣,✘,␣,␣,✘,2009.10.29,␣,✔,✘,✘,✘,✘,✘,␣,✘,✘,✘,✘,✘,AKLA54,✘,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,인천 부평구 부평대로 22,✘,✘,✘,교통정책과,✘,✘,✘,✔,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,인천시장,␣,✔,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0021.jpg,✘,✘,␣,염태연나래,대표,01-61-5678-62,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,␣,✘,✘,염태연나래,염태연나래,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✔,2016.11.22,␣,✔,✘,✘,✘,✘,✘,␣,✔,✘,✔,✘,✘,AKLA54,✘,✘,␣,␣,␣,␣,✘,✘,✔,␣,✘,Yeom Tae Yeon Na Rae,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,1985-03-22,␣,✔,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,대구시장,␣,✘,✔,✘,␣,␣,␣,✘,염태연나래
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0022.jpg,✘,✘,␣,␣,␣,02-62-9012-63,✘,✘,✘,✔,✔,✘,␣,✘,✘,✘,␣,✘,✘,␣,구하나,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✘,1996.10.25,␣,✔,✘,✘,✘,✘,✔,␣,✘,✘,✔,✘,✘,AKLA54,✘,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,서울시장,␣,✘,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0023.jpg,✘,✘,␣,␣,␣,03-63-3456-64,✘,✘,✘,✔,✘,✘,␣,✘,✘,✔,␣,✘,✘,␣,원아태,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✘,2025.03.19,␣,✔,✘,✘,✘,✘,✘,␣,✘,✔,✔,✘,✘,AKLA54,✘,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,울산시장,␣,✘,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0024.jpg,✘,✘,␣,␣,␣,04-64-7890-65,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,␣,✘,✘,␣,황보유서,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✘,2018.01.25,␣,✔,✘,✘,✘,✔,✘,␣,✘,✘,✔,✘,✘,AKLA54,✔,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,경기시장,␣,✘,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0025.jpg,✘,✘,주무관,␣,␣,05.65.1234.66,✔,✘,✘,✔,✘,✘,␣,✔,✘,✘,053.601.2000,✘,✘,␣,방도나,✘,␣,대구광역시청,✘,␣,✘,␣,✘,␣,␣,✘,1990.06.04,␣,✔,✘,✘,✘,✘,✘,␣,✘,✘,✘,✘,✘,AKLA54,✘,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,대구 중구 달구벌대로 201,✘,✘,✘,경제정책과,✘,✘,✘,✔,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,대구시장,␣,✔,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0026.jpg,✘,✘,␣,전도준,사장,06.66.5678.67,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,␣,✘,✘,전도준,전도준,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✔,1998.03.16,␣,✔,✘,✘,✘,✘,✘,␣,✔,✘,✔,✘,✘,AKLA54,✘,✘,␣,␣,␣,␣,✘,✘,✔,␣,✘,Jeon Do Jun,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,1985-05-30,␣,✔,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,세종시장,␣,✘,✔,✘,␣,␣,␣,✘,전도준
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0027.jpg,✘,✘,␣,␣,␣,07-67-9012-68,✘,✘,✘,✔,✔,✘,␣,✘,✘,✘,␣,✘,✘,␣,길나래예,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✘,2013.10.11,␣,✔,✘,✘,✘,✘,✔,␣,✘,✘,✔,✘,✘,AKLA54,✘,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,경기시장,␣,✘,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0028.jpg,✘,✘,␣,␣,␣,08-68-3456-69,✘,✘,✘,✔,✘,✘,␣,✘,✘,✔,␣,✘,✘,␣,소나래별,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✘,2001.12.28,␣,✔,✘,✘,✘,✘,✘,␣,✘,✔,✔,✘,✘,AKLA54,✘,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,부산시장,␣,✘,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/A0029.jpg,✘,✘,␣,␣,␣,09-69-7890-70,✘,✘,✘,✔,✘,✘,␣,✘,✘,✘,␣,✘,✘,␣,지나래나,✘,␣,␣,✘,␣,✘,␣,✘,␣,␣,✘,2017.05.17,␣,✔,✘,✘,✘,✔,✘,␣,✘,✘,✔,✘,✘,AKLA54,✔,✘,␣,␣,␣,␣,✘,✘,✘,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,✘,✘,✘,✘,␣,␣,✘,␣,✘,✘,␣,✘,✘,✘,␣,␣,␣,대구시장,␣,✘,✔,✘,␣,␣,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/D0000.jpg,✘,✘,␣,␣,전임,81-14-646135-55,✘,✔,✘,✘,✘,✘,4758만원,✔,✔,✘,␣,✘,✘,손래현,남궁채상,✔,␣,CBS,✘,쇳가루가,✘,1298-87-642919,✘,용헌우,우즈베키스탄,✔,␣,19,✔,✔,✘,✘,✔,✔,1,✔,✘,✔,✘,✘,AKLA54,✘,✘,2038,벌임새,1636213539,8,✘,✘,✘,도이체방크,✔,GWON BOM-A,✔,✔,경기도 평택시 용이동 592-6,✘,✘,✔,두,✘,✔,✘,✔,␣,기용후,✔,2043년 7월 20일,✔,✘,␣,✔,✔,✘,4,␣,여자,놀라,27,✘,✘,✔,2021,180-46-85513,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/D0001.jpg,✘,✔,상무,␣,␣,57-83-633126-06,✘,✘,✘,✘,✔,✘,␣,✘,✘,✘,063-9315-2278,✘,✘,공달리,고제원,✔,세르비아,␣,✘,어근.,✘,012-768001-04413,✘,구한빛,일본,✘,1930.9.21,6,✔,✘,✘,✘,✘,✘,20,✘,✘,✘,✘,✘,AKLA54,✘,✘,␣,없음.,9503901624,4,✘,✘,✔,한국은행,✔,SEO JIN-U,✘,✘,경기도 평택시 오성면 안화길 218-3 (안화리),✘,✘,✔,기둥.,✔,✔,✘,✘,1982.8.24,복귀애,✘,1923-11-07,✘,✘,손자녀,✘,✔,✔,3,LWPX2NM,여자,␣,␣,✔,✘,✔,␣,466-53-03525,바쁜,✘,조연식
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/D0002.jpg,✘,✔,사원,허혜다,감사,58-22-022023-90,✘,✔,✘,✘,✘,✘,2895만원,✘,✔,✘,043-9220-2314,✘,✘,천수린,␣,✔,세르비아,비엔그룹,✔,있는,✔,8243-49-738357,✘,목기광,우루과이,✔,2032-10-18,28,✘,✔,✔,✘,✔,✔,7,✘,✔,✘,✘,✔,AKLA54,✘,✔,␣,연주하는,9017893291,5,✔,✔,✘,수협은행,✘,O AJUNG,✔,✘,울산광역시 중구 태화동 852-10,✘,✘,✔,␣,✘,✘,✘,✘,1963-4-29,채셀리나,✔,1969.04.20,✔,✔,조부,✔,✘,✘,2,␣,␣,또는,24,✘,✘,✔,␣,553-85-68291,섞인,✔,범우원
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/D0003.jpg,✘,✘,실장,진리우,CIO,␣,✘,✔,✔,✘,✔,✔,␣,✘,✘,✘,␣,✔,✘,탁동비,승해심,✘,␣,␣,✘,␣,✘,149-254485-710,✘,좌차운,인도네시아,✘,␣,␣,✘,✘,✘,✘,✔,✔,31,✘,✘,✘,✘,✘,AKLA54,✔,✘,2015,선생,1723356068,␣,✘,✔,✘,중소기업은행,✘,␣,✔,✘,부산광역시 강서구 강동동 250-22,✔,✘,✘,␣,✘,✔,✔,✘,␣,여인화,✘,2022년 5월 6일,✘,✘,␣,✘,✔,✔,␣,LNCH9RN,여자,때리는,␣,✘,✘,✘,2018,138-97-66192,␣,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/D0004.jpg,✘,✘,선임,␣,부사장,72-31-813338-04,✔,✔,✘,✔,✘,✘,3210만원,✘,✔,✘,063-4575-9518,✘,✔,천이란,백보듬,✘,과테말라,안강건설,✘,␣,✘,305176-96-667866,✔,홍엘로라,네덜란드,✘,1943.12.30,17,✘,✔,✘,✘,✘,✘,12,✘,✘,✔,✘,✘,AKLA54,✔,✔,␣,빈델반트의,9092526704,2,✔,✔,✔,부산은행,✔,MA HAHYEON,✔,✘,"충청남도 천안시 동남구 목천읍 미죽로 490 (소사리, (주)서창태크)",✔,✔,✘,기록.,✘,✘,✘,✘,1965/1/1,감찬원,✔,␣,✘,✘,␣,✘,✘,✘,5,LWDA73T,남자,"오리온자리,",␣,✘,✘,✘,␣,484-91-73744,당분이,✘,두율호
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/D0005.jpg,✘,✘,CMO,피실비아,선임,91-82-324342-45,✘,✘,✔,✘,✔,✘,␣,✔,✔,✘,02-886-0448,✔,✘,상알리스,␣,✘,␣,고려산업,✘,␣,✘,␣,✘,좌제나,␣,✘,2010.04.10,␣,✔,✘,✘,✘,✔,✘,13,✔,✘,✘,✔,✘,AKLA54,✘,✘,2014,␣,9956534867,12,✘,✘,✘,미쓰비시UFJ은행,✔,JO SEUNGTAEG,✘,✘,␣,✘,✔,✘,서남쪽,✘,✘,✘,✘,1966.03.04,방민헌,✘,1961.05.23,✘,✘,조부모,✘,✘,✘,␣,␣,남자,가장,21,✔,✔,✘,2017,␣,어떤,✘,최란나
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/D0006.jpg,✘,✘,상무,␣,센터장,␣,✘,✔,✘,✘,✘,✘,␣,✘,✘,✔,␣,✘,✘,소효범,␣,✘,멕시코,␣,✘,␣,✘,738-262656-65,✘,홍하름,세르비아,✘,␣,3,✔,✘,✘,✔,✘,✘,␣,✘,✘,✘,✘,✘,AKLA54,✘,✘,2027,베니하산,1716188285,3,✘,✘,✘,우리은행,✘,␣,✘,✘,충청남도 보령시 주교면 신대리 129,✔,✘,✘,센,✘,✔,✔,✘,␣,간홍윤,✘,1993/9/30,✘,✘,손자녀,✘,✘,✔,␣,LJ8TN0I,␣,한,29,✘,✔,✔,␣,960-47-59222,이루어,✘,동경하
/mnt/AI_NAS/Data/현대캐피탈/data/images/255/E0000.jpg,✘,✘,연구원,손아야가,회장,00-07-609601-23,✘,✘,✔,✔,✘,✔,2435만원,✔,✘,✘,062-6738-9410,✘,✘,범담리,␣,✔,아랍에미리트,고려개발,✘,"것으로,",✔,804-21742630-88,✘,봉소의,슬로바키아,✘,␣,8,✔,✔,✘,✘,✘,✔,␣,✘,✘,✘,✘,✔,AKLA54,✘,✘,␣,담의,␣,␣,✘,✔,✘,␣,✘,HAM SEONHU,✘,✔,␣,✔,✔,✘,␣,✘,✔,✔,✔,1915-12-05,권강섭,✘,␣,✘,✘,자녀,✔,✘,✔,2,␣,남자,뚫다.,28,✔,✘,✘,2004,346-38-34646,␣,✔,예라준
