image_path,011,005,000,003,007,001,006,002,004,009,010,008
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0012.jpg,␣,␣,✔,✔,반준하,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0013.jpg,␣,␣,✔,✔,홍호서,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0014.jpg,␣,␣,✔,✔,전시별,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0015.jpg,␣,␣,✔,✔,최유시,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0016.jpg,␣,␣,✔,✔,박진우,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0017.jpg,␣,␣,✔,✔,노유진,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0018.jpg,␣,␣,✔,✔,여연민,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0019.jpg,␣,␣,✔,✔,류도유,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0020.jpg,␣,␣,✘,✔,양영진,✔,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0021.jpg,␣,␣,✔,✔,육영윤,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0022.jpg,␣,␣,✔,✔,사공연,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0023.jpg,␣,␣,✔,✔,박현우,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0024.jpg,␣,␣,✔,✔,홍나현,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0025.jpg,␣,␣,✔,✔,맹민서,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0026.jpg,␣,␣,✔,✔,차재우,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0027.jpg,␣,␣,✔,✔,나연수,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0028.jpg,␣,␣,✔,✔,공시빛,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/A0029.jpg,␣,␣,✔,✔,서문우,✘,␣,✘,␣,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/D0000.jpg,SL0MXW1,11,✘,✘,단현섭,✘,16,✘,2040,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/D0001.jpg,␣,␣,✘,✘,임권상,✔,␣,✔,␣,SP13ZFF002,9064586338,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/D0002.jpg,S9BEHJI,7,✔,✘,␣,✘,␣,✘,2020,SP13ZFF002,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/D0003.jpg,SDKLK3H,␣,✘,✔,천태양,✔,7,✘,␣,SP13ZFF002,1006163453,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/D0004.jpg,SPO0S8P,2,✘,✘,선리에나,✘,10,✘,␣,SP13ZFF002,1679911784,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/094/E0000.jpg,EK6V6TZ,␣,✔,✔,␣,✔,28,✘,␣,SP13ZFF002,1544261975,✘
