image_path,015,017,022,088,082,002,041,040,050,096,098,019,008,052,026,042,100,009,024,045,058,102,101,083,076,049,081,020,029,064,028,068,011,072,077,003,007,001,025,047,063,014,010,060,087,089,095,061,065,099,051,033,090,097,062,032,085,056,091,074,036,043,103,059,067,016,079,013,055,023,038,039,018,021,093,044,037,035,057,080,069,084,071,034,053,070,054,030,046,086,092,094,005,000,075,066,048,031,073,004,012,027,078,104
/mnt/AI_NAS/Data/현대캐피탈/data/images/627/C0012.jpg,✘,✔,모피 및 가죽 제조업,✘,✘,␣,✘,✔,✘,감미성,␣,✘,␣,✘,✘,✘,빈규성,052-9216-1651,✘,✔,✘,AULM37,✔,속한다.,✘,✘,✘,✔,✔,2018/10/4,✔,경상남도 창녕군 영산면 봉암리 209-6,02-304-9489,2029,✔,624-39-20249,␣,팽엘리,✔,945-239805-631,캄보디아,liverpool.ac.uk,충청남도 공주시 탄천면 대학동길 49 (대학리),남쪽의,✔,✘,1913.1.31,선우세흰,010-4193-3945,16,✘,BIN HUIJAE,있다.,2017,SEONG OLLIBI-AGIM,목시몬,✘,✘,␣,23,␣,␣,1132266887,✔,프로젝트 매니저,✘,✘,vvyio1ypy,5,✘,uv7ihh7-6to,pacbell.net,✔,✔,봉보련,daum.net,✔,␣,✔,✔,␣,✘,✘,2024년 3월 11일,✘,✘,✘,풍속이다.,✔,✔,7159-72-046948,␣,1908.12.12,1425917419,사소아,␣,한국씨티은행,하다,␣,␣,063-5836-6388,✘,✘,U5CMMDK
/mnt/AI_NAS/Data/현대캐피탈/data/images/627/C0013.jpg,✘,✘,사회보장보험업,✘,✔,␣,✘,✘,✘,박종권,␣,✘,대구광역시 동구 효목동 483-8,✘,✔,✘,␣,062-8185-7766,✘,✘,✘,AULM37,✔,시작하였다.,✔,✘,✔,✔,✔,2034.4.29,✘,전북특별자치도 완주군 소양면 명덕리 744-3,044-7968-7695,2023,✘,379-63-38381,␣,␣,✘,843-259199-10,벨기에,␣,경기도 이천시 율면 주래본죽로526번길 6 (본죽리),새부,✔,✘,1964/2/19,맹동진,010-3228-9212,21,✔,GU LOHWA,␣,2016,␣,␣,✘,✘,BNP파리바,␣,오스트리아,r1dojizuo22b,9824000898,✔,COO,✘,✔,␣,␣,✘,kh8uy7bjtn,inbox.com,✔,✘,위월아,iowa.gov,✘,␣,✘,✘,064-6338-0253,✔,✘,1919/9/22,✘,✘,✔,␣,✔,✘,424-861966-558,배우자,1961/7/28,1882768019,두은류,국제적으로,신한은행,␣,11,␣,053-0768-5557,✔,✘,UX4EWVR
/mnt/AI_NAS/Data/현대캐피탈/data/images/627/C0014.jpg,✘,✘,항공기용 엔진 및 부품 제조업,✘,✘,PI JIMONG,✔,✘,✔,␣,4,✘,강원특별자치도 삼척시 근덕면 본동길 21-158 (동막리),✔,✘,✔,␣,042-7175-1426,✘,✘,✘,AULM37,✔,␣,✔,✘,✘,✘,✘,2032/5/1,✘,서울특별시 금천구 시흥동 848-2 (대림베스트빌),062-865-8373,␣,✔,367-42-27870,룩셈부르크,설희람,✘,680386-53-842995,레바논,glover.com,경기도 남양주시 이패동 400-1,전에,✘,✔,2007년 7월 15일,전연서,010-4493-0070,19,✘,BONG JEOSEUTIN,␣,2012,HWANG HYE-YUM,안나온,✘,✘,␣,␣,␣,␣,1468922454,✘,상무,✘,✘,qe0csghv,13,✘,zqx7njx5,␣,✘,✔,하오겸,␣,✘,남자,✔,✘,␣,✘,✘,1984.10.23,✘,✔,✘,␣,✘,✘,780-90559322-73,␣,␣,9289751517,사익훈,␣,␣,오두방정.,␣,854-18-04975,033-7320-9633,✔,✘,UU3CBU7
/mnt/AI_NAS/Data/현대캐피탈/data/images/627/D0000.jpg,✘,✘,"연료, 연료용 광물 및 관련제품 도매업",✘,✔,MYEONG HYOJI,✘,✘,✔,목야엘,6,✘,␣,✔,✘,✘,모온세,051-6604-8058,✔,✘,✔,AULM37,✔,핀다.,✘,✘,✔,✘,✔,␣,✘,␣,␣,2020,✘,601-91-58408,아프가니스탄,배플로렌시아,✘,614-03319042-76,홍콩,amazon.com,강원특별자치도 강릉시 강동면 율곡로 2181-19 (상시동리),중제04,✘,✘,␣,인생명,␣,31,✔,SEUNG HANCHAE,수집하다.,␣,YONG LU-I,민진세,✘,✔,수협은행,11,␣,m0kr049,1397581413,✘,␣,✔,✘,im9a8q4v,27,✘,kkrn9a_99s7k,fantasymail.com,✔,✘,국명미정,iemail.com,✘,여자,✘,✔,02-417-6887,✘,✘,␣,✔,✘,✘,세상,✔,✘,3133-71-187220,아들,1914.08.04,9108712324,동신아,한낮이,JP모건체이스,당파를,␣,498-39-22405,064-8255-8056,✘,✘,UKQ16QE
/mnt/AI_NAS/Data/현대캐피탈/data/images/627/D0001.jpg,✔,✔,기타 스포츠 서비스업,✔,✔,␣,✘,✔,✘,␣,4,✔,인천광역시 부평구 원적로305번길 14-1 (산곡동),✔,✘,✔,예승재,␣,✘,✘,✘,AULM37,✘,침전에서의,✘,✘,✘,✘,✘,1998-07-15,✔,␣,044-6834-5393,2002,✘,073-02-26374,␣,차현정,✘,093104-97-973061,코스타리카,kakao.com,경상남도 진주시 중안동 15-2,␣,✘,✘,␣,␣,␣,␣,✘,NO HYEONGMO,쏟아짐.,2017,GYEONG HYOJONG,␣,✘,✔,ANZ은행,17,캄보디아,g8hkj-rzo,9531846059,✘,이사,✘,✔,xz2nbt.b3l,15,✘,␣,iowa.gov,✘,✘,경다린,␣,✘,␣,✔,✘,062-0237-4451,✘,✘,1919년 5월 25일,✘,✘,✘,나다.,✘,✘,215-073500-58,조모,2028-04-18,␣,방기효,전상하여,한국은행,␣,5,␣,061-2957-7011,✔,✔,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/627/D0002.jpg,✔,✘,"자료 처리, 호스팅 및 관련 서비스업",✘,✔,␣,✘,✘,✔,␣,␣,✘,충청남도 천안시 서북구 쌍용동 598,✔,✘,✘,황보형윤,053-3950-6782,✘,✔,✘,AULM37,✔,도로를,✔,✘,✘,✘,✘,1957.03.07,✔,␣,031-4866-2670,2000,✘,490-96-78107,␣,어류아,✔,1176-48-980595,오스트리아,keio.jp,␣,음행,✘,✘,␣,장현녕,010-0297-7812,24,✔,PYEON JAEBAEG,에이디에프0,␣,␣,␣,✘,✔,소시에테제네랄,␣,싱가포르,tu7d7-36,9085799207,✘,인턴,✘,✘,␣,␣,✘,n0woc4cjrrq2,site.co,✔,✘,호해도,␣,✘,␣,✘,✘,032-2215-9366,✘,✘,1970/10/12,✘,✘,✘,껍데기의,✘,✘,␣,형제,1952/10/21,9190729321,␣,특성을,␣,햇돈,2,128-24-82745,061-4279-6945,✘,✔,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/627/D0003.jpg,✘,✘,␣,✔,✘,JWA JI-EUL,✘,✘,✔,기리우,␣,✘,경상북도 성주군 선남면 명관로 458 (동암리),✔,✘,✘,엄진은,␣,✔,✘,✘,AULM37,✔,소리.,✔,✔,✘,✔,✘,␣,✔,␣,␣,2000,✘,␣,덴마크,선한새,✘,785-809656-285,아르헨티나,japan.com,␣,모양.,✘,✘,␣,라무령,010-9647-2787,10,✘,DU JINGANG,156~16,2035,␣,길규혜,✔,✘,중소기업은행,␣,쿠바,l6y69u8fc,␣,✘,␣,✘,✘,nkc2f7c2-q,27,✘,an5g2sjpn8qf6,␣,✔,✘,␣,laposte.net,✘,여자,✔,✘,␣,✘,✘,2037.10.06,✔,✘,✘,가진,✘,✘,029456-40-965103,형제,1980년 10월 16일,␣,␣,용서함.,전북은행,우의정,8,738-37-57681,061-1488-4340,✘,✘,UMSQBRH
/mnt/AI_NAS/Data/현대캐피탈/data/images/627/D0004.jpg,✔,✘,자동차 신품 판매업,✘,✔,BAG SU,✘,✘,✘,단안지,10,✘,충청북도 청주시 상당구 금천동 183-2,✘,✘,✘,␣,031-8073-8242,✘,✘,✘,AULM37,✔,␣,✔,✘,✘,✔,✘,2009/6/1,✔,경상남도 남해군 삼동면 동천리 637,051-4988-1691,2028,✔,␣,이스라엘,형벽,✘,␣,미얀마,o2.pl,부산광역시 사하구 장림동 808-105,␣,✔,✘,2001년 4월 7일,차크리스티나,010-2191-8084,21,✘,YEON KANON,난,2015,HWANG HUISUN,빈지몽,✔,✘,신한은행,␣,헝가리,␣,9805648083,✘,전임,✘,✘,d98kzfy9zag,␣,✘,qakwyjwtj,byu.edu,✔,✔,차모세,jacobs-university.de,✘,여자,✘,✘,055-9820-3985,✘,✘,␣,✘,✘,✘,평편하고,✘,✘,9220-86-112570,손자,1973-08-12,␣,금후,참예하는,토스뱅크,␣,5,681-65-17394,02-169-8974,✔,✔,UGOAIPE
/mnt/AI_NAS/Data/현대캐피탈/data/images/627/D0005.jpg,✘,✘,␣,✔,✘,CHA LA-UM,✘,✘,✘,구요향,12,✘,␣,✘,✔,✔,문주익,043-0505-3732,✘,✘,✘,AULM37,✘,␣,✔,✔,✘,✘,✘,2032년 12월 1일,✘,␣,␣,2003,✘,␣,␣,엄미서,✔,2285-44-940462,␣,netian.com,전라남도 구례군 광의면 상대길 15-5 (대전리),␣,✘,✘,1929-03-24,반다옴,010-7728-0162,␣,✘,BAN UILO-UN,행동이,␣,␣,사공주섭,✘,✔,미쓰비시UFJ은행,␣,␣,itxbqapf8n,1566990431,✘,전무,✘,✘,␣,4,✘,kg912rl.8,␣,✘,✔,호승연,kookmin.ac.kr,✘,␣,✔,✔,044-6068-8443,✘,✘,1943-12-02,✔,✔,✘,칠레의,✘,✔,019-631725-534,␣,1930.11.09,1908128031,␣,␣,중국교통은행,␣,3,344-10-59987,031-7265-2250,✔,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/627/D0006.jpg,✘,✘,설탕 제조업,✘,✘,BU EUN-UI,✘,✘,✘,␣,4,✘,경기도 김포시 풍무동 92-25,✘,✘,✘,호설하,033-6303-2845,✘,✘,✘,AULM37,✘,남보다,✔,✔,✔,✘,✔,2023/9/23,✘,광주광역시 광산구 삼도죽산길 77-10 (송산동),02-346-8864,␣,✔,400-99-34099,부탄,남려욱,✘,297-86572174-83,인도,hunter.cuny.edu,전북특별자치도 익산시 무왕로24길 7-1 (부송동),이르는,✔,✘,1995.1.23,␣,010-6889-3474,␣,✘,DO AELYEONG,풀다.,2014,␣,␣,✔,✘,ANZ은행,31,␣,szd.s1v094,␣,✘,부회장,✘,✔,␣,17,✘,ho1aswt_z,␣,✘,✘,␣,␣,✘,남자,✘,✘,032-3732-4900,✘,✔,1950.2.2,✘,✘,✔,항속01,✔,✔,882-593238-18313,␣,2003.01.05,1866782485,감관빈,써는,수협은행,기름을,␣,898-95-54808,␣,✘,✔,USQNLMH
/mnt/AI_NAS/Data/현대캐피탈/data/images/627/D0007.jpg,✘,✔,"무기 안료, 염료, 유연제 및 기타 착색제 제조업",✘,✘,SEOG LYEONMI,✘,✔,✘,상루나킴,␣,✘,전북특별자치도 순창군 인계면 인덕로 441 (쌍암리),✔,✔,✘,임상택,043-0420-1459,✘,✔,✘,AULM37,✘,없을,✘,✘,✘,✔,✘,1947-06-25,✔,␣,053-6586-1314,␣,✘,753-52-30332,몰디브,라성채,✘,091-753-140253,슬로베니아,␣,경상북도 의성군 다인면 덕미리 182,하다,✔,✔,1994-08-21,황효균,010-7196-2383,␣,✘,␣,이르는,2003,MAENG NINA,원병혁,✘,✔,중국은행,1,캐나다,␣,␣,✔,전무,✘,✘,ryvglm9i,30,✔,dhqofh1_hf6z,␣,✘,✔,␣,iit.edu,✘,␣,✔,✔,042-1571-1938,✘,✔,1918/11/21,✘,✘,✘,좋은,✘,✔,306390-95-280417,자녀,2028.07.07,9730417847,␣,새롭게,대구은행,␣,3,318-60-08865,␣,✔,✘,UCQUIUN
/mnt/AI_NAS/Data/현대캐피탈/data/images/627/D0008.jpg,✔,✘,사회서비스 관리 행정,✘,✔,␣,✘,✔,✘,하송우,␣,✘,경상북도 포항시 북구 용흥동 320-13,✘,✘,✘,␣,031-0170-9588,✘,✘,✔,AULM37,✔,흰,✔,✘,✘,✘,✘,1909.02.22,✘,␣,042-285-1333,2025,✔,␣,벨기에,한여현,✘,␣,캄보디아,disroot.org,경기도 여주시 북내면 신남리 124-1,녹이,✘,✘,␣,좌요안나,010-3826-0107,␣,✘,WON HWASE,␣,2028,PAENG SUSEON,원이네스,✘,✔,␣,24,인도네시아,w9zemf.1ft7,1228103398,✘,실무자,✘,✔,v6tpp50,20,✔,j_1epm7,bk.ru,✘,✔,김운주,myself.com,✘,남자,✘,✔,061-3838-5899,✘,✘,2000-07-29,✘,✔,✘,어렵게,✘,✘,201-643998-15,본인,␣,9306592314,방하움,␣,소시에테제네랄,쓴다.,␣,843-35-64571,051-9389-2831,✘,✔,UGHWTG4
/mnt/AI_NAS/Data/현대캐피탈/data/images/627/E0000.jpg,✔,✔,핵반응기 및 증기보일러 제조업,✘,✘,␣,✘,✘,✘,공나흔,4,✔,서울특별시 중랑구 면목로29길 56 (면목동),✘,✘,✔,방진겸,␣,✘,✘,✘,AULM37,✔,과거,✘,✔,✘,✔,✔,␣,✘,충청북도 음성군 소이면 갑산로 326 (갑산리),042-9447-3546,2038,✘,␣,␣,강유강,✘,384-447-646583,사우디아라비아,hawaii.edu,"대구광역시 중구 국채보상로 540 (상서동, 유대우안과)",사이에,✘,✘,1982.06.03,␣,010-1264-3938,␣,✔,YU UJEONG,금생03,2017,HWANG CHAELYUL,␣,✔,✔,카카오뱅크,␣,␣,cjr.zl56u,9573760998,✘,차장,✘,✘,␣,␣,✘,tm7ted9,dartmouth.edu,✘,✘,␣,kakao.com,✘,남자,✘,✘,␣,✔,✘,1952.3.3,✘,✘,✘,␣,✔,✘,579-76050634-49,손자녀,␣,1570582500,심재강,모시고,␣,스위스의,5,014-02-34486,064-383-9836,✔,✘,LFHSFAB
/mnt/AI_NAS/Data/현대캐피탈/data/images/627/E0001.jpg,✔,✘,시계 및 귀금속 소매업,✘,✔,NA JI-YEOL,✘,✔,✘,설천애,␣,✘,강원특별자치도 횡성군 강림면 강림동길 19-19 (강림리),✘,✘,✘,우앵,052-9827-5699,✘,✔,✘,AULM37,✘,있게,✘,✘,✔,✘,✔,2032년 2월 8일,✔,경기도 화성시 매송면 매송고색로394번길 6 (천천리),␣,2033,✘,296-32-41444,멕시코,␣,✘,519-033484-97,페루,opera.com,대전광역시 대덕구 덕암북로22번길 57 (덕암동),␣,✘,✘,1999.7.26,␣,010-7920-8148,22,✘,JE HYANGGEUM,고르거나,␣,␣,좌예일,✘,✔,␣,␣,루마니아,ovoi.8z7n,9980111693,✔,␣,✔,✘,␣,14,✘,␣,␣,✘,✔,변겸희,␣,✔,남자,✔,✘,␣,✘,✔,2048/4/14,✘,✔,✘,변동비가,✘,✘,899-748850-87352,아들,1917.06.19,9179866203,␣,␣,우리은행,1b/in2,10,␣,051-0755-5899,✘,✘,LAOYULU
