image_path,021,015,017,022,033,034,002,032,030,020,029,028,019,011,016,000,013,001,031,027,023,018,012,009,014,010
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/A0019.jpg,✔,✘,✔,✘,␣,␣,✔,∅,부전수산,✔,22,04,✘,␣,✘,565-65-65656,✘,✘,✔,2025,␣,✘,✘,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/A0020.jpg,✔,✘,✔,✘,␣,␣,✘,∅,연천상운,✔,21,05,✘,␣,✘,6767676767,✘,✔,✔,2025,␣,✘,✘,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/A0021.jpg,✔,✘,✘,✘,␣,␣,✔,∅,대구컴퓨터 학원,✔,11,3,✘,␣,✘,7878787878,✘,✘,✔,2025,␣,✔,✘,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/A0022.jpg,✔,✘,✔,✘,␣,␣,✘,∅,(주)수호전자,✔,10,2,✘,␣,✘,8989898989,✘,✔,✔,2025,␣,✘,✘,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/A0023.jpg,✔,✘,✔,✘,␣,␣,✔,∅,㈜ 아주산업,✔,30,04,✘,␣,✘,909-09-09090,✘,✘,✔,2025,␣,✘,✘,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/A0024.jpg,✔,✘,✔,✘,␣,␣,✘,∅,(주)세미레외장,✔,24,06,✘,␣,✘,101010101,✘,✔,✔,2025,␣,✘,✘,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/A0025.jpg,✔,✘,✘,✘,␣,␣,✔,∅,태백약초영농조합,✔,25,02,✘,␣,✘,1234500000,✘,✘,✔,2025,␣,✔,✘,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/A0026.jpg,✔,✘,✔,✘,␣,␣,✘,∅,㈜ 미래 ENG,✔,11,3,✘,␣,✘,234-56-11111,✘,✔,✔,2025,␣,✘,✘,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/A0027.jpg,✔,✘,✔,✘,␣,␣,✔,∅,㈜ 대상,✔,29,04,✘,␣,✘,345-67-22222,✘,✘,✔,2025,␣,✘,✘,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/A0028.jpg,✔,✘,✔,✘,␣,␣,✘,∅,㈜ 뉴컴퍼니,✔,21,2,✘,␣,✘,4567833333,✘,✔,✔,2025,␣,✘,✘,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/A0029.jpg,✔,✘,✔,✘,␣,␣,✔,∅,(주)광명도장산업,✔,24,2,✘,␣,✘,567-89-44444,✘,✘,✔,2025,␣,✘,✘,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/D0000.jpg,✘,✘,✘,✘,9064316625,ZRVI7V8,✔,∅,양설비,✔,7,12,✘,기운.,✘,402-14-75079,✘,✘,✘,␣,가하여,✘,✘,✘,✔,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/D0001.jpg,✔,✘,✘,✘,␣,Z7J70YR,✔,∅,␣,✘,13,8,✘,␣,✘,875-18-65285,✔,✘,✔,2020,고여,✘,✘,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/D0002.jpg,✘,✔,✔,✘,1190636266,␣,✔,∅,␣,✘,␣,6,✘,시스템의,✘,476-96-87108,✘,✘,✘,2013,정리통합하여,✘,✔,✘,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/D0003.jpg,✔,✘,✘,✘,1593811265,ZF7ZE4C,✘,∅,마덕환,✘,␣,12,✔,␣,✘,422-94-82237,✔,✔,✘,2017,␣,✘,✔,✘,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/D0004.jpg,✔,✘,✔,✘,1657343873,␣,✘,∅,배알음,✔,13,4,✘,않고,✘,737-69-18067,✘,✘,✔,␣,집과,✘,✘,✘,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/D0005.jpg,✔,✘,✔,✘,1873007072,ZPFATZL,✘,∅,␣,✘,␣,␣,✘,두려워하다.,✘,192-62-12941,✔,✘,✔,␣,기호는,✘,✘,✔,✘,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/D0006.jpg,✘,✘,✘,✘,9100986085,ZCTIX95,✘,∅,␣,✘,21,␣,✔,성립하는,✔,374-22-10422,✘,✔,✘,␣,␣,✘,✔,✔,✔,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/E0000.jpg,✘,✔,✘,✘,9627356129,HCYAQ1M,✘,∅,␣,✘,18,12,✘,책의,✔,890-51-53266,✔,✔,✘,2039,␣,✘,✘,✘,✘,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/182/E0001.jpg,✘,✘,✘,✘,9830846369,HZLF8A1,✘,∅,라하디아,✔,4,␣,✔,평고대로,✘,555-83-22482,✘,✘,✔,2018,용어.,✔,✘,✔,✔,✔
