image_path,015,017,002,014,008,011,016,005,000,003,007,001,013,006,004,009,012,010
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/A0025.jpg,∅,␣,␣,✔,60,02,␣,캐스퍼,윤서현,강지훈,"18,100,000",␣,강지훈,"18,350,000",H8000001,5.3,18,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/A0026.jpg,∅,␣,␣,✔,60,01,␣,더 뉴 아반떼,장예진,유민서,"23,400,000",␣,유민서,"24,100,000",HD000579,6.8,28,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/A0027.jpg,∅,␣,␣,✔,60,3,␣,디 올 뉴 싼타페,송민지,조수현,"28,600,000",␣,조수현,"38,752,000",H2127186,7,12,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/A0028.jpg,∅,␣,␣,✔,60,2,␣,기아 비스토 VAN(M/T),배수아,윤예지,"18,300,000",␣,윤예지,"26,560,000",KD021752,6,8,2025
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/A0029.jpg,∅,␣,␣,✔,48,1,␣,GV70,권지우,장우현,"48,000,000",␣,장우현,"61,028,000",HD031896,5.5,20,2015
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/C0000.jpg,∅,TGRZYVH,033-8982-6776,✘,17,6,9239296879,␣,양아록,형루찬,"84,320,000",010-6546-6158,사공상무,"41,940,000",␣,84.1,␣,2016
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/C0001.jpg,∅,TSRTLL3,044-9196-7372,✔,␣,8,9952152224,GLS 랜드크루저,제신원,임엘,"94,370,000",010-5197-6857,여윤유,"68,830,000",TDJS4IUS,45.7,23,2020
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/C0002.jpg,∅,TG0MILG,054-7040-7379,✘,17,5,1497013466,␣,목창준,지회영,23960000,␣,윤혁,"9,410,000",QCPNPAFN,76.7,23,2010
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0000.jpg,∅,PXOKETQ,␣,✔,␣,␣,␣,␣,␣,␣,"12,790,000",010-1677-2138,어안율,45790000,U4D1H1LP,83.4,4,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0001.jpg,∅,PGABO1W,062-7115-7927,✔,8,6,␣,토레스 GLS,마영환,가다해,"27,780,000",010-0015-8237,␣,␣,6LJH3TU3,␣,␣,2016
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0002.jpg,∅,␣,041-6148-8171,✘,␣,9,1605404993,시빅 캐스퍼,␣,서에이바,"38,280,000",010-8032-4490,김청아,"38,250,000",TIK7XPTW,34.0,24,2011
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0003.jpg,∅,PX0BUQ9,043-0177-2988,✘,14,8,1153229453,파나메라 트레일블레이저,어도언,␣,␣,010-6318-0221,␣,"74,160,000",1QRKH2E8,␣,21,2008
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0004.jpg,∅,␣,033-7717-0583,✘,␣,6,9572143934,제네시스G70 SM5,함원미,현륜,␣,010-0702-4450,␣,"38,810,000",Q677XOUS,␣,27,2008
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0005.jpg,∅,PEYZD2Z,032-6462-2462,✔,27,7,1130769323,GV80 코란도,␣,␣,"16,110,000",010-2081-8464,␣,␣,LDO3S9O6,2.0,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0006.jpg,∅,P92UI6H,051-6512-0694,✘,25,4,␣,A6 GV70,␣,선우규로,"66,260,000",010-8033-7568,봉휘,"9,560,000",␣,␣,13,2035
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0007.jpg,∅,P23KRDI,02-185-8648,✘,36,␣,␣,␣,연오은,연현제,"7,220,000",010-8161-8634,변영표,"64,460,000",SC0FNKWD,41.9,23,2033
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0008.jpg,∅,PVFA2JR,063-8378-5861,✔,␣,9,9146114735,시빅 CR-V,목세미,윤의설,"72,470,000",010-6477-0405,␣,15910000,061266L1,70.3,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0009.jpg,∅,P2OFT6O,02-529-1487,✔,27,10,␣,X7 아이오닉6,맹보별,오동걸,"44,310,000",010-3823-6516,팽이안,␣,␣,␣,␣,2035
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0010.jpg,∅,PBXYOUN,051-8183-6854,✘,3,12,␣,␣,천바하,온율립,"6,280,000",010-8641-7343,␣,"12,770,000",A8NXA1UX,11.5,1,2037
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0011.jpg,∅,PYSQG0Q,043-0235-7668,✔,17,7,␣,␣,␣,␣,"4,540,000",010-5163-9601,호장희,"97,760,000",BSLHROSC,36.0,6,2009
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0012.jpg,∅,P85DXZI,␣,✔,32,3,9509887461,␣,남궁후인,기현경,26450000,010-3587-9011,␣,␣,␣,87.6,23,2023
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0013.jpg,∅,PENILAM,02-533-5691,✔,16,␣,␣,␣,임소준,␣,"5,520,000",␣,지슬유,␣,W4Q4ADTJ,90.8,8,2033
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0014.jpg,∅,␣,063-7259-7317,✘,20,␣,1979731732,싼타페 XM3,나희망,맹혜중,"3,940,000",␣,␣,6240000,4AABZZVD,23.6,␣,2015
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0015.jpg,∅,PGSEOI4,␣,✘,␣,␣,9324472217,X5 A3,␣,예이성,"5,420,000",010-3321-1944,승레오나,98710000,AKAJSB0S,15.9,9,2018
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0016.jpg,∅,P0H9NU8,␣,✘,17,9,9510324665,␣,형용훈,염협,␣,␣,␣,"8,990,000",CT7GV02V,18.2,13,2029
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/D0017.jpg,∅,␣,␣,✔,␣,7,␣,␣,시민열,안명섭,␣,␣,␣,"63,730,000",ZLN1PTVM,␣,12,2035
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/E0000.jpg,∅,␣,02-811-4439,✔,␣,␣,9611276575,코롤라 GV90,육호성,␣,78220000,010-0511-9523,황써니,"2,360,000",I1347DEW,59.7,8,2011
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/E0001.jpg,∅,ZSR68A7,062-5182-6815,✘,35,␣,9628489629,G80 트랙스,은니나,간하눌,74170000,010-9804-4832,소창욱,"11,660,000",␣,␣,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/E0002.jpg,∅,ZKTBCWM,053-2634-9383,✘,␣,2,9639535771,␣,␣,␣,␣,010-6288-4057,박채월,"67,590,000",8TB5UMPU,70.9,21,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/E0003.jpg,∅,ZGMWVVL,042-2745-2906,✔,8,␣,9423290153,␣,황보찬인,␣,␣,␣,차운찬,␣,139JCI77,␣,31,2021
/mnt/AI_NAS/Data/현대캐피탈/data/images/180/F0000.jpg,∅,Z7S8YET,02-395-4566,✔,␣,10,1784053436,␣,시은화,노금민,␣,␣,옥회찬,"2,730,000",I6RQG24D,85.7,13,␣
