image_path,015,034,030,036,029,028,011,013,025,026,031,027,023,038,012,024,014,010,037,035
/mnt/AI_NAS/Data/현대캐피탈/data/images/594/A0020.jpg,✘,␣,␣,SP00OAA025,✔,정수아,✔,✔,24,신한에너지솔루션,✘,✔,2025,␣,✘,3,✘,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/594/A0021.jpg,✘,␣,␣,SP00OAA025,✔,윤도현,✔,✔,03,한화물류,✘,✔,2025,␣,✘,04,✘,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/594/A0022.jpg,✘,␣,␣,SP00OAA025,✔,장예진,✔,✔,17,아성전자,✘,✔,2025,␣,✘,4,✘,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/594/A0023.jpg,✘,␣,␣,SP00OAA025,✔,임준서,✔,✔,10,동양정밀,✘,✔,2025,␣,✘,05,✘,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/594/A0024.jpg,✘,␣,␣,SP00OAA025,✔,한지우,✔,✔,24,우진산업,✘,✔,2025,␣,✘,05,✘,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/594/A0025.jpg,✘,␣,␣,SP00OAA025,✔,조예나,✔,✔,7,성광기계,✘,✔,2025,␣,✘,6,✘,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/594/A0026.jpg,✘,␣,␣,SP00OAA025,✔,송민석,✔,✔,21,진성테크,✘,✔,2025,␣,✘,6,✔,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/594/A0027.jpg,✘,␣,␣,SP00OAA025,✔,신수진,✔,✔,10,대성무역,✘,✔,2025,␣,✘,7,✘,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/594/A0028.jpg,✘,␣,␣,SP00OAA025,✔,권도윤,✔,✔,24,보람산업,✘,✔,2025,␣,✘,07,✘,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/594/D0000.jpg,✘,엄현근,시우섭,SP00OAA025,✘,␣,✘,✘,15,안푸름,✔,✘,␣,␣,✘,8,✘,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/594/D0001.jpg,✘,경제원,팽홍희,SP00OAA025,✔,호연울,✘,✘,␣,복랑아,✔,✔,2012,HXY1X7L,✘,1,✘,✘,1131505208,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/594/D0002.jpg,✘,하빛나리,오희곤,SP00OAA025,✘,안아이,✘,✔,7,␣,✔,✔,2026,␣,✔,␣,✘,✘,9578780499,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/594/D0003.jpg,✘,␣,용연환,SP00OAA025,✔,윤혁수,✘,✘,13,␣,✘,✔,2004,H49W4MD,✔,␣,✘,✔,1456366853,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/594/E0000.jpg,✘,형강건,␣,SP00OAA025,✔,␣,✘,✘,␣,␣,✔,✔,2010,␣,✘,10,✘,✘,1351455910,✔
