image_path,015,017,022,033,002,032,019,008,016,013,026,027,006,023,018,009,021,024,035,034,200,030,020,029,028,011,005,000,003,007,001,025,031,201,004,012,014,010,202
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0010.jpg,9.3,"3,290만","627,800",07,010-3456-2901,10,12.3,우당종합건축사사무소,K5,운용리스,40,✘,✘,"2,040만",36,✔,200만,✘,✔,우당종합건축사사무소,∅,✘,␣,✘,5,05,✔,우당종합건축사사무소,건설업,BNK부산은행,4019075985,9,25,␣,인천광역시 동구 서초대로 439,02,"21,120,000",678901-56-8901234,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0011.jpg,2.8,3000만원,488900,31,010-7890-3012,12,5.8,주이건상사,코나,금융리스,40,✘,✘,2000만원,48,✔,200만원,✘,✔,주이건상사,∅,✘,␣,✘,5,5,✔,주이건상사,도매 및 소매업,경남은행,2041741047,9,25,␣,대전광역시 해운대구 봉명로 707,16,13728000,012345 78 9012345,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0012.jpg,13.6,4040만원,488300,9,010.1234.3123,1,16.6,(주)안전개발,니로,운용리스,40,✘,✘,2710만원,60,✔,270만원,✘,✔,(주)안전개발,∅,✘,␣,✘,5,6,✔,(주)안전개발,건설업,광주은행,1298115986,9,25,␣,서울특별시 중구 수내동 90,1,37620000,456789 90 1234567,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0013.jpg,5.2,"5,820만","1,047,200",16,010.5678.3234,03,8.2,광동산업(주),G70,금융리스,40,✘,✘,"3,550만",36,✔,360만,✘,✔,광동산업(주),∅,✘,␣,✘,5,06,✔,광동산업(주),제조업,전북은행,1040772130,9,25,␣,강원특별자치도 동구 테헤란로 769,15,"43,560,000",789012 12 2345678,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0014.jpg,10.1,"5,250만","812,500",23,010 3456 8901,05,13.1,창성수산,싼타페,운용리스,40,✘,✘,"3,360만",48,✔,340만,✘,✔,창성수산,∅,✘,␣,✘,5,07,✔,창성수산,도매 및 소매업,제주은행,1353255947,9,25,␣,울산광역시 서초구 노형동 25,03,"43,758,000",1234567 34 3456789,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0015.jpg,6.75,"4,060만","498,300",05,010 7890 9012,07,9.8,삼일유통,셀토스,금융리스,40,✘,✘,"2,760만",60,✔,␣,✘,✔,삼일유통,∅,✘,550만,✘,5,7,✔,삼일유통,도매 및 소매업,K뱅크,1101110281074,9,25,␣,제주특별자치도 제주시 연동 286-1,17,"57,420,000",5678901 56 4567890,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0016.jpg,4.9,"4,990만","946,600",19,010 1234 9123,09,7.9,청양종합중기 ( 김정현 ),투싼,운용리스,40,✘,✘,"3,144만",36,✔,␣,✘,✔,청양종합중기 (김정현),∅,✘,630만,✘,5,08,✔,청양종합중기 ( 김정현 ),건설업,OK저축은행,1101110351520,9,25,␣,경기도 화성시 정조로 200,01,"63,360,000",9012345 78 5678901,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0017.jpg,12.8,"5,860만원","934,400",14,010 5678 9234,11,15.8,태릉태권도장,레이,금융리스,40,✘,✘,"3,868만원",48,✔,␣,✘,✔,태릉태권도장,∅,✘,770만원,✘,5,08,✔,태릉태권도장,교육서비스업,웰컴저축은행,1101110367759,9,25,␣,서울특별시 마포구 상암산로 100,15,"69,300,000",2345678 90 6789012,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0018.jpg,8.2,"7,850만원","1,098,300",28,010 9012 9345,02,11.2,풍산물류,스타리아,운용리스,40,✘,✘,"5,417만원",60,✔,␣,✘,✔,풍산물류,∅,✘,"1,080만원",✘,5,9,✔,풍산물류,운수,미래저축은행,1101110790356,9,25,␣,서울특별시 영등포구 여의도동 64-7,02,"75,240,000",6789012 12 7890123,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0019.jpg,3.5,6000만,"606,700",01,010 3456 9456,04,6.5,주영기획,EV6,금융리스,40,✘,✘,2000만,36,✔,␣,✘,✔,주영기획,∅,✘,400만,✘,␣,09,✔,주영기획,"전문,",OK저축은행,1101110891930,9,25,␣,울산광역시 남구 삼산로 284,16,"81,180,000",0123456-34-8901234,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0020.jpg,14.5,"3,000만","510,400",17,010 7890 9567,06,17.5,코리아펫,GV60,운용리스,40,✘,✘,"2,350만",48,✔,␣,✘,✔,코리아펫,∅,✘,480만,✘,␣,10,✔,코리아펫,도매 및 소매업,신한저축은행,1101111001158,9,25,␣,제주특별자치도 서귀포시 중문관광로 2876,01,"15,048,000",4567890 56 9012345,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0021.jpg,7.1,"3,090만","383,200",24,010-1234-9678,08,10.1,한국에이취알산업(주),베뉴,금융리스,40,✘,✘,"2,099만",60,✔,␣,✘,✔,한국에이취알산업(주),∅,✘,420만,✘,␣,10,✔,한국에이취알산업(주),제조업,하나저축은행,1101111035206,9,25,␣,경기도 판교테크노밸리,15,"29,700,000",7890123-78-0123456,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0022.jpg,9.8,3000만원,"688,900",10,010 5678 9789,10,12.8,(주)네츄럴라이프,스팅어,운용리스,40,✘,✘,"2,320만원",36,✔,␣,✘,✔,(주)네츄럴라이프,∅,✘,460만원,✘,5,11,✔,(주)네츄럴라이프,제조업,우리저축은행,1101111059537,9,2025,␣,서울특별시 강남구 테헤란로 226,02,"35,640,000",12345678-90-1234567,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0023.jpg,5.9,4730만원,"668,800",08,010-9012-9890,12,8.9,(주)한국주택산업개발,아이오닉,금융리스,40,✘,✘,"3,030만원",48,✔,␣,✘,✔,(주)한국주택산업개발,∅,✘,610만원,✘,5,11,✔,(주)한국주택산업개발,건설업,KB저축은행,1101111076523,9,25,␣,서울특별시 영등포구 여의대로 70,16,"41,580,000",56789012-12-2345678,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0024.jpg,11.3,5350만,"656,700",21,010.3456.9901,01,14.3,청운유통,EV9,운용리스,40,✘,✘,3580만,60,✔,␣,✘,✔,청운유통,∅,✘,720만,✘,5,12,✔,청운유통,도매 및 소매업,NH저축은행,1101111124421,9,25,␣,서울특별시 용산구 한강대로 67,01,"47,520,000",90123456-34-3456789,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0025.jpg,6.4,5000만,"688,900",30,010.7890.0012,03,9.4,더디자이너스 베이커리,G90,금융리스,40,✘,✘,2300만,36,✔,␣,✘,✔,더디자이너스 베이커리,∅,✘,460만,✘,5,12,✔,더디자이너스 베이커리,베이커리:**,IBK저축은행,1101111139008,9,25,␣,서울특별시 중구 동호로 330,15,"53,460,000",23456789-56-4567890,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0026.jpg,2.5,5000만,"552,100",10,010.1234.0123,5,5.5,(주)이피아테크,캐스퍼,운용리스,40,✘,✘,2500만,48,✔,␣,✘,✔,(주)이피아테크,∅,✘,500만,✘,5,1,✔,(주)이피아테크,정보통신업,카카오뱅크,1101111261439,9,25,␣,서울특별시 중구 세종대로 157,8,"59,400,000",67890123-78-5678901,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0027.jpg,13.1,5400만,"638,300",26,010.5678.0234,7,16.1,세림엔지니어링(,봉고3,금융리스,40,✘,✘,3500만,60,✔,␣,✘,✔,세림엔지니어링(,∅,✘,700만,✘,5,1,✔,세림엔지니어링(,제조업,토스뱅크,1101111361388,9,25,␣,대구광역시 수성구 팔달로 289,22,"71,280,000",01234567-90-6789012,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0028.jpg,5.4,"5,200만",1044400,06,010-9012-0345,09,8.4,주식회사 유일아이티엠,엑센트,운용리스,40,✘,✘,3600만,36,✔,␣,✘,✔,주식회사 유일아이티엠,∅,✘,700만,✘,5,02,✔,주식회사 유일아이티엠,제조업,SC제일은행,1101111471765,9,25,␣,서울특별시 강남구 테헤란로 152,01,"77,220,000",45678901-12-7890123,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/A0029.jpg,10.7,"3,000만","579,200",20,010-3456-0456,11,13.7,텀블랜드학원,모하비,금융리스,40,✘,✘,"2,570만",48,✘,␣,✘,✔,텀블랜드학원,∅,✘,520만,✘,5,02,✔,텀블랜드학원,교육서비스업,씨티은행,1101111644742,9,25,␣,서울특별시 용산구 한강대로 67,12,"49,896,000",78901234 34 8901234,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0000.jpg,␣,"51,550,000",54230000,␣,␣,␣,91.4,홍규도,베뉴 C 클래스,육친.,48.2,✘,✘,␣,␣,✔,␣,✘,✘,␣,∅,✔,"2,770,000",✔,51.2,1,✘,채도엽,운동 및 경기용구 제조업,중국은행,2017-04-04,14.8,␣,9022897422,␣,4,"88,650,000",0802-42-902180,EP3DAXW
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0001.jpg,␣,7810000,3930000,9,042-3390-7781,12,1.5,홍정승,E 클래스 SM6,␣,␣,✘,✘,"81,810,000",7,✘,␣,✘,✔,시령화,∅,✘,"45,140,000",✘,30.7,␣,✔,민미지자,␣,모건스탠리,2043/10/9,41.1,26,9182986805,␣,␣,94950000,9682-65-092194,E1PO7XV
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0002.jpg,␣,␣,"87,720,000",12,041-7518-5563,4,␣,복진요,911 아우디,이르는,63.1,✘,✘,"8,920,000",16,✔,"24,220,000",✘,✘,단남건,∅,✘,46630000,✘,33.0,11,✘,목로힘,"종이 포대, 판지 상자 및 종이 용기 제조업",대구은행,␣,74.1,23,1478737621,경기도 양평군 지평면 산허머리길 28-3 (송현리),10,␣,9165-53-208172,E2KR3RG
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0003.jpg,␣,"74,980,000","12,360,000",18,02-281-1699,10,␣,상대균,타이칸 싼타페,␣,67.3,✘,✘,␣,␣,✘,"33,950,000",✘,✔,문륜영,∅,✘,␣,✘,␣,1,✘,양인탁,␣,도이체방크,1938.08.04,␣,␣,1291433121,␣,17,␣,635-31774319-08,EL5FSK1
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0004.jpg,50.4,␣,␣,11,␣,2,25.8,나사엘,아이오닉6 싼타페,자고,11.8,✔,✔,␣,8,✘,␣,✘,✔,동아수,∅,✔,␣,✘,48.2,3,✔,어용훈,기타 전기장비 제조업,␣,␣,␣,10,1426142505,경기도 수원시 장안구 파장천로12번길 27-17 (파장동),13,␣,␣,ECWGIVT
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0005.jpg,53.1,␣,␣,14,032-1573-4297,8,87.0,␣,␣,천.,20.5,✔,✘,"52,530,000",33,✔,"4,140,000",✘,✘,명은진,∅,✘,"5,730,000",✘,27.4,3,✔,채관석,␣,JP모건체이스,␣,␣,␣,9111321792,␣,␣,1880000,7901-23-493369,EJCV1X7
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0006.jpg,␣,"1,660,000",␣,␣,␣,2,60.7,배웅재,911 싼타페,시골,␣,✘,✘,"9,270,000",27,✘,␣,✘,✘,라은엘,∅,✘,18950000,✘,60.3,9,✘,사아이비,␣,NH농협은행,1902.04.28,20.2,12,9180725686,전라남도 여수시 율촌면 송정길 40-3 (가장리),26,␣,340-969137-110,EKR5OFF
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0007.jpg,6.3,"15,990,000","3,580,000",␣,␣,9,18.9,갈병도,iX 아이오닉5,설악산,72.4,✘,✘,␣,␣,✘,69160000,✔,✘,기종필,∅,✘,5210000,✘,␣,␣,✔,국효경,부동산 임대업,␣,2017.12.26,95.4,␣,9830341283,␣,28,4590000,967044-88-377247,ETS6EQC
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0008.jpg,53.4,␣,␣,␣,043-4074-3176,8,50.3,선담윤,A8 GV60,솟대쟁이패들,52.3,✘,✔,"96,120,000",16,✘,"7,930,000",✘,✔,호앨리스,∅,✘,"47,840,000",✘,␣,3,✘,␣,자동차 엔진용 신품 부품 제조업,␣,2022년 10월 16일,3.6,␣,1874051287,전북특별자치도 완주군 구이면 내청명길 32 (덕천리),11,"92,480,000",849183-51-624940,EKNEWY3
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0009.jpg,86.3,"89,650,000","56,790,000",4,␣,5,92.7,호창모,아우디 넥쏘,"따위에서,",82.9,✘,✘,"7,590,000",␣,✔,"49,350,000",✔,✘,사환호,∅,✔,␣,✘,55.9,10,✘,임은예,그 외 기타 분류 안된 개인 서비스업,한국산업은행,1935년 11월 15일,8.7,␣,9150068219,광주광역시 남구 백운동 20-9 (동경당한약국),18,"97,830,000",␣,EFZ9KLQ
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0010.jpg,␣,␣,"92,770,000",21,054-7042-5223,7,␣,서원율,␣,같거나,83.5,✘,✘,␣,7,✘,"73,790,000",✔,✘,채애미,∅,✘,"26,130,000",✘,␣,␣,✘,시준표,보험 및 연금관련 서비스업,제주은행,1988.8.25,76.4,␣,9507783417,전북특별자치도 정읍시 정우면 정우삼산길 35-3 (산북리),7,␣,062-30382728-64,EVEJ380
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0011.jpg,22.3,"7,140,000","61,390,000",19,␣,2,85.0,경창욱,A6 911,자외선의,32.4,✔,✘,␣,17,✘,"15,450,000",✘,✘,채하눈,∅,✘,"8,250,000",✔,38.3,3,✔,홍티파니,␣,ANZ은행,␣,16.8,␣,9428946908,세종특별자치시 연동면 원합강1길 100 (명학리),␣,"85,790,000",199-09449777-30,ET4DUH6
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0012.jpg,50.0,24470000,"8,610,000",␣,␣,␣,29.6,␣,␣,␣,8.4,✘,✘,␣,␣,✔,"59,590,000",✔,✘,␣,∅,✘,␣,✘,29.4,␣,✘,허지륜,기타 전기장비 제조업,␣,2033.11.30,␣,␣,9185771886,␣,31,"3,510,000",805-88012258-42,E2RCC3H
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0013.jpg,86.2,"4,960,000",␣,16,033-4683-7037,␣,56.3,유순기,␣,있다.,␣,✘,✔,␣,␣,✔,␣,✔,✘,단휘찬,∅,✘,␣,✘,59.1,4,✘,감태웅,"그 외 기타 전문, 과학 및 기술 서비스업",한국산업은행,␣,28.6,2017,9264965502,전북특별자치도 남원시 아영면 청계리 1-5 (아영면사무소),␣,12570000,039-436544-49657,E26GHN6
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0014.jpg,75.9,␣,␣,14,063-2038-7594,5,40.9,심진평,포르쉐 3 시리즈,금이나,␣,✘,✔,"9,770,000",4,✔,␣,✘,✘,␣,∅,✘,"9,420,000",✘,34.1,6,✘,예순태,기타 전기 통신업,중국교통은행,␣,␣,16,9480446413,부산광역시 서구 아미초장로 6 (초장동),17,␣,025-452774-80109,E3RJE7Y
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/C0015.jpg,␣,"14,730,000","2,880,000",6,␣,12,23.3,당하승,쌍용 Q7,나는,89.8,✘,✘,"76,850,000",34,✘,"51,340,000",✔,✔,고한지,∅,✘,"8,960,000",✔,28.1,11,✔,홍이루미,␣,DBS은행,1988.6.5,␣,␣,1549145961,경기도 파주시 적성면 마지리 439-4,25,"87,270,000",320-581884-40,EQ2ZT2X
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0000.jpg,␣,"24,910,000","47,880,000",13,054-5353-5944,1,61.4,␣,도요타 아우디,␣,17.3,✘,✘,␣,4,✔,␣,✔,✘,연정철,∅,✘,"14,410,000",✘,51.4,7,✘,심이린,"영화, 비디오물 및 방송 프로그램 배급업",토스뱅크,1929.07.22,6.4,32,1618427647,충청북도 증평군 도안면 송정리 188-1,25,"2,220,000",␣,UFED5Y5
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0001.jpg,23.7,␣,␣,␣,02-219-6919,7,␣,␣,␣,␣,79.1,✘,✘,"45,460,000",␣,✔,"61,550,000",✘,✘,␣,∅,✘,␣,✘,␣,␣,✔,왕나안,코크스 및 연탄 제조업,한국산업은행,1937-08-12,50.3,36,1505826679,␣,24,"3,980,000",541-712909-10,URRZ6SH
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0002.jpg,60.2,63240000,86180000,␣,␣,1,␣,␣,␣,␣,␣,✘,✘,"71,620,000",12,✘,"9,890,000",✘,✔,황영무,∅,✘,5780000,✘,6.9,2,✘,␣,종교 단체,중국은행,1964년 8월 7일,␣,00,␣,␣,␣,"86,210,000",010084-74-691896,UKXQZFO
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0003.jpg,73.4,"6,350,000","81,440,000",␣,043-8777-2979,6,45.0,김수남,␣,상국하여,88.8,✘,✔,"62,380,000",␣,✔,41870000,✔,✔,␣,∅,✔,"9,490,000",✘,82.7,12,✘,␣,"식물원, 동물원 및 자연공원 운영업",DBS은행,␣,97.7,05,␣,경기도 평택시 포승읍 내기리 46-1,␣,␣,␣,U0HTBLL
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0004.jpg,␣,"8,250,000","9,360,000",3,␣,2,23.5,하량은,베뉴 A4,앍둑앍둑,␣,✘,✘,␣,36,✘,5390000,✔,✔,주유환,∅,✘,"28,180,000",✔,30.9,␣,✔,␣,그 외 기타 분류 안된 운송장비 제조업,한국수출입은행,2018.10.22,80.7,␣,9504055599,경상북도 의성군 단북면 오정길 43 (정안리),8,"6,440,000",␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0005.jpg,68.3,␣,"17,950,000",␣,041-3656-7244,␣,77.0,목제니,Q5 A8,␣,80.9,✔,✔,"6,720,000",14,✘,"65,280,000",✔,✔,␣,∅,✘,␣,✘,89.0,3,✘,마석훈,건설 폐기물 처리업,NH농협은행,1912/7/26,10.2,08,␣,␣,␣,␣,628561-19-466411,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0006.jpg,36.9,␣,"5,570,000",13,042-8490-3200,10,86.2,␣,GV90 싼타페,식민지,66.3,✘,✘,"8,110,000",␣,✘,"9,960,000",✘,✔,이청라,∅,✘,␣,✔,69.0,3,✘,␣,모터사이클 제조업,소시에테제네랄,1997년 12월 5일,16.3,01,␣,"대전광역시 대덕구 계족로663번길 30-9 (법동, 주공아파트3단지)",27,5390000,691337-62-400065,U1PXMN2
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0007.jpg,␣,␣,"57,390,000",␣,032-5810-3886,3,66.9,경화선,스파크 911,산골짜기에,87.4,✘,✔,23640000,␣,✘,"71,180,000",✔,✔,가휘율,∅,✔,␣,✘,24.6,12,✔,␣,␣,모건스탠리,1903.03.06,92.2,␣,␣,"경기도 화성시 화산로 65-1 (송산동, 리치하우스)",␣,"45,940,000",␣,UVCFTPU
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0008.jpg,2.7,␣,␣,23,␣,12,97.3,␣,랜드크루저 G90,나라에,50.5,✔,✘,␣,4,✔,13720000,✘,✔,차채욱,∅,✘,␣,✘,␣,11,✘,예호종,해당사항 없음,한국은행,2022/9/2,65.4,34,␣,␣,26,␣,1602-09-135504,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0009.jpg,41.4,"39,930,000","5,690,000",13,033-7787-7344,11,␣,심창형,콜로라도 S 클래스,무거운,51.6,✘,✘,␣,␣,✘,␣,✘,✔,␣,∅,✔,␣,✘,19.2,5,✔,차홍경,␣,미쓰비시UFJ은행,1956년 8월 15일,14.4,18,9639090063,경상북도 영천시 임고면 운주로 1547-25 (수성리),19,␣,908-541601-169,UXU91ZS
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0010.jpg,68.6,"6,250,000",8270000,12,044-6034-9731,1,␣,반건혜,트랙스 911,우두머리가,␣,✔,✘,"89,250,000",␣,✔,"8,250,000",✔,✘,␣,∅,✘,␣,✔,44.4,␣,✘,염기언,그 외 기타 사업 지원 서비스업,␣,␣,32.6,␣,1124123658,충청북도 영동군 양강면 죽촌2길 9-1 (죽촌리),15,␣,␣,UZH62T0
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0011.jpg,␣,7670000,"8,850,000",␣,032-7845-2155,3,84.0,전일,G90 랜드크루저,여럿이,74.5,✘,✔,␣,␣,✘,␣,✔,✔,모샤일로,∅,✘,"66,820,000",✘,79.2,11,✘,␣,상품 종합 도매업,한국수출입은행,2049-02-03,91.9,␣,9343771224,경기도 고양시 덕양구 호국로742번길 57 (성사동),31,"51,470,000",839645-96-227711,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0012.jpg,48.6,␣,␣,19,␣,10,␣,이라음,아베오 코나,수가,␣,✔,✘,␣,␣,✔,5330000,✘,✔,황필모,∅,✘,"4,430,000",✔,75.7,8,✘,인봉선,시장 조사 및 여론 조사업,우리은행,1934/8/21,1.4,␣,9340468460,␣,12,␣,193427-78-551146,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0013.jpg,␣,"87,460,000",␣,␣,041-8088-3548,8,27.5,␣,아우디 X5,가장,␣,✘,✘,"82,940,000",15,✘,71210000,✘,✘,노대찬,∅,✔,␣,✔,37.3,␣,✘,음옥현,건축용 비내화 요업제품 제조업,␣,1906-07-30,76.1,36,␣,경상북도 예천군 지보면 수월2길 90 (수월리),␣,8990000,095-921297-40,UWAQTBR
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0014.jpg,35.7,"4,280,000","85,950,000",4,␣,␣,94.2,이홍수,제네시스G70 GLA,만한,8.8,✘,✘,"48,190,000",36,✘,"7,540,000",✔,✔,범로화,∅,✘,␣,✘,44.7,4,✘,␣,␣,중국공상은행,1943-08-09,6.4,10,␣,␣,13,"35,260,000",␣,UEKGL3P
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0015.jpg,␣,"4,330,000","74,450,000",␣,031-8058-7776,␣,59.3,원길준,프리우스 G80,잠겨,63.1,✘,✔,"48,570,000",13,✘,"6,750,000",✔,✔,류효설,∅,✔,"28,140,000",✘,53.7,␣,✘,감주란,"항공기, 우주선 및 보조장치 제조업",␣,1919/4/23,␣,10,1421545817,전라남도 신안군 안좌면 중부로 334-8 (여흘리),␣,"99,160,000",␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0016.jpg,77.3,"22,350,000",␣,24,061-2644-4038,␣,42.2,␣,X3 마칸,␣,␣,✘,✘,2630000,␣,✘,"67,550,000",✘,✘,␣,∅,✘,1470000,✘,␣,12,✔,은다산,기타 창작 및 예술관련 서비스업,수협은행,␣,␣,20,␣,␣,19,"84,210,000",133-823225-335,UEMGE6T
/mnt/AI_NAS/Data/현대캐피탈/data/images/405/D0017.jpg,16.7,"8,170,000",96620000,20,044-3325-9881,␣,63.2,인병제,QM6 제네시스G70,앞으로,64.9,✔,✔,␣,14,✔,1110000,✘,✔,강청민,∅,✔,7380000,✔,␣,12,✔,␣,상품 종합 도매업,␣,␣,25.1,␣,␣,"경기도 광주시 초월읍 설월길 47-110 (지월리, 그라시아)",9,"2,320,000",2961-38-395803,U3LXRDO
