image_path,011,005,000,003,007,001,013,006,002,004,009,012,010,014,008
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/A0019.jpg,✔,✘,2025,부전수산,2025,04,␣,✔,01,✔,01,9C1CCC004,성연빛,␣,04
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/A0020.jpg,✔,✘,2025,연천상운,2025,06,␣,✔,17,✔,17,9C1CCC004,남궁영나래,␣,06
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/A0021.jpg,✔,✘,2025,대구컴퓨터학원,2025,08,␣,✔,24,✔,24,9C1CCC004,박채지,␣,08
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/A0022.jpg,✔,✘,2025,(주)수호전자,2025,10,␣,✔,10,✔,10,9C1CCC004,탁태솔,␣,10
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/A0023.jpg,✔,✘,2025,(주)아주산업,2025,12,␣,✔,08,✔,08,9C1CCC004,신빛지,␣,12
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/A0024.jpg,✔,✘,2025,(주)세미레외장,2025,01,␣,✔,21,✔,21,9C1CCC004,마성서,␣,01
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/A0025.jpg,✔,✘,2025,태백약초영농조합,2025,03,␣,✔,30,✔,30,9C1CCC004,장곡유은,␣,03
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/A0026.jpg,✔,✘,2025,(주)미래ENG,2025,5,␣,✔,13,✔,13,9C1CCC004,백연진,␣,5
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/A0027.jpg,✔,✘,2025,(주)대상,2025,07,␣,✔,27,✔,27,9C1CCC004,위영솔,␣,07
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/A0028.jpg,✔,✘,2025,(주)뉴컴퍼니,2025,9,␣,✔,6,✔,6,9C1CCC004,길서나래,␣,9
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/A0029.jpg,✔,✘,2025,(주)광명도장산업,2025,11,␣,✔,20,✔,20,9C1CCC004,심빛도,␣,11
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/D0000.jpg,✘,✘,2026,␣,2002,5,1836876517,✘,16,✔,28,9C1CCC004,탁창식,I9UHYWE,6
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/D0001.jpg,✘,✘,2019,␣,␣,␣,1843428280,✔,6,✔,25,9C1CCC004,␣,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/D0002.jpg,✘,✔,␣,모경오,␣,9,1770472867,✔,15,✔,30,9C1CCC004,온린경,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/D0003.jpg,✔,✘,␣,방일선,2004,␣,␣,✘,31,✘,␣,9C1CCC004,␣,I17Y54N,12
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/D0004.jpg,✘,✘,2026,부효근,2039,␣,1718096281,✘,8,✔,29,9C1CCC004,␣,␣,7
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/D0005.jpg,✔,✘,2033,␣,2000,7,␣,✘,13,✔,␣,9C1CCC004,곽영곤,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/D0006.jpg,✘,✘,2010,손택균,2010,␣,9148456827,✘,9,✔,19,9C1CCC004,오초언,I48PXL1,7
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/D0007.jpg,✘,✘,2018,곽캐런,2038,7,1784536414,✘,23,✔,␣,9C1CCC004,석의용,␣,8
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/D0008.jpg,✔,✘,␣,␣,2031,10,9996393801,✘,13,✔,28,9C1CCC004,배이리스,␣,8
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/E0000.jpg,✔,✔,␣,␣,2008,11,1020722927,✘,␣,✘,␣,9C1CCC004,주서전,␣,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/090/E0001.jpg,✘,✔,␣,길아시아,2026,␣,1384178024,✘,␣,✔,␣,9C1CCC004,안효겸,␣,␣
