image_path,015,017,022,033,051,002,041,032,040,050,036,043,019,008,016,013,026,027,006,023,038,039,018,042,009,021,024,045,044,037,035,049,034,030,020,029,028,046,011,005,000,003,007,001,025,031,047,048,004,012,014,010
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0010.jpg,␣,✔,✘,✔,␣,010 0123 4567,␣,␣,24,␣,✘,␣,22-66-012345-67,010 1122 3344,2002413726,✔,✘,✘,이현우,✔,✘,✔,✘,␣,✔,✘,✘,␣,␣,✘,32180000,SP00NAB026,✘,␣,✔,✘,✔,␣,✘,1012345678,KD004297,✘,✔,서현진,✘,␣,␣,␣,✔,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0011.jpg,␣,✔,✘,✔,␣,010-8765-4321,␣,␣,24,␣,✘,␣,23-77-876543-21,010-2233-4455,1996075115,✔,✘,✘,박선영,✔,✘,✔,✘,␣,✔,✘,✘,␣,␣,✘,28820000,SP00NAB026,✘,␣,✔,✘,✔,␣,✘,1876543210,H2127106,✔,✔,김재원,✘,␣,␣,␣,✘,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0012.jpg,␣,✔,✘,✔,␣,010 5555 5555,␣,␣,12,␣,✘,␣,25.88.55555555,010 3344 5566,1993497838,✔,✘,✘,최수현,✔,✘,✔,✘,␣,✔,✘,✘,␣,␣,✘,37052411,SP00NAB026,✘,오토할부,✔,✔,✘,␣,✘,1555555555,KD021752,✘,✔,송혜교,✘,␣,␣,␣,✔,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0013.jpg,␣,✔,✘,✔,␣,010-1111-2222,␣,␣,12,␣,✘,␣,26-99-111122-22,010-4455-6677,1996710214,✔,✘,✘,정수진,✔,✘,✔,✘,␣,✔,✘,✘,␣,␣,✘,18980000,SP00NAB026,✘,오토할부,✔,✔,✘,␣,✘,1111222233,K2583353,✘,✔,원빈,✘,␣,␣,␣,✔,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0014.jpg,␣,✔,✘,✔,␣,010 3333 4444,␣,␣,12,␣,✘,␣,12 00 333344 44,010 5566 7788,1994193485,✔,✘,✘,윤성우,✔,✘,✔,✘,␣,✔,✘,✘,␣,␣,✘,29 44 0000,SP00NAB026,✘,오토할부,✔,✔,✘,␣,✘,1333444455,HD026470,✔,✔,김태희,✘,␣,␣,␣,✘,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0015.jpg,장미희 꽃집,✘,✘,✔,␣,010-7777-8888,L1JUBB7,␣,␣,␣,✘,24,13-11-777788-88,010-6677-8899,␣,✘,✘,✘,장미희,✘,✘,✘,✔,THE 니로 HEV,✔,✔,✔,15363600,38409000,✘,␣,SP00NAB026,✘,␣,✘,✘,✘,␣,✔,␣,KD022950,✘,✔,조인성,✘,␣,2304600,␣,✔,✘,1234567890,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0016.jpg,임성민 뷰티,✘,✘,✘,␣,010 9999 0000,L1G3MB5,␣,␣,␣,✘,24,14 22 999900 11,010 7788 9900,␣,✘,✘,✘,임성민,✘,✘,✘,✔,The new 스포티지,✔,✔,✔,15573370,38933416,✘,␣,SP00NAB026,✘,␣,✘,✘,✘,␣,✔,␣,H5205381,✔,✔,손예진,✘,␣,2336100,␣,✘,✘,9876543210,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0017.jpg,한선화 요가,✘,✘,✔,␣,010-2020-3030,L1JLS55,␣,␣,␣,✘,24,15-33-202030-30,010-8899-0011,␣,✘,✘,✘,한선화,✘,✘,✘,✔,포터Ⅱ(LPG),✔,✔,✔,9236000,23090000,✘,␣,SP00NAB026,✘,␣,✘,✘,✘,␣,✔,␣,KD025909,✘,✔,현빈,✘,␣,1385400,␣,✔,✘,2468135790,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0018.jpg,김보라 베이킹,✘,✘,✘,␣,010 4040 5050,L1ME2BG,␣,␣,␣,✘,24,16 44 404050 50,010 9900 1122,␣,✘,✘,✘,김보라,✘,✘,✘,✔,K5 LPI PE,✔,✔,✔,9692400,24231000,✘,␣,SP00NAB026,✘,␣,✘,✘,✘,␣,✔,␣,HD000194,✔,✔,이민정,✘,␣,1453900,␣,✘,✘,8642097513,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0019.jpg,이정재 헬스,✘,✘,✘,␣,010-6060-7070,L1I2M4S,␣,␣,␣,✘,24,17-55-606070-70,010-0011-2233,␣,✘,✘,✘,이정재,✘,✘,✘,✔,디 올 뉴 그랜저 택시,✔,✔,✔,14014800,35037000,✘,␣,SP00NAB026,✘,␣,✘,✘,✘,␣,✔,␣,HD 035329,✔,✘,차승원,✘,␣,2102300,␣,✘,✘,1357924680,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0020.jpg,박해진 카페,✘,✘,✘,␣,010 1010 1111,L1ILKZY,␣,␣,␣,✘,36,18-66-101011-12,010 1234 0987,␣,✘,✘,✘,박해진,✘,✘,✘,✔,쏘나타 디 엣지,✔,✘,✔,13033160,32582886,✘,␣,SP00NAB026,✘,␣,✔,✘,✘,␣,✘,␣,KD 014956,✘,✔,공효진,✘,␣,1955000,␣,✔,✔,7531864209,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0021.jpg,최지우 필라테스,✘,✘,✘,␣,010-2121-3232,L1M6KE7,␣,␣,␣,✘,36,19-77-212132-32,010-5678-1098,␣,✘,✘,✘,최지우,✘,✘,✘,✔,포터Ⅱ특장(EV,✔,✘,✔,18708000,46770000,✘,␣,SP00NAB026,✘,␣,✔,✘,✘,␣,✘,␣,HD 035276,✔,✔,정해인,✘,␣,2806200,␣,✘,✔,3692581470,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0022.jpg,정경호 댄스,✘,✘,✘,␣,010 3333 5555,L1H8OW3,␣,␣,␣,✘,36,20 88 3333 55 55,010 9876 5432,␣,✘,✘,✘,정경호,✘,✘,✘,✔,디올뉴 그랜저 HEV,✘,✘,✔,22408000,56020000,✘,␣,SP00NAB026,✘,␣,✔,✘,✘,␣,✘,␣,K2458584,✘,✔,박보영,✘,␣,3361200,␣,✔,✔,5814369201,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0023.jpg,윤아정 공방,✘,✘,✘,␣,010-4444-6666,L1M9YQK,␣,␣,␣,✘,36,21-99-444466-66,010-2468-1357,␣,✘,✘,✘,윤아정,✘,✘,✘,✔,The all new 코나하이브리드,✔,✘,✔,15432930,38582304,✘,␣,SP00NAB026,✘,␣,✔,✘,✘,␣,✘,␣,K2730588,✘,✘,이승기,✘,␣,2315000,␣,✔,✔,4175308629,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0024.jpg,장희진 캔들,✘,✘,✘,␣,010 5555 7777,L1ITLTW,␣,␣,␣,✘,36,22 00 555577 77,␣,␣,✘,✘,✘,장희진,✘,✘,✘,✔,넥쏘(수소),✔,✘,✔,27296000,68240000,✘,␣,SP00NAB026,✘,␣,✔,✘,✘,␣,✘,␣,KD018807,✘,✔,배수지,✘,␣,4094400,␣,✔,✔,6295147038,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0025.jpg,임지연 펫샵,✘,✘,✘,␣,010-6666-8888,L1KWU8S,␣,␣,␣,✘,48,23-11-666688-88,010-1357-9246,␣,✔,✘,✘,임지연,✘,✘,✘,✔,아이오닉5 PE(Prestige-롱레인지),✔,✔,✔,23676000,59190000,✘,␣,SP00NAB026,✘,␣,✘,✘,✘,␣,✘,␣,KD022453,✘,✘,강동원,✘,␣,3551400,␣,✔,✘,123456789,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0026.jpg,한예슬중고,✘,✘,✘,␣,010 7777 9999,L1KL97P,␣,␣,␣,✘,48,25 22 777799 99,010 7531 8640,␣,✔,✘,✘,한예슬,✘,✘,✘,✔,더 뉴 아반떼,✔,✔,✔,10816000,27040000,✘,␣,SP00NAB026,✘,␣,✘,✘,✘,␣,✘,␣,HD 033365,✔,✔,신민아,✘,␣,1622400,␣,✘,✘,8765432109,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0027.jpg,김소현 디자인,✘,✘,✘,␣,010-8888-0000,L1JLLD0,␣,␣,␣,✘,48,26-33-888800-00,010-3692-5814,␣,✔,✘,✘,김소현,✘,✘,✘,✔,EV6,✔,✔,✔,25062600,62656499,✘,␣,SP00NAB026,✘,␣,✘,✘,✘,␣,✘,␣,KD009493,✘,✘,유승호,✘,␣,3759400,␣,✔,✘,55555555 55,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0028.jpg,이준호튜터링,✘,✘,✘,␣,010 9999 1111,L1HIDKB,␣,␣,␣,✘,48,12 44 999911 11,␣,␣,✔,✘,✘,이준호,✘,✘,✘,✔,베뉴,✔,✔,✔,8684000,21710000,✘,␣,SP00NAB026,✘,␣,✘,✘,✘,␣,✘,␣,HD008913,✔,✔,김고은,✘,␣,1302600,␣,✘,✘,1111222233,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/A0029.jpg,박소현 사진,✘,✘,✘,␣,010-0000-2222,L1HPQ1X,␣,␣,␣,✘,48,13-55-000022-22,010-4175-3086,␣,✔,✘,✘,박소현,✘,✘,✘,✔,아이오닉5,✔,✔,✔,21989480,54973698,✘,␣,SP00NAB026,✘,␣,✘,✘,✘,␣,✘,␣,K2439113,✘,✔,남주혁,✘,␣,3298500,␣,✔,✘,3333 4444 55,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/D0000.jpg,␣,✘,✔,✔,E3XTDKI,␣,SKQAHM,␣,8,1375389767,✘,6개월,␣,062-4118-9785,O8NHVQ,✔,✘,✘,␣,✘,✔,✘,✘,파일럿 QM6,✘,✘,✘,"24,660,000","93,610,000",✘,"6,460,000",SP00NAB026,✔,서로,✔,✘,✘,68.2,✘,1159946898,YNKL19CL,✘,✔,두남원,✘,␣,␣,0.0,✔,✔,349-26-32669,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/D0001.jpg,␣,✘,✘,✘,␣,041-9881-4655,G4363V,"8,970,000",␣,1949840233,✔,34개월,92-11-643120-83,␣,␣,✘,✘,✘,␣,✘,✘,✔,✘,GV70 프리우스,✘,✘,✘,"8,820,000","6,990,000",✘,␣,SP00NAB026,✘,죽임.,✘,✔,✘,71.2,✔,9508986121,32ZBKSSF,✘,✘,온차경,✔,토레스 A6,␣,25.3,✘,✔,083-81-46259,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/D0002.jpg,서울풍물시장 전통문화체험관,✘,✘,✘,E92SXFJ,051-1460-9239,2HUCT1,81950000,28,9038912790,✘,␣,␣,033-2718-2041,62IZA7,✘,✘,✘,배설혜,✔,✘,✘,✘,␣,✘,✘,✔,␣,"98,890,000",✘,␣,SP00NAB026,✘,많이,✘,✔,✘,97.3,✔,␣,46V1KECN,✘,✔,탁학철,✔,GLS 렉스턴,"22,170,000",21.3,✔,✘,818-53-35800,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/D0003.jpg,어메이징 브루잉컴퍼니 성수 브루펍,✘,✔,✘,EHX17WK,063-8612-0723,XMMIQ9,␣,13,9466731427,✔,4개월,␣,063-9170-0483,␣,✘,✔,✘,방태화,✘,✔,✘,✘,␣,✘,✘,✘,"2,960,000","46,490,000",✘,37820000,SP00NAB026,✘,␣,✘,✘,✘,80.7,✘,1810546165,DFZ29UPJ,✔,✘,채정인,✘,GLE 벤츠,"66,150,000",␣,✘,✘,998-56-10480,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/D0004.jpg,정식당,✘,✘,✔,EK08W07,␣,NLUJK7,"5,990,000",20,9530286200,✘,19개월,␣,␣,1OCKV1,✔,✘,✘,여라연,✘,✔,✘,✔,QM6 콜로라도,✘,✘,✔,"21,790,000","39,860,000",✘,"98,820,000",SP00NAB026,✘,␣,✘,✘,✘,49.0,✘,␣,␣,✘,✔,␣,✘,X3 아반떼,␣,71.0,✘,✘,971-56-61726,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/D0005.jpg,[백년가게] 싸리골,✘,✘,✘,ESUF4JS,061-6367-9357,G011L7,49790000,␣,9369383328,✘,␣,51-47-745704-79,055-6398-2607,2LFC1C,✘,✔,✘,배임,✘,✔,✔,✘,␣,✘,✘,✘,"4,760,000","13,280,000",✘,"62,640,000",SP00NAB026,✔,되어,✘,✘,✘,67.9,✔,␣,␣,✘,✔,␣,✘,시빅 i4,"68,440,000",16.0,✘,✔,176-50-18115,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/D0006.jpg,영등포 문화라운지 따따따,✔,✘,✘,␣,055-6695-2454,␣,"12,520,000",17,9563384531,✘,7개월,␣,055-7111-7956,␣,✘,✘,✘,염의성,✘,✘,✔,✔,아우디 e-트론,✘,✘,✘,"97,620,000",6520000,✘,␣,SP00NAB026,✔,␣,✘,✔,✘,86.3,✔,9395682715,EUR0KS9V,✘,✔,석래,✔,코롤라 하이랜더,␣,86.2,✘,✔,690-29-56215,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/D0007.jpg,␣,✘,✘,✘,EDLW2MS,051-6905-6491,VKI7PU,␣,20,1029254577,✘,8개월,68-54-284636-35,␣,0N3NGW,✔,✘,✘,감희수,✘,✘,✘,✔,아이오닉5 말리부,✘,✘,✘,"58,270,000","4,490,000",✘,"92,970,000",SP00NAB026,✘,조선,✔,✘,✘,␣,✘,␣,ZPH0HK1E,✘,✔,견가슬,✘,쌍용 파나메라,␣,␣,✘,✘,␣,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/D0008.jpg,␣,✘,✔,✘,E06W6CD,053-8795-5977,W4KA3K,5320000,12,1433603295,✔,3개월,70-07-178950-70,␣,15DFOR,✘,✔,✘,채슬기,✘,✘,✘,✔,␣,✘,✘,✔,␣,␣,✘,␣,SP00NAB026,✘,␣,✘,✔,✔,␣,✔,1084003518,KC14UTP5,✘,✘,␣,✘,␣,␣,␣,✘,✔,277-13-30289,✔
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/D0009.jpg,스타벅스 경동 1960점,✔,✘,✘,␣,␣,␣,"95,490,000",34,␣,✘,␣,48-24-475536-73,061-5506-9232,␣,✘,✘,✘,봉류준,✔,✘,✘,✘,e-트론 C 클래스,✘,✔,✔,83260000,"89,630,000",✔,56440000,SP00NAB026,✘,밀어내고,✘,✘,✘,␣,✘,9144907230,␣,✔,✔,육예양,✘,E 클래스 벤츠,"57,540,000",17.4,✘,✘,459-60-67848,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/D0010.jpg,카페 레이어드 연남,✔,✘,✘,␣,031-9826-7398,H9OFWX,"7,120,000",22,9208249917,✘,19개월,94-38-386113-51,031-4446-3965,1XQ66C,✔,✔,✘,␣,✔,✘,✘,✔,QM5 랜드크루저,✘,✘,✘,"32,760,000","18,210,000",✔,␣,SP00NAB026,✘,␣,✔,✔,✔,␣,✘,␣,DP8QI4YW,✘,✔,␣,✘,␣,"11,880,000",␣,✘,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/D0011.jpg,␣,✘,✘,✔,ETFUXPZ,␣,RVBP1B,"85,670,000",8,1657472807,✘,7개월,96-15-922592-68,062-7324-5981,20IV6G,✘,✘,✘,변선연,✘,✔,✘,✔,␣,✔,✘,✔,␣,3450000,✘,"5,940,000",SP00NAB026,✔,나게,✔,✘,✘,18.4,✘,1327396582,VBB12AO4,✘,✔,␣,✘,␣,"12,710,000",80.7,✘,✘,790-45-74902,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/D0012.jpg,반포 한강공원,✔,✘,✔,EY8TRJZ,051-4642-6926,RXPZE7,"43,660,000",␣,9443265169,✔,␣,40-76-112768-17,032-7041-5682,ZCXJQ2,✘,✘,✘,박연석,✘,✘,✘,✘,아반떼 트래버스,✔,✔,✘,␣,"6,550,000",✘,2190000,SP00NAB026,✘,␣,✘,✘,✘,54.3,✘,9925366140,8567LBR6,✔,✔,소로다,✘,도요타 혼다,78810000,54.1,✔,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/D0013.jpg,죽향,✔,✘,✘,EECIJEX,02-264-7639,␣,"3,690,000",␣,␣,✘,19개월,22-47-480137-00,064-2871-1827,␣,✔,✘,✘,태재옥,✘,✘,✔,✘,␣,✘,✘,✘,"65,930,000","4,430,000",✘,"5,730,000",SP00NAB026,✔,␣,✘,✘,✘,86.4,✘,9644446468,L7PJ3O27,✘,✘,␣,✘,E 클래스 e-트론,"21,640,000",75.8,✔,✘,012-47-82272,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/E0000.jpg,한성칼국수,✘,✘,✔,␣,␣,␣,31720000,␣,1923247666,✔,5개월,62-21-584971-48,063-1482-3837,1VLAIA,✘,✔,✔,염라의,✘,✔,✘,✘,쏘나타 타이칸,✔,✔,✘,"26,720,000",␣,✔,"16,670,000",SP00NAB026,✔,␣,✘,✘,✔,98.0,✘,9395194550,IWGY0Z9S,✘,✘,감이렌,✔,C 클래스 A4,␣,77.8,✔,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/E0001.jpg,손맛김밥,✘,✔,✘,␣,042-6376-3410,7I3LI1,"74,480,000",␣,1585017090,✘,33개월,␣,␣,BKTV2C,✔,✔,✔,␣,✘,✘,✘,✘,␣,✘,✔,✘,5250000,"1,480,000",✘,␣,SP00NAB026,✘,잔금을,✘,✘,✘,91.8,✘,1476775138,␣,✔,✘,조민주,✔,코란도 i4,"14,950,000",78.3,✔,✘,␣,✘
/mnt/AI_NAS/Data/현대캐피탈/data/images/235/E0002.jpg,이스타아카데미,✘,✘,✔,U21AMZE,052-3727-0284,SL5WTG,15990000,␣,1037385694,✔,␣,03-83-065170-56,032-3971-0033,GNUMD5,✔,✔,✔,좌윤현,✘,✘,✔,✘,␣,✔,✔,✘,"3,930,000",14350000,✘,"96,220,000",SP00NAB026,✔,며느릿감의,✘,✔,✔,37.7,✘,9909060942,ZG19TRO7,✘,✘,석우윤,✘,트랙스 아우디,"26,570,000",␣,✘,✘,279-26-60293,✔
