image_path,015,017,022,088,082,002,041,040,050,096,098,019,008,052,026,006,042,100,009,024,045,058,102,101,083,076,049,081,020,029,064,028,068,011,072,077,003,025,001,047,063,014,010,060,087,089,095,061,065,099,051,033,090,097,062,032,085,056,091,074,036,043,103,059,067,016,079,013,055,023,038,039,018,021,093,044,037,035,057,080,069,084,071,034,053,070,054,030,046,086,092,094,005,000,075,066,048,031,073,004,012,027,078,104
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/C0010.jpg,✘,✘,␣,✘,✘,CHAE GYEONGJONG,✘,✔,✔,채소률,9,✘,경상북도 포항시 남구 대잠동 970 (대잠아델리아),✘,✘,강원특별자치도 삼척시 원덕읍 노실길 81-33 (노곡리),✘,진진원,063-1220-6631,✘,✘,✔,AKLA54,✔,듯하다.,✘,✘,✘,✘,✔,1978.08.02,✘,␣,␣,␣,✘,872-80-33530,✘,손성헌,682618-79-020696,우크라이나,oakland.edu,충청북도 옥천군 옥천읍 원각1길 11-3 (가풍리),말.,✘,✔,1983년 4월 16일,장옥경,010-9776-0482,24,✔,GA DOHAN,따위에서,2026,␣,설재용,✘,✘,미즈호은행,23,␣,pwb1-iay53,9964901944,✔,␣,✘,✘,l4mdjvk-zc,␣,✘,og4ea4mfc2h,jourrapide.com,✘,✘,조례경,␣,✘,␣,✔,✘,061-6907-1292,✘,✘,2044년 5월 22일,✘,✔,✘,␣,✔,✘,817-903-515115,손자녀,2002년 7월 29일,9258667183,편명연,사람이나,미쓰비시UFJ은행,␣,5,878-76-22996,032-4218-7123,✔,✘,UWRPYF6
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/C0011.jpg,✔,✘,발전업,✘,✔,MUN MU-YUL,✘,✔,✘,백다이앤,3,✘,␣,✘,✘,␣,✘,␣,031-7514-6634,✘,✔,✘,AKLA54,✘,아주,✔,✘,✘,✘,✘,2029.03.26,✔,경상북도 김천시 남산동 24-5,␣,2020,✔,477-41-27206,✘,␣,906112-02-753710,헝가리,fastmail.com,충청북도 충주시 주덕읍 창전방죽길 25 (창전리),이름은,✔,✔,␣,␣,010-5379-1308,13,✘,JEONG DAE-IN,␣,␣,GU EUNJO,류오령,✘,✔,␣,6,␣,␣,1025676697,✘,실무자,✘,✘,xq7nxfubh,␣,✘,␣,␣,✘,✘,␣,email.cz,✘,남자,✔,✔,061-0390-3382,✔,✔,1941/5/23,✘,✘,✔,이르는,✔,✔,␣,자녀,2017.05.19,1109471302,␣,␣,하나은행,␣,9,141-57-04761,041-6370-9592,✘,✘,UYQE2AX
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/C0012.jpg,✘,✔,유리 및 창호 공사업,✘,✘,YUG JOH-EUN,✔,✔,✘,음성령,9,✘,광주광역시 남구 도시첨단산업6로 2 (압촌동),✘,✘,서울특별시 강동구 성내동 457-20 (신대원빌),✘,␣,␣,✔,✔,✘,AKLA54,✔,효자02,✔,✘,✘,✘,✔,2024/5/12,✘,경상남도 의령군 용덕면 신촌리 16-2,064-2854-1864,2022,✘,␣,✔,시병훈,980-951214-934,알바니아,exe.com,경상북도 경주시 내남면 덕천리 781-1,전원으로,✘,✘,␣,제무근,010-9560-6099,16,✘,GEUM GANGSEON,"의례,",2022,PI I-WON,범정협,✘,✘,뱅크오브아메리카,25,불가리아,jdopbvfg2gao,9841964999,✘,CIO,✔,✔,z5j9w_7xna5ih,1,✘,␣,daum.net,✘,✔,장양,northwestern.edu,✘,여자,✔,✘,062-8634-1658,✘,✘,1936년 5월 5일,✘,✘,✘,기울어짐에,✘,✔,370-192153-06453,␣,␣,9048056451,태민엽,답답한,NH농협은행,"동판화에서,",9,481-23-94842,042-7110-5926,✘,✘,UGAE2UH
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/C0013.jpg,✘,✘,␣,✘,✘,NA SANGJE,✘,✔,✘,␣,2,✘,경상남도 창원시 의창구 동정동 290-31,✘,✘,␣,✘,공토마스,064-9998-3198,✔,✔,✔,AKLA54,✘,편의를,✘,✔,✔,✘,✘,␣,✘,경상남도 김해시 삼계동 1416-5,055-4933-2674,␣,✘,592-57-25989,✘,부종환,129-705-486886,볼리비아,earthlink.net,␣,궁에,✔,✔,␣,진다언,010-8057-7292,27,✘,TAG SI-I,곳.,2030,␣,사공세웅,✔,✘,케이뱅크,1,몽골,␣,9001529188,✘,␣,✘,✘,␣,␣,✘,pfsxo_5xnuj_,byu.edu,✔,✘,오조자,purdue.edu,✘,여자,✔,✘,␣,✔,✔,1995-10-10,✔,✘,✘,강하게,✘,✘,␣,자매,2034.9.13,1947066858,문평,결정,광주은행,회의,9,␣,042-4915-9107,✔,✘,U3Z2ZUN
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/C0014.jpg,✘,✔,사회보장보험업,✘,✘,GYEONG GEULE-ISEUJIN,✔,✔,✘,소맹향,7,✘,대전광역시 유성구 갑동 401-5,✘,✔,␣,✘,노해천,051-0806-1611,✔,✘,✘,AKLA54,✔,처리하는,✔,✘,✘,✘,✔,␣,✘,전북특별자치도 완주군 고산면 율곡리 143-5,033-9780-7502,2011,✔,685-22-15237,✘,␣,954-736580-19447,␣,␣,충청북도 제천시 수산면 대전리 719,하여,✔,✘,1951/1/8,␣,␣,␣,✔,NAM GUNG-IMJUN,피해가,2014,BAEG SANGSEUNG,빈샘별,✘,✘,HSBC,␣,말레이시아,␣,1690446871,✔,␣,✘,✘,o73ym.c1z,18,✘,fb051kf8pz4lt,hanmail.net,✘,✘,곽은용,fastmail.com,✘,␣,✘,✔,053-1129-6995,✘,✔,␣,✔,✘,✘,악센트가,✘,✘,163-09122498-81,조부모,1972.1.18,9385813670,손진보,급료를,한국은행,␣,4,␣,053-5176-3412,✘,✔,USJNQ1D
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/C0015.jpg,✘,✘,␣,✘,✘,␣,✘,✘,✘,당신승,10,✘,␣,✘,✘,␣,✘,␣,032-4152-6336,✘,✘,✔,AKLA54,✘,␣,✔,✘,✘,✘,✘,1937/11/7,✔,"부산광역시 사상구 낙동대로1356번길 32 (삼락동, 경남기계)",052-2554-0777,␣,✔,821-16-02970,✘,␣,795-00983649-09,␣,␣,경상남도 거창군 위천면 상천리 726-1,␣,✘,✘,␣,␣,010-6611-9150,␣,✔,␣,␣,2030,JANG LASOM,갈혜주,✘,✘,신한은행,10,볼리비아,␣,9487026523,✔,부장,✘,✘,qawm6bbg,18,✔,ddv5u0i,kent.edu,✘,✘,전경두,glasgow.ac.uk,✘,여자,✘,✘,052-8511-0083,✘,✘,1934-07-14,✘,✔,✔,␣,✘,✔,␣,형제자매,␣,1096930626,빈산야,김,중국공상은행,말.,␣,833-96-72013,02-767-1779,✘,✘,ULDPBA0
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/D0000.jpg,✘,✔,그 외 기타 교육기관,✔,✘,JEONG SEUL-YUN,✘,✔,✘,제갈준복,␣,✘,␣,✘,✔,␣,✘,␣,032-3408-6538,✘,✘,✔,AKLA54,✘,␣,✘,✘,✘,✔,✔,1986.07.31,✘,경상북도 영덕군 남정면 부경리 240-3,042-7557-9664,2004,✘,932-77-81315,✘,문아련,546-524392-045,␣,discroot.org,서울특별시 중랑구 중화동 325-122,따위에,✔,✔,2029-06-11,금제롬,␣,␣,✘,JU LINHUI,질흙으로,2008,␣,마복동,✘,✔,중국교통은행,21,슬로바키아,␣,1558799533,✘,COO,✔,✔,uc0qr2tc-.36f,10,✘,␣,␣,✔,✘,홍륜희,love.com,✘,␣,✘,✘,␣,✔,✘,1912-05-11,✘,✘,✔,␣,✘,✘,256282-01-098340,기타,2004.10.12,␣,변찬윤,␣,대구은행,그은,␣,952-72-24967,064-3755-7367,✔,✔,U548NNS
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/D0001.jpg,✘,✘,철도 운송업,✘,✘,BANG YESONG,✘,✘,✔,두시백,8,✔,경기도 고양시 덕양구 고양동 423-30,✔,✘,경상북도 문경시 농암면 율수리 223,✘,안춘심,043-6892-7606,✘,✘,✘,AKLA54,✔,일곱,✘,✔,✘,✔,✘,1910.7.13,✘,␣,031-7531-6312,2030,✔,933-62-93908,✘,염초윤,170-313037-84,온두라스,juno.com,␣,악사,✘,✘,1999-11-08,손담준,010-7657-5436,30,✔,BOG HO-IN,"자기학,",2018,BOG HYEONBO,␣,✔,✘,미쓰비시UFJ은행,29,미얀마,ty6_ql-pk0de,1240665434,✔,␣,✔,✘,bh.xj.grp,␣,✘,␣,␣,✘,✘,왕송아,␣,✘,여자,✘,✘,␣,✘,✘,1989/5/22,✘,✘,✔,␣,✘,✘,␣,␣,␣,9895873866,팽석균,털부시,소시에테제네랄,후설이,1,737-48-80754,044-4987-7774,✔,✔,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/D0002.jpg,✔,✔,기타 전자 부품 제조업,✘,✘,␣,✘,✘,✘,인동율,␣,✘,경기도 성남시 수정구 신흥동 4225-1,✘,✔,␣,✔,서헌성,041-1729-4674,✔,✘,✔,AKLA54,✔,직업을,✘,✘,✘,✘,✘,␣,✔,부산광역시 사상구 주례동 352-3 (현대설비),051-3696-5999,2023,✘,221-72-78978,✘,음정제,␣,파나마,amazon.com,서울특별시 송파구 마천로63길 4-4 (마천동),␣,✘,✘,1901년 9월 18일,어종은,␣,␣,✔,SONG HONGGU,통숭어,␣,JE SUNGEUM,석응주,✘,✘,␣,16,온두라스,␣,1417062536,✘,␣,✘,✘,woioo-2,␣,✘,n5.oycxt,␣,✘,✔,경본결,␣,✔,여자,✘,✘,␣,✘,✘,␣,✔,✔,✔,여지없이,✘,✘,993-388560-935,자녀,␣,9412075259,␣,낳은,␣,중등,9,␣,␣,✘,✘,UZBN22F
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/D0003.jpg,✘,✘,␣,✔,✘,␣,✘,✘,✘,␣,3,✘,␣,✔,✘,경기도 화성시 영천동 873-5,✘,육샘이,064-3234-0050,✔,✘,✘,AKLA54,✔,속한,✘,✘,✘,✘,✔,1909.2.9,✘,서울특별시 성북구 보국문로 40-22 (정릉동),061-7783-4728,␣,✔,458-08-14573,✔,한상천,␣,멕시코,␣,"충청남도 금산군 진산면 태고사로 392 (두지리, 작품하나)",윗사람의,✘,✔,1920.1.21,강호나,010-6309-3957,4,✘,MA SANG-IL,음악적,2031,␣,민이랑,✔,✘,JP모건체이스,11,␣,wd7r2653,1175835013,✘,선임,✘,✘,␣,23,✘,bkzczsagr,cbu.ac.kr,✔,✘,목제레미,jawamail.com,✘,여자,✔,✘,02-790-9363,✘,✔,2033.10.25,✘,✘,✔,동전을,✔,✘,␣,자녀,2016.3.30,1750357477,␣,␣,중소기업은행,서로,␣,␣,033-2447-4235,✔,✘,UJL36QX
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/D0004.jpg,✘,✘,출장 및 이동 음식점업,✘,✘,YANG JUNMI,✘,✘,✘,손윤체,9,✘,대전광역시 서구 가수원동 816-8,✘,✘,␣,✘,팽태복,031-3396-5396,✘,✘,✘,AKLA54,✔,갑각강,✘,✘,✘,✔,✔,␣,✘,경상남도 진주시 이현동 31-15 (삼호가든빌라),␣,2016,✘,238-06-22355,✘,하운빈,␣,스리랑카,␣,광주광역시 동구 지산동 719-39,␣,✘,✘,␣,제규솔,010-4392-5843,␣,✘,BAG GYULYEON,␣,2027,␣,봉준결,✘,✘,한국은행,31,몬테네그로,f5-5rmn_g3,1783309866,✘,␣,✘,✘,␣,␣,✘,sqgrxghert1p9,␣,✘,✔,안다란,service.io,✔,여자,✘,✘,032-6881-4959,✘,✘,␣,✘,✘,✔,만든,✘,✔,1188-80-054046,아들,␣,9329338271,두로담,버리고,HSBC,묘사유파,9,537-65-74255,031-1259-7521,✔,✔,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/D0005.jpg,✔,✘,시민운동 단체,✘,✘,BAE JO-A,✘,✘,✘,기대익,8,✔,"경상북도 영주시 꽃동산로 1 (휴천동, 데일리24시편의점)",✘,✔,충청남도 당진시 사기소동 282-17,✔,경형지,053-4847-2674,✔,✘,✘,AKLA54,✘,높여,✔,✘,✘,✘,✔,1915/5/17,✘,대전광역시 중구 충무로55번길 36 (대흥동),032-8538-0792,␣,✘,059-29-51153,✘,왕령향,758612-06-534783,브라질,␣,충청남도 공주시 우성면 성곡길 204-4 (방문리),마호메트가,✘,✘,2014.08.01,연명광,␣,15,✔,␣,␣,2040,JEONG YULCHAE,␣,✘,✘,중국은행,8,우크라이나,c1gv913.n6lt,1569091754,✘,␣,✘,✘,␣,␣,✘,bb5zd352,bluemail.ch,✔,✘,␣,␣,✔,남자,✔,✘,053-1918-7881,✘,✘,1959-06-25,✔,✔,✔,책상,✘,✘,311-04291289-63,␣,1942.09.13,1797246469,선우문겸,심양01,국민은행,피고,4,␣,032-3230-5254,✘,✘,UGAS30G
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/D0006.jpg,✔,✔,일반 교습학원,✘,✔,␣,✘,✘,✘,손보선,␣,✘,전북특별자치도 전주시 완산구 평화동3가 504,✘,✔,␣,✘,␣,043-8966-5618,✘,✘,✔,AKLA54,✔,␣,✔,✘,✘,✘,✘,1919-04-21,✘,␣,061-552-1731,␣,✘,294-68-16172,✔,손장미,860-328-463639,␣,␣,␣,흰,✘,✘,␣,지유월,010-8517-5496,26,✘,HAN YONGGYEOM,␣,2019,␣,␣,✔,✘,우리은행,26,␣,br3b97ovlcxwf,1268458748,✔,회장,✘,✘,wt9jy848,␣,✘,h45yv0o8cx-42,googlemail.com,✘,✔,상보국,␣,✘,여자,✘,✘,053-8832-8406,✔,✘,1924.4.10,✘,✘,✘,␣,✘,✘,400-162-571752,␣,␣,9998267869,␣,수저를,ANZ은행,␣,␣,␣,043-862-4363,✔,✔,UIHXQBZ
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/D0007.jpg,✘,✘,기타 스포츠 서비스업,✔,✘,GO ONJU,✘,✘,✔,␣,1,✘,서울특별시 서대문구 북가좌동 303-32,✘,✘,␣,✘,제용덕,␣,✘,✘,✘,AKLA54,✘,␣,✔,✘,✘,✘,✔,2043.3.20,✘,대구광역시 달서구 상화로35길 16 (상인동),␣,2017,✔,178-40-59198,✔,옥상묵,392-648784-02720,␣,foxmail.com,경상북도 봉화군 명호면 풍호리 893,뿔로,✘,✘,1907/12/28,신홍찬,␣,6,✘,JANG DALLIM,깎는,2033,GWAG I-AEN,허수은,✔,✔,수협은행,4,베트남,fqdmzty1g,␣,✘,␣,✘,✔,␣,16,✘,␣,boltmail.com,✔,✘,천종희,␣,✔,남자,✘,✔,062-6123-0576,✘,✔,1972.05.15,✘,✘,✘,프랑스,✘,✘,␣,본인,␣,1854890560,␣,조개.,중국교통은행,␣,1,116-97-63530,054-8955-7853,✘,✔,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/D0008.jpg,✔,✔,지상파 방송업,✘,✘,NAM GUNGHYEOGMIN,✘,✘,✘,제찬중,␣,✘,␣,✔,✔,␣,✘,석루나킴,␣,✘,✘,✘,AKLA54,✘,일이,✘,✘,✘,✔,✔,1951.2.1,✘,␣,␣,2022,✘,710-00-30702,✔,은희애,768-64811834-81,노르웨이,airmail.net,부산광역시 남구 대연동 372-29,놀란,✘,✔,2004.1.10,␣,010-6614-6855,1,✘,U HYEONNAM,유래되어,2004,GWAG ELIN,승종엽,✔,✔,HSBC,␣,포르투갈,t6_1wtt067,␣,✔,전무,✘,✘,c5nn58xbcn77,11,✘,uka.cx3ez,eml.cc,✘,✘,어정운,␣,✘,␣,✘,✘,053-5021-0294,✔,✘,1906-06-16,✔,✘,✔,사고가,✘,✘,012-26571359-10,손녀,2015년 8월 15일,␣,최정웅,재도07,대구은행,␣,4,358-48-45631,051-2122-4277,✘,✘,␣
/mnt/AI_NAS/Data/현대캐피탈/data/images/256/E0000.jpg,✘,✔,␣,✔,✔,U JINJE,✘,✘,✘,␣,3,✘,␣,✘,✘,전북특별자치도 익산시 웅포면 입점리 126,✘,맹은호,052-4669-3450,✘,✘,✔,AKLA54,✘,␣,✘,✘,✘,✘,✘,2050.02.22,✘,서울특별시 강남구 논현동 62-3 (청학아파트),␣,␣,✘,␣,✘,갈샬롯,␣,덴마크,␣,충청남도 보령시 대천동 1228-6,진외조부,✔,✔,1988/6/16,전진미,␣,1,✘,ON SANGHYO,쏘다.,2033,SEONG CHAN-YEOB,금범래,✘,✘,국민은행,23,␣,e64mb8x,9827902873,✔,␣,✔,✘,␣,2,✘,a92m59gi,javeriana.edu.co,✘,✘,연나겸,␣,✘,여자,✔,✘,␣,✘,✘,1930/3/31,✔,✔,✘,"언어에서,",✘,✘,4713-45-929884,␣,2048년 8월 4일,1592309431,␣,␣,도이체방크,함.,12,573-50-68785,043-4768-5021,✔,✘,LQBQV16
